lambda_per_day,total_demand,demand_ratio,high_balk,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
50,100,3.125,0.1,18,0.8445205479452055,0.26728560957732717,9846,10987.0,9.426680047863512,9.61858208414802,0.06195234991672098,36837,25907,27618,1711,9219,14213,1823,25
50,100,3.125,0.1,19,0.8416952054794521,0.26724044013509096,9812,10976.0,9.453480680182109,9.639834692608712,0.06012507771641736,36716,25699,27343,1644,9373,14004,1843,40
50,100,3.125,0.1,20,0.8401541095890411,0.2671680837148463,9804,10946.0,9.494345655903915,9.683511416861826,0.06162177985948478,36696,25644,27328,1684,9368,13954,1857,29
50,100,3.125,0.1,21,0.8396404109589041,0.2688541723967215,9775,10952.0,9.46166121749961,9.644637172027664,0.05983093643649138,36358,25692,27327,1635,9031,14023,1870,24
50,100,3.125,0.1,22,0.843236301369863,0.27001565546980144,9831,10962.0,9.410587050805452,9.604665528142146,0.06166200356091712,36409,25824,27521,1697,8888,14121,1832,40
50,100,3.125,0.1,23,0.8410102739726028,0.2719227674979887,9802,10960.0,9.426323927328953,9.61353727655864,0.06009300973695684,36047,25870,27524,1654,8523,14207,1832,29
50,100,3.125,0.1,24,0.8360445205479452,0.26854558490982294,9738,10873.0,9.478550815069028,9.669312362838332,0.06210680321872714,36262,25642,27340,1698,8922,13963,1906,35
50,100,3.125,0.1,25,0.8392979452054794,0.26891839982439775,9801,10941.0,9.46288986920517,9.64725354674427,0.05994907238995999,36446,25842,27490,1648,8956,14163,1852,26
50,100,3.125,0.1,26,0.8440924657534247,0.26960407984207063,9833,10993.0,9.449498843484966,9.630242345087796,0.05891742852996662,36472,25940,27564,1624,8908,14247,1827,33
50,100,3.125,0.1,27,0.842722602739726,0.26802011038854584,9809,10947.0,9.454442270058708,9.644664830119375,0.06152433425160698,36598,25550,27225,1675,9373,13860,1832,49
50,100,3.125,0.1,28,0.8381849315068494,0.26876220333855844,9773,10913.0,9.45854661082674,9.648265328387518,0.06218634082478726,36363,25788,27498,1710,8865,14096,1882,37
50,100,3.125,0.1,29,0.8445205479452055,0.2674639847784724,9840,10980.0,9.441708035991313,9.631577032239283,0.06178589622298231,36790,25784,27482,1698,9308,14107,1811,26
50,100,3.125,0.1,30,0.8412671232876713,0.26822045516863174,9782,10956.0,9.452522487289793,9.655555962094326,0.06443232958911127,36470,25570,27331,1761,9139,13902,1851,35
50,100,3.125,0.2,1,0.841181506849315,0.2666921022510492,9786,10960.0,9.456243892906,9.859521226095213,0.13247660382476603,36694,25585,29492,3907,7202,13933,1841,25
50,100,3.125,0.2,2,0.8398116438356165,0.2675079209002513,9794,10941.0,9.458146341463415,9.864315479215367,0.13185621845038453,36612,25625,29517,3892,7095,13955,1846,30
50,100,3.125,0.2,3,0.8429794520547945,0.2703705740048384,9835,10986.0,9.48209883789177,9.887334940086221,0.13245527682541838,36376,25557,29459,3902,6917,13860,1823,39
50,100,3.125,0.2,4,0.8464041095890411,0.2697696054287747,9859,10989.0,9.441532258064516,9.84222769106294,0.1304992751913158,36546,25792,29663,3871,6883,14124,1777,32
50,100,3.125,0.2,5,0.8466609589041096,0.27320200038681514,9888,11021.0,9.434618820148355,9.830790615676701,0.12703417412530513,36193,25749,29496,3747,6697,14046,1775,40
50,100,3.125,0.2,6,0.8446061643835616,0.2675734494015234,9836,10989.0,9.466059828062395,9.860831554335672,0.12890108772999898,36760,25707,29511,3804,7249,14033,1808,30
50,100,3.125,0.2,7,0.8379280821917808,0.27020829880103875,9781,10930.0,9.482378768277863,9.883570283999864,0.13030581978111896,36198,25509,29331,3822,6867,13820,1866,42
50,100,3.125,0.2,8,0.8350171232876712,0.2660122699386503,9756,10887.0,9.472865483327455,9.871282401091404,0.12957025920873125,36675,25521,29320,3799,7355,13804,1922,39
50,100,3.125,0.2,9,0.8388698630136986,0.26576834081938205,9763,10919.0,9.428261038255606,9.819874512463965,0.12586060708835,36735,25774,29485,3711,7250,14092,1883,36
50,100,3.125,0.2,10,0.8423801369863013,0.26865794004317767,9831,10950.0,9.42421768707483,9.81444908208626,0.12704876310699378,36593,25725,29469,3744,7124,14029,1830,35
50,100,3.125,0.2,11,0.8357020547945205,0.2669463639355051,9735,10889.0,9.4884550550786,9.871827367699948,0.12625449563281385,36468,25509,29195,3686,7273,13847,1895,32
50,100,3.125,0.2,12,0.8370719178082192,0.26785910238121363,9764,10907.0,9.496083346388845,9.880711354309165,0.126812585499316,36452,25532,29240,3708,7212,13849,1885,34
50,100,3.125,0.2,13,0.8382705479452055,0.2654811999457038,9779,10925.0,9.47657461991933,9.863325199945777,0.1262030635759794,36835,25784,29508,3724,7327,14117,1859,29
50,100,3.125,0.2,14,0.8446917808219178,0.2690205509400962,9844,10988.0,9.427589420948387,9.825470578260132,0.1267084958453451,36592,25749,29485,3736,7107,14070,1804,31
50,100,3.125,0.2,15,0.8419520547945205,0.26972578200358277,9787,10977.0,9.452200891991469,9.857451112609576,0.1306473364801079,36285,25785,29660,3875,6625,14116,1843,39
50,100,3.125,0.2,16,0.8394691780821918,0.26655945047156954,9779,10946.0,9.466244069378549,9.85209758089211,0.12510632506549624,36686,25714,29391,3677,7295,14034,1866,35
50,100,3.125,0.2,17,0.8392979452054794,0.26815152096990974,9776,10927.0,9.461344014933498,9.869864632211458,0.13195827566417986,36457,25714,29623,3909,6834,14031,1874,33
50,100,3.125,0.2,18,0.8375856164383562,0.2690222625828999,9776,10888.0,9.433267434197775,9.847844349608522,0.13313619409254343,36339,25797,29759,3962,6580,14100,1890,31
50,100,3.125,0.2,19,0.8373287671232876,0.2691587240372431,9771,10928.0,9.447067517112632,9.848909183155758,0.13032301708100794,36302,25712,29565,3853,6737,14048,1864,29
50,100,3.125,0.2,20,0.8366438356164384,0.26578344782466473,9750,10899.0,9.438988095238095,9.836470267321332,0.12929623567921442,36684,25536,29328,3792,7356,13855,1892,39
50,100,3.125,0.2,21,0.8431506849315068,0.27091225838564276,9797,10967.0,9.417353444254394,9.817353299905136,0.128472692776799,36163,25724,29516,3792,6647,14065,1830,32
50,100,3.125,0.2,22,0.8353595890410959,0.2668604013597982,9734,10886.0,9.436146174224715,9.844937887147548,0.1311647429171039,36476,25668,29543,3875,6933,13983,1916,35
50,100,3.125,0.2,23,0.8455479452054795,0.2689378429285071,9852,10993.0,9.440505155833623,9.830451343243334,0.12721205379714834,36633,25893,29667,3774,6966,14216,1792,33
50,100,3.125,0.2,24,0.8449486301369863,0.2707424778518336,9871,11013.0,9.456497969384568,9.852000544365813,0.12874251497005987,36459,25608,29392,3784,7067,13920,1782,35
50,100,3.125,0.2,25,0.8445205479452055,0.26824618736383443,9850,10975.0,9.44462983082415,9.845472972972972,0.12932432432432434,36720,25772,29600,3828,7120,14074,1820,28
50,100,3.125,0.2,26,0.8440068493150685,0.2721219990606956,9850,10993.0,9.43173717650705,9.83691333916908,0.1309676116086459,36197,25812,29702,3890,6495,14118,1817,27
50,100,3.125,0.2,27,0.8375856164383562,0.26658125017037865,9779,10899.0,9.486592288119006,9.878687630026262,0.12878141946045496,36683,25545,29321,3776,7362,13850,1888,28
50,100,3.125,0.2,28,0.8397260273972603,0.26610469068660775,9786,10925.0,9.474936905455252,9.867978762977241,0.12904534848331134,36775,25755,29571,3816,7204,14067,1871,31
50,100,3.125,0.2,29,0.8397260273972603,0.26894449174654617,9792,10927.0,9.431936765049452,9.817465192465193,0.1236008736008736,36409,25682,29304,3622,7105,13986,1874,30
50,100,3.125,0.2,30,0.8357876712328767,0.2656326798099503,9728,10907.0,9.471277385090014,9.86384848588071,0.12773784787273904,36622,25607,29357,3750,7265,13950,1894,35
50,100,3.125,0.3,1,0.8345890410958904,0.2683041129121182,9733,10868.0,9.456882741374594,10.094378753172785,0.20779421779236054,36276,25593,32306,6713,3970,13901,1925,34
50,100,3.125,0.3,2,0.8460616438356164,0.2681080492321098,9846,11033.0,9.397256014613859,10.02545420723011,0.20230048986172258,36724,25729,32254,6525,4470,14052,1793,38
50,100,3.125,0.3,3,0.8419520547945205,0.27073440088348977,9806,10959.0,9.42377857813968,10.041026766125494,0.199398232307403,36220,25544,31906,6362,4314,13883,1828,27
50,100,3.125,0.3,4,0.8455479452054795,0.26698686638445673,9839,10985.0,9.426024470771024,10.048583121473305,0.2018044273578471,36852,25745,32254,6509,4598,14077,1805,24
50,100,3.125,0.3,5,0.8420376712328768,0.2677322404371585,9799,10961.0,9.432432432432432,10.052098228162885,0.20065278209511966,36600,25715,32170,6455,4430,14036,1846,34
50,100,3.125,0.3,6,0.8377568493150684,0.26788507450399274,9762,10919.0,9.447837349870477,10.07175448465529,0.20376273517094817,36441,25478,31998,6520,4443,13794,1894,28
50,100,3.125,0.3,7,0.8481164383561643,0.271449785502145,9871,11028.0,9.41809300508011,10.047018134230697,0.20265470181342307,36364,25590,32094,6504,4270,13915,1776,28
50,100,3.125,0.3,8,0.8418664383561644,0.26929617642218445,9818,10953.0,9.430039618718864,10.057428410301398,0.2012970737514882,36458,25493,31918,6425,4540,13796,1846,33
50,100,3.125,0.3,9,0.8375856164383562,0.2675269170707652,9765,10903.0,9.41180814676617,10.024509651064891,0.1977298949140915,36501,25728,32069,6341,4432,14031,1905,27
50,100,3.125,0.3,10,0.8425513698630137,0.2696305641644497,9831,10954.0,9.412783215692391,10.031679710642013,0.2004302952823423,36461,25643,32071,6428,4390,13942,1839,31
50,100,3.125,0.3,11,0.846318493150685,0.2708796792178188,9863,11010.0,9.43854342616962,10.065975701402806,0.202874498997996,36411,25457,31936,6479,4475,13773,1792,29
50,100,3.125,0.3,12,0.8375,0.2671195354442862,9752,10915.0,9.442987078892923,10.062589658828665,0.20111644732738726,36508,25617,32066,6449,4442,13935,1889,41
50,100,3.125,0.3,13,0.8375,0.2683575541540993,9787,10914.0,9.426179190302276,10.053561482765023,0.20360170802648678,36470,25738,32318,6580,4152,14046,1882,23
50,100,3.125,0.3,14,0.8341609589041096,0.2656544416832792,9728,10869.0,9.463236152738313,10.089261412841767,0.20540022268959546,36619,25691,32332,6641,4287,14006,1925,32
50,100,3.125,0.3,15,0.8398972602739726,0.2677270985051744,9779,10929.0,9.420968992248062,10.05173476304924,0.20502865594379738,36526,25800,32454,6654,4072,14130,1858,33
50,100,3.125,0.3,16,0.8357020547945205,0.26619433198380565,9731,10901.0,9.449162186555743,10.065198320696785,0.2016103765900119,36556,25483,31918,6435,4638,13798,1916,38
50,100,3.125,0.3,17,0.8434075342465753,0.2679355384070024,9826,10980.0,9.450892338662847,10.070642428739257,0.20141594014715886,36673,25831,32346,6515,4327,14160,1810,35
50,100,3.125,0.3,18,0.8418664383561644,0.27089082680207527,9816,10943.0,9.398082372578704,10.016927042892195,0.19989440009938814,36236,25761,32197,6436,4039,14061,1857,27
50,100,3.125,0.3,19,0.8461472602739726,0.2681392308530341,9845,11015.0,9.433819219195748,10.0588052271313,0.2038270068450529,36716,25589,32140,6551,4576,13927,1789,28
50,100,3.125,0.3,20,0.8403253424657534,0.2690617446715008,9796,10962.0,9.447906904092472,10.064197299909582,0.20157141520905433,36408,25608,32073,6465,4335,13933,1844,35
50,100,3.125,0.3,21,0.8371575342465754,0.26648043162709173,9730,10896.0,9.454006397752984,10.072596691953738,0.20302201218753888,36513,25634,32164,6530,4349,13976,1898,30
50,100,3.125,0.3,22,0.8397260273972603,0.2674132750614586,9790,10939.0,9.435159285159285,10.051518908865468,0.20210787352758836,36610,25740,32260,6520,4350,14059,1851,40
50,100,3.125,0.3,23,0.8461472602739726,0.27084651572257834,9845,11015.0,9.398541216424823,10.030597198328827,0.20398132219218482,36349,25912,32552,6640,3797,14242,1792,33
50,100,3.125,0.3,24,0.8382705479452055,0.2691492582500757,9779,10949.0,9.448111363103152,10.051581951020664,0.1980809632811765,36333,25574,31891,6317,4442,13895,1865,35
50,100,3.125,0.3,25,0.8423801369863013,0.2717451370468612,9835,10977.0,9.394550958627649,10.022539397504566,0.20226632403479983,36192,25766,32299,6533,3893,14074,1819,38
50,100,3.125,0.3,26,0.8453767123287671,0.2698373717528924,9889,11005.0,9.415853516308362,10.040492357300096,0.20246178650048058,36648,25723,32253,6530,4395,14016,1789,29
50,100,3.125,0.3,27,0.8334760273972602,0.26811394567193786,9732,10866.0,9.46383161848128,10.090634346959122,0.203607926221336,36298,25561,32096,6535,4202,13862,1938,29
50,100,3.125,0.3,28,0.8330479452054794,0.26644357891272147,9714,10856.0,9.443523920653442,10.064609957607452,0.20444348175882662,36458,25710,32317,6607,4141,14017,1945,34
50,100,3.125,0.3,29,0.8406678082191781,0.27077237343344557,9809,10945.0,9.436567600202547,10.052428633621494,0.20166055102929287,36226,25673,32158,6485,4068,13960,1865,39
50,100,3.125,0.3,30,0.8456335616438356,0.2684219106618846,9879,11020.0,9.424859550561798,10.058072949085025,0.20229055147516495,36804,25632,32132,6500,4672,13950,1769,34
50,100,3.125,0.4,1,0.8361301369863013,0.2673150684931507,9757,10907.0,9.310407168684169,10.144276334570367,0.2736511561518698,36500,25444,35030,9586,1470,13770,1892,25
50,100,3.125,0.4,2,0.8331335616438356,0.2644677661169415,9702,10860.0,9.348049281314168,10.211240966576332,0.2851174345076784,36685,25324,35424,10100,1261,13656,1942,24
50,100,3.125,0.4,3,0.8386986301369863,0.2685703313583498,9791,10914.0,9.311713836477987,10.161358750989931,0.28046159067767845,36456,25440,35356,9916,1100,13748,1866,35
50,100,3.125,0.4,4,0.8406678082191781,0.2683020314296665,9800,10950.0,9.298348177502255,10.143628601317538,0.2793972122480138,36526,25487,35369,9882,1157,13814,1852,21
50,100,3.125,0.4,5,0.8412671232876713,0.2724325223078202,9831,10948.0,9.256131329113924,10.120650572367675,0.2836903547546186,36086,25280,35292,10012,794,13578,1842,29
50,100,3.125,0.4,6,0.8309931506849315,0.26562414416388236,9699,10839.0,9.313019061931504,10.169202005608906,0.28370301124614034,36514,25286,35301,10015,1213,13589,1965,33
50,100,3.125,0.4,7,0.8417808219178082,0.2717310087173101,9819,10954.0,9.263505187422984,10.120443694788301,0.28079704965836644,36135,25157,34979,9822,1156,13462,1847,29
50,100,3.125,0.4,8,0.8426369863013699,0.26941076657817675,9844,10968.0,9.34072524957582,10.185404899094548,0.28066191706167865,36539,25343,35231,9888,1308,13640,1825,34
50,100,3.125,0.4,9,0.8363869863013699,0.2673153350692065,9753,10895.0,9.281164910619156,10.138873191681736,0.28399073236889694,36485,25341,35392,10051,1093,13663,1895,30
50,100,3.125,0.4,10,0.8361301369863013,0.2639722988692312,9758,10879.0,9.342454427339659,10.20329127501623,0.28306094221921135,36966,25399,35427,10028,1539,13699,1910,32
50,100,3.125,0.4,11,0.8333904109589041,0.26857916701213275,9718,10872.0,9.28974461292897,10.131123092807158,0.2812894344384536,36183,25060,34868,9808,1315,13383,1930,29
50,100,3.125,0.4,12,0.844777397260274,0.2724760246524611,9859,10994.0,9.224463910579095,10.088260254596888,0.2863083451202263,36183,25229,35350,10121,833,13554,1800,16
50,100,3.125,0.4,13,0.8421232876712329,0.2654214196896794,9819,10969.0,9.327732405923957,10.171782596451704,0.2793297662630245,36994,25591,35510,9919,1484,13906,1835,31
50,100,3.125,0.4,14,0.8392123287671233,0.26668486420090076,9770,10921.0,9.320658565268522,10.16459811710158,0.27878770744395126,36635,25510,35371,9861,1264,13833,1879,28
50,100,3.125,0.4,15,0.8451198630136987,0.26947962932499864,9829,11011.0,9.277009828875748,10.125516265912305,0.2775954738330976,36474,25537,35350,9813,1124,13855,1814,39
50,100,3.125,0.4,16,0.8398972602739726,0.2665320820602357,9770,10936.0,9.323699194973493,10.167571716941973,0.27600716458647256,36656,25465,35173,9708,1483,13794,1866,35
50,100,3.125,0.4,17,0.8402397260273973,0.26638443377025156,9816,10959.0,9.291417866760332,10.157028731604765,0.2817659425367905,36849,25623,35675,10052,1174,13938,1840,29
50,100,3.125,0.4,18,0.8428938356164384,0.2677875575660136,9827,10973.0,9.279814348646948,10.14225834773004,0.27995695148545696,36697,25424,35309,9885,1388,13738,1832,27
50,100,3.125,0.4,19,0.8381849315068494,0.26543680854542484,9741,10923.0,9.336308587606165,10.177667282284416,0.2773973575792016,36698,25432,35195,9763,1503,13774,1887,30
50,100,3.125,0.4,20,0.8371575342465754,0.26581967883530083,9750,10918.0,9.366355066149094,10.205287047874618,0.27928287989951184,36679,25246,35029,9783,1650,13588,1886,22
50,100,3.125,0.4,21,0.8348458904109589,0.2664474585559666,9724,10892.0,9.313994527501288,10.162179103627091,0.28150554178419807,36495,25217,35097,9880,1398,13554,1918,21
50,100,3.125,0.4,22,0.8462328767123287,0.2702198826561386,9856,11028.0,9.300458266421213,10.153143212810502,0.27768347196288123,36474,25531,35346,9815,1128,13863,1782,30
50,100,3.125,0.4,23,0.8387842465753425,0.2685992464039165,9766,10910.0,9.23320235756385,10.101154851218073,0.2848913990277895,36359,25450,35589,10139,770,13767,1880,37
50,100,3.125,0.4,24,0.8400684931506849,0.26891910451861006,9790,10920.0,9.329801481014652,10.1840412569777,0.28060978719786916,36405,25388,35291,9903,1114,13685,1882,31
50,100,3.125,0.4,25,0.8383561643835616,0.2671924462394935,9791,10902.0,9.265091451448308,10.126883113226143,0.2825725790555571,36644,25478,35513,10035,1131,13788,1873,26
50,100,3.125,0.4,26,0.8414383561643836,0.2693986221282903,9815,10947.0,9.281520882584712,10.134716938277213,0.2794276304582363,36433,25380,35222,9842,1211,13680,1849,36
50,100,3.125,0.4,27,0.834332191780822,0.26702907503500534,9726,10854.0,9.33825095656976,10.184312496438544,0.2777081315174654,36423,25351,35098,9747,1325,13668,1923,34
50,100,3.125,0.4,28,0.842208904109589,0.2707011640094886,9814,10960.0,9.239322967919701,10.098508223172079,0.28086166388314887,36254,25405,35327,9922,927,13717,1842,32
50,100,3.125,0.4,29,0.8371575342465754,0.2681962893841256,9772,10892.0,9.275606972809193,10.124311588031567,0.2785726452052461,36436,25413,35226,9813,1210,13731,1879,31
50,100,3.125,0.4,30,0.8415239726027397,0.2686130188524366,9817,10966.0,9.32138354869209,10.16725362113036,0.2790684464640727,36547,25384,35210,9826,1337,13702,1837,28
50,100,3.125,0.5,1,0.8404965753424658,0.2673493844645386,9816,10913.0,8.373185784209406,9.338707920252752,0.3600882449068526,36716,23495,36716,13221,0,11815,1862,2
50,100,3.125,0.5,2,0.8380993150684931,0.2685083479789104,9778,10914.0,8.423729532535845,9.382222100175747,0.35264718804920914,36416,23574,36416,12842,0,11902,1887,7
50,100,3.125,0.5,3,0.8454623287671232,0.2713783249065729,9876,11005.0,8.355521485456327,9.318586502528028,0.35477577489558143,36392,23481,36392,12911,0,11786,1803,16
50,100,3.125,0.5,4,0.8382705479452055,0.26576392854229547,9774,10907.0,8.392910147139888,9.355004486499714,0.35875683171547434,36777,23583,36777,13194,0,11913,1888,8
50,100,3.125,0.5,5,0.8383561643835616,0.2701078115090854,9796,10912.0,8.25201862690648,9.195136074116967,0.35459232911462213,36267,23407,36267,12860,0,11723,1878,10
50,100,3.125,0.5,6,0.8448630136986301,0.2714093147368711,9866,10981.0,8.379796264855688,9.330142224422987,0.35187477648482846,36351,23560,36351,12791,0,11863,1802,29
50,100,3.125,0.5,7,0.8412671232876713,0.27003106016876943,9824,10957.0,8.408399710354816,9.361644814601028,0.35469063522168165,36381,23477,36381,12904,0,11793,1841,19
50,100,3.125,0.5,8,0.8428938356164384,0.27071975329037945,9832,10972.0,8.32797552357149,9.291067790076546,0.3610330965361529,36318,23206,36318,13112,0,11515,1837,22
50,100,3.125,0.5,9,0.8368150684931507,0.2668195718654434,9772,10893.0,8.276792141254182,9.222012887723897,0.35514962865880295,36624,23617,36624,13007,0,11923,1910,12
50,100,3.125,0.5,10,0.8455479452054795,0.2700657894736842,9852,10996.0,8.310518670426386,9.283991228070175,0.3583881578947368,36480,23406,36480,13074,0,11743,1806,5
50,100,3.125,0.5,11,0.8337328767123288,0.2646754801153365,9730,10858.0,8.518009780990857,9.502148958163321,0.36034492138621405,36762,23515,36762,13247,0,11844,1928,13
50,100,3.125,0.5,12,0.8453767123287671,0.27234336185481645,9867,11016.0,8.35020934803042,9.307673199006349,0.35396080596191004,36230,23406,36230,12824,0,11748,1789,2
50,100,3.125,0.5,13,0.8457191780821918,0.2711519978031031,9874,11000.0,8.27007486631016,9.231607853906358,0.35809419195386516,36415,23375,36415,13040,0,11698,1789,14
50,100,3.125,0.5,14,0.8401541095890411,0.26836413415468857,9802,10930.0,8.336116198832901,9.310965092402464,0.3572347707049966,36525,23477,36525,13048,0,11806,1864,5
50,100,3.125,0.5,15,0.8406678082191781,0.26802349405818876,9811,10924.0,8.35183859146624,9.31217046851523,0.35142740062832944,36605,23741,36605,12864,0,12070,1849,11
50,100,3.125,0.5,16,0.8419520547945205,0.26717204651668297,9833,10970.0,8.426293139819425,9.410634713618085,0.3559939137050321,36804,23702,36804,13102,0,12037,1825,7
50,100,3.125,0.5,17,0.8391267123287671,0.2690923081150897,9792,10941.0,8.182179657103767,9.133391959108522,0.3572508175547556,36389,23389,36389,13000,0,11704,1875,18
50,100,3.125,0.5,18,0.8490582191780822,0.2715704786142353,9924,11031.0,8.186201906707526,9.149002544947049,0.35703144241031115,36543,23496,36543,13047,0,11802,1757,13
50,100,3.125,0.5,19,0.8441780821917808,0.2666251657780063,9851,10996.0,8.455068053089864,9.431320540233306,0.3596773757003275,36947,23658,36947,13289,0,11974,1816,17
50,100,3.125,0.5,20,0.8423801369863013,0.270308853809197,9846,10977.0,8.321171941830624,9.279231297185998,0.3581331503088538,36425,23380,36425,13045,0,11693,1832,9
50,100,3.125,0.5,21,0.8409246575342466,0.27013996032620674,9805,10942.0,8.354588134869825,9.310750495922417,0.3544743222393652,36296,23430,36296,12866,0,11771,1854,0
50,100,3.125,0.5,22,0.8385273972602739,0.2680996714129244,9791,10916.0,8.350851911502925,9.303203723986856,0.3539430449069003,36520,23594,36520,12926,0,11902,1880,21
50,100,3.125,0.5,23,0.8428938356164384,0.2679385354403777,9817,10966.0,8.388963604269984,9.347826086956522,0.3505827124102732,36639,23794,36639,12845,0,12147,1824,6
50,100,3.125,0.5,24,0.8495719178082192,0.27082309246818503,9917,11051.0,8.410423452768729,9.381779452728166,0.35444317002567044,36618,23639,36618,12979,0,11963,1738,21
50,100,3.125,0.5,25,0.8375,0.2661878332789204,9784,10910.0,8.343934189882543,9.311894656654696,0.35839046686255305,36756,23583,36756,13173,0,11887,1900,12
50,100,3.125,0.5,26,0.8436643835616439,0.271804770439818,9857,10996.0,8.263442923542707,9.208382738177306,0.35334344409209983,36265,23451,36265,12814,0,11762,1823,9
50,100,3.125,0.5,27,0.8424657534246576,0.2665706834727806,9813,10955.0,8.479319969550875,9.465554710420514,0.35765511246332715,36812,23646,36812,13166,0,11997,1824,12
50,100,3.125,0.5,28,0.8459760273972603,0.2701528032146079,9883,10988.0,8.317740362186692,9.284777082251319,0.3554656534455895,36583,23579,36583,13004,0,11885,1801,10
50,100,3.125,0.5,29,0.8371575342465754,0.2667942060672315,9762,10892.0,8.330947816826411,9.292402295709211,0.35843126537305275,36590,23475,36590,13115,0,11804,1896,13
50,100,3.125,0.5,30,0.8382705479452055,0.2690944070358664,9791,10922.0,8.420452117430878,9.381998076130273,0.35685035041912877,36385,23401,36385,12984,0,11715,1877,18
50,100,3.125,0.6,1,0.8375856164383562,0.2686464845892289,9797,10910.0,7.548972243744588,8.545875836349676,0.3983492376878359,36468,21941,36468,14527,0,10242,1899,3
50,100,3.125,0.6,2,0.836986301369863,0.2666375378901663,9764,10911.0,7.596450511945393,8.58387722220705,0.3999016903793113,36619,21975,36619,14644,0,10298,1913,0
50,100,3.125,0.6,3,0.8434075342465753,0.2694705753664406,9854,10993.0,7.551136620418493,8.540828046379348,0.39490811638591117,36568,22127,36568,14441,0,10434,1839,0
50,100,3.125,0.6,4,0.8403253424657534,0.271492586855499,9815,10948.0,7.553108396530584,8.52851847753928,0.3908774065058641,36152,22021,36152,14131,0,10339,1867,0
50,100,3.125,0.6,5,0.8384417808219178,0.27106683271066834,9795,10910.0,7.560020159442867,8.541137401411374,0.3959872699598727,36135,21826,36135,14309,0,10144,1887,0
50,100,3.125,0.6,6,0.8433219178082192,0.2700782000274386,9843,10979.0,7.532046895670818,8.529894361366443,0.3985183152695843,36445,21921,36445,14524,0,10251,1827,0
50,100,3.125,0.6,7,0.8378424657534247,0.267268167693398,9805,10908.0,7.554274208310452,8.559123371313307,0.4043504334078395,36686,21852,36686,14834,0,10160,1887,0
50,100,3.125,0.6,8,0.8436643835616439,0.2702110167169087,9860,10980.0,7.58370627454562,8.576377089613592,0.39989038092628115,36490,21898,36490,14592,0,10213,1823,2
50,100,3.125,0.6,9,0.8383561643835616,0.2682893477369069,9810,10911.0,7.554467564259486,8.537782031997812,0.3967181731163681,36565,22059,36565,14506,0,10368,1881,0
50,100,3.125,0.6,10,0.8398116438356165,0.26782641942267255,9807,10920.0,7.526396673295968,8.521642952726875,0.3957997651364121,36617,22124,36617,14493,0,10431,1886,0
50,100,3.125,0.6,11,0.8376712328767123,0.27146461146073025,9792,10929.0,7.584115788027298,8.558038313326495,0.3947215214438191,36071,21833,36071,14238,0,10142,1899,0
50,100,3.125,0.6,12,0.8421232876712329,0.2690761954233535,9842,10949.0,7.554571869608644,8.548240697706209,0.397818301118189,36577,22026,36577,14551,0,10333,1851,0
50,100,3.125,0.6,13,0.8482020547945206,0.2702119523653447,9893,11040.0,7.527804128834079,8.522451655195018,0.39536217633562765,36612,22137,36612,14475,0,10472,1772,0
50,100,3.125,0.6,14,0.8382705479452055,0.2690299532838692,9790,10918.0,7.555751651733188,8.539791151415224,0.39274525968672713,36390,22098,36390,14292,0,10427,1880,1
50,100,3.125,0.6,15,0.841181506849315,0.2681847968545216,9822,10952.0,7.524534456979747,8.519932284840541,0.3973623853211009,36624,22071,36624,14553,0,10401,1848,0
50,100,3.125,0.6,16,0.8396404109589041,0.26814587836174114,9801,10932.0,7.574878348265042,8.560066756039506,0.3984022324970589,36551,21989,36551,14562,0,10304,1884,0
50,100,3.125,0.6,17,0.838013698630137,0.2681963977300765,9783,10900.0,7.527174158572397,8.518025056885161,0.39317926364558486,36477,22135,36477,14342,0,10465,1887,0
50,100,3.125,0.6,18,0.8375,0.26849871098678074,9790,10906.0,7.526709305467976,8.507514672810048,0.39109209588064286,36462,22202,36462,14260,0,10516,1896,0
50,100,3.125,0.6,19,0.8397260273972603,0.2685301679339205,9818,10950.0,7.579699590350478,8.566188939335923,0.39910289371478586,36562,21970,36562,14592,0,10294,1858,0
50,100,3.125,0.6,20,0.8400684931506849,0.26868864147425,9798,10938.0,7.533940774487472,8.529506937969616,0.3980694345417649,36466,21950,36466,14516,0,10286,1866,0
50,100,3.125,0.6,21,0.8388698630136986,0.26870580496628843,9804,10931.0,7.555042758246233,8.544208737597982,0.3942608123663871,36486,22101,36486,14385,0,10417,1880,0
50,100,3.125,0.6,22,0.8456335616438356,0.2675792389798745,9852,11003.0,7.552735781137509,8.547570547814987,0.39639859854966186,36819,22224,36819,14595,0,10550,1822,0
50,100,3.125,0.6,23,0.8396404109589041,0.2702046670712197,9796,10936.0,7.532276330690827,8.509681690296244,0.39110167153969216,36254,22075,36254,14179,0,10407,1872,0
50,100,3.125,0.6,24,0.8403253424657534,0.27147396049178063,9826,10946.0,7.529510502200245,8.50844039231938,0.39099323110926926,36195,22043,36195,14152,0,10357,1860,0
50,100,3.125,0.6,25,0.8404965753424658,0.26925288143017495,9835,10944.0,7.529798025541165,8.52123087031511,0.3954608919429463,36527,22082,36527,14445,0,10374,1873,0
