background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2,cancel_class1_background,cancel_class2_background,target_loss_share,arm,focal_probability,realized_focal_loss_share,average_utilization,booked_slot_utilization,overall_percent_serviced,mean_accepted_booking_delay,mean_offered_booking_delay,class_1_percent_serviced,class_2_percent_serviced,overall_balking_rate,class_1_balking_rate,class_2_balking_rate,class_1_slot_utilization,class_2_slot_utilization,class_1_booked_slot_utilization,class_2_booked_slot_utilization,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,access_advantage_class_1,balking_rate_gap_class_1,delay_advantage_class_1,seed,class_1_arrivals,class_2_arrivals,class_1_offered,class_2_offered,class_1_booked,class_2_booked,class_1_balked,class_2_balked,class_1_canceled,class_2_canceled,class_1_no_show,class_2_no_show,class_1_served,class_2_served,class_1_no_offer_rate,class_2_no_offer_rate,overall_no_offer_rate,class_1_mean_accepted_booking_delay,class_2_mean_accepted_booking_delay,class_1_balk_rate_per_arrival,class_2_balk_rate_per_arrival,class_1_no_show_rate_per_arrival,class_2_no_show_rate_per_arrival,class_1_cancel_rate_per_arrival,class_2_cancel_rate_per_arrival,total_arrivals,total_offered
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04864091559370529,0.5693493150684932,0.7304794520547945,0.720769397017506,0.03295932678821879,0.0322022909012319,0.9513590844062947,0.6209352740786621,0.07542684244650961,0.0,0.10808299783214617,0.22773972602739725,0.3433219178082192,0.23938356164383562,0.4931506849315068,0.030758226037195996,0.032827500774233506,0.33042381032763257,-0.10808299783214617,0.0020692747370375103,2001,1398,3229,1398,3229,1398,2880,0,349,0,0,68,875,1330,2005,0.0,0.0,0.0,0.030758226037195996,0.034027777777777775,0.0,0.10808299783214617,0.04864091559370529,0.2709817280891917,0.0,0.0,4627,4627
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.049237170596393896,0.5772260273972603,0.7313356164383562,0.7323484683901803,0.02435026925778506,0.024983706278514012,0.9507628294036061,0.6327111673521038,0.07212687377797089,0.0,0.10503005378044923,0.23476027397260274,0.3424657534246575,0.24691780821917808,0.48441780821917807,0.02011095700416089,0.027206580196140463,0.31805166205150237,-0.10503005378044923,0.007095623191979573,2002,1442,3161,1442,3161,1442,2829,0,332,0,0,71,829,1371,2000,0.0,0.0,0.0,0.02011095700416089,0.026511134676564158,0.0,0.10503005378044923,0.049237170596393896,0.26225877886744703,0.0,0.0,4603,4603
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04498269896193772,0.5780821917808219,0.7376712328767123,0.7318872017353579,0.01764979098931723,0.016919739696312365,0.9550173010380623,0.6300157977883096,0.06594360086767896,0.0,0.09605055292259083,0.2363013698630137,0.34143835616438356,0.24743150684931506,0.4898972602739726,0.01453287197231834,0.01800947867298578,0.32500150324975263,-0.09605055292259083,0.003476606700667441,2003,1445,3165,1445,3165,1445,2861,0,304,0,0,65,867,1380,1994,0.0,0.0,0.0,0.01453287197231834,0.019224047535826634,0.0,0.09605055292259083,0.04498269896193772,0.2739336492890995,0.0,0.0,4610,4610
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.0463768115942029,0.5753424657534246,0.7416095890410959,0.723047127178825,0.024936504271530824,0.025177533892834086,0.9536231884057971,0.625650443832262,0.0680008607703895,0.0,0.09672482399755127,0.22534246575342465,0.35,0.2363013698630137,0.5053082191780822,0.02681159420289855,0.024487297214569943,0.3279727445735351,-0.09672482399755127,-0.0023242969883286065,2004,1380,3267,1380,3267,1380,2951,0,316,0,0,64,907,1316,2044,0.0,0.0,0.0,0.02681159420289855,0.024059640799728905,0.0,0.09672482399755127,0.0463768115942029,0.27762473217018674,0.0,0.0,4647,4647
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04194260485651214,0.5806506849315068,0.7392123287671233,0.729247311827957,0.01992124160296502,0.02,0.9580573951434879,0.6347614706776056,0.07161290322580645,0.0,0.10118505013673655,0.22294520547945204,0.3577054794520548,0.2327054794520548,0.5065068493150685,0.01839587932303164,0.020662412640534793,0.3232959244658823,-0.10118505013673655,0.0022665333175031534,2005,1359,3291,1359,3291,1359,2958,0,333,0,0,57,869,1302,2089,0.0,0.0,0.0,0.01839587932303164,0.020622041920216362,0.0,0.10118505013673655,0.04194260485651214,0.26405347918565786,0.0,0.0,4650,4650
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.048467569493941556,0.5785958904109589,0.7378424657534246,0.7270578121641952,0.02247451343836886,0.023425746830002148,0.9515324305060584,0.6301538461538462,0.07242639157532775,0.0,0.1036923076923077,0.2285958904109589,0.3506849315068493,0.24023972602739727,0.4988013698630137,0.018531717747683536,0.025538461538461538,0.3213785843522122,-0.1036923076923077,0.007006743790778001,2006,1403,3250,1403,3250,1403,2913,0,337,0,0,68,865,1335,2048,0.0,0.0,0.0,0.018531717747683536,0.02437349811191212,0.0,0.1036923076923077,0.048467569493941556,0.26615384615384613,0.0,0.0,4653,4653
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.03756201275690999,0.586472602739726,0.7351027397260274,0.7397408207343412,0.018867924528301886,0.018574514038876888,0.96243798724309,0.6421248835041938,0.07278617710583153,0.0,0.10469089779434607,0.23253424657534247,0.35393835616438357,0.2416095890410959,0.4934931506849315,0.01842664776754075,0.01863932898415657,0.3203131037388962,-0.10469089779434607,0.00021268121661581832,2007,1411,3219,1411,3219,1411,2882,0,337,0,0,53,815,1358,2067,0.0,0.0,0.0,0.01842664776754075,0.019083969465648856,0.0,0.10469089779434607,0.03756201275690999,0.2531842187014601,0.0,0.0,4630,4630
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04274134119380987,0.5648972602739726,0.7289383561643835,0.718110579016108,0.031947380784590085,0.03156290814105355,0.9572586588061901,0.6178560395427866,0.07335655202437963,0.0,0.10410874266295952,0.22243150684931506,0.3424657534246575,0.23236301369863013,0.4965753424657534,0.03021370670596905,0.0321285140562249,0.33940261926340354,-0.10410874266295952,0.0019148073502558462,2008,1357,3237,1357,3237,1357,2900,0,337,0,0,58,900,1299,2000,0.0,0.0,0.0,0.03021370670596905,0.032758620689655175,0.0,0.10410874266295952,0.04274134119380987,0.27803521779425394,0.0,0.0,4594,4594
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05445881552076242,0.5904109589041096,0.7440068493150684,0.7329931972789115,0.028768699654775604,0.02848639455782313,0.9455411844792376,0.6364760432766615,0.07631802721088435,0.0,0.11097372488408037,0.23784246575342466,0.35256849315068495,0.25154109589041096,0.49246575342465754,0.02450646698434309,0.030293663060278208,0.3090651412025761,-0.11097372488408037,0.005787196075935117,2009,1469,3235,1469,3235,1469,2876,0,359,0,0,80,817,1389,2059,0.0,0.0,0.0,0.02450646698434309,0.030945757997218357,0.0,0.11097372488408037,0.05445881552076242,0.2525502318392581,0.0,0.0,4704,4704
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04542124542124542,0.5825342465753425,0.7465753424657534,0.7376409366869038,0.03279816513761468,0.03469210754553339,0.9545787545787546,0.646442870341854,0.05464006938421509,0.0,0.07761010163227594,0.22311643835616438,0.35941780821917807,0.23373287671232876,0.5128424657534246,0.034432234432234435,0.034801355097012626,0.30813588423690064,-0.07761010163227594,0.0003691206647781914,2010,1365,3247,1365,3247,1365,2995,0,252,0,0,62,896,1303,2099,0.0,0.0,0.0,0.034432234432234435,0.032053422370617694,0.0,0.07761010163227594,0.04542124542124542,0.27594702802587,0.0,0.0,4612,4612
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05555555555555555,0.5924657534246576,0.761986301369863,0.7271963009667928,0.02651685393258427,0.02648171500630517,0.9444444444444444,0.6345923261390888,0.06473308112652375,0.0,0.09232613908872901,0.22996575342465753,0.3625,0.24349315068493152,0.5184931506849315,0.027426160337552744,0.026079136690647483,0.30985211830535564,-0.09232613908872901,-0.0013470236469052613,2011,1422,3336,1422,3336,1422,3028,0,308,0,0,79,911,1343,2117,0.0,0.0,0.0,0.027426160337552744,0.02608982826948481,0.0,0.09232613908872901,0.05555555555555555,0.2730815347721823,0.0,0.0,4758,4758
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05131761442441054,0.5815068493150685,0.752568493150685,0.7204665959703075,0.022292993630573247,0.022057264050901377,0.9486823855755895,0.6199205621753743,0.06765641569459173,0.0,0.09746410021387107,0.23424657534246576,0.34743150684931506,0.24691780821917808,0.5058219178082192,0.019417475728155338,0.02322028719828903,0.3287618234002152,-0.09746410021387107,0.003802811470133692,2012,1442,3273,1442,3273,1442,2954,0,319,0,0,74,925,1368,2029,0.0,0.0,0.0,0.019417475728155338,0.023696682464454975,0.0,0.09746410021387107,0.05131761442441054,0.28261533761075464,0.0,0.0,4715,4715
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04319654427645788,0.5851027397260274,0.7517123287671232,0.7224101479915433,0.0275626423690205,0.02684989429175476,0.9568034557235421,0.6249625860520802,0.07188160676532769,0.0,0.10176593834181383,0.22756849315068492,0.35753424657534244,0.23784246575342466,0.5138698630136986,0.029517638588912886,0.025740796168811732,0.33184086967146187,-0.10176593834181383,-0.0037768424201011543,2013,1389,3341,1389,3341,1389,3001,0,340,0,0,60,913,1329,2088,0.0,0.0,0.0,0.029517638588912886,0.026657780739753417,0.0,0.10176593834181383,0.04319654427645788,0.27327147560610593,0.0,0.0,4730,4730
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04077401520387008,0.589041095890411,0.75,0.7311370882040382,0.03515981735159817,0.03485653560042508,0.95922598479613,0.6298342541436464,0.06907545164718384,0.0,0.09975445058317986,0.23767123287671232,0.35136986301369866,0.24777397260273973,0.5022260273972603,0.04008293020041465,0.032535297728667895,0.3293917306524836,-0.09975445058317986,-0.007547632471746758,2014,1447,3258,1447,3258,1447,2933,0,325,0,0,59,881,1388,2052,0.0,0.0,0.0,0.04008293020041465,0.032730992158199794,0.0,0.09975445058317986,0.04077401520387008,0.2704112952731737,0.0,0.0,4705,4705
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.041116005873715125,0.5813356164383562,0.7388698630136986,0.7331030015115526,0.02294322132097335,0.023537033038220686,0.9588839941262849,0.6390333435301315,0.06823580220254805,0.0,0.09666564698684613,0.22363013698630138,0.3577054794520548,0.23321917808219178,0.5056506849315069,0.024229074889867842,0.023248699908228816,0.31985065059615336,-0.09666564698684613,-0.0009803749816390261,2015,1362,3269,1362,3269,1362,2953,0,316,0,0,56,864,1306,2089,0.0,0.0,0.0,0.024229074889867842,0.022350152387402643,0.0,0.09666564698684613,0.041116005873715125,0.2643010094830223,0.0,0.0,4631,4631
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05263157894736842,0.5794520547945206,0.7419520547945205,0.7247804669094025,0.02861098292570374,0.027843221246519598,0.9473684210526315,0.6288691388292982,0.07174983936603127,0.0,0.1026662580447441,0.22808219178082192,0.35136986301369866,0.24075342465753424,0.5013698630136987,0.032005689900426744,0.026049647563591787,0.31849928222333335,-0.1026662580447441,-0.005956042336834957,2016,1406,3263,1406,3263,1406,2928,0,335,0,0,74,876,1332,2052,0.0,0.0,0.0,0.032005689900426744,0.02698087431693989,0.0,0.1026662580447441,0.05263157894736842,0.2684646031259577,0.0,0.0,4669,4669
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.043785310734463276,0.5780821917808219,0.7426369863013699,0.7247745813653929,0.029513488586580587,0.02898239587805925,0.9562146892655368,0.6236890808143122,0.06891369686560755,0.0,0.09901295496607032,0.23184931506849316,0.3462328767123288,0.24246575342465754,0.5001712328767123,0.02754237288135593,0.02961135101789019,0.3325256084512246,-0.09901295496607032,0.0020689781365342587,2017,1416,3242,1416,3242,1416,2921,0,321,0,0,62,899,1354,2022,0.0,0.0,0.0,0.02754237288135593,0.03046901745977405,0.0,0.09901295496607032,0.043785310734463276,0.2772979642196175,0.0,0.0,4658,4658
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04758364312267658,0.5922945205479452,0.7455479452054794,0.7345508600552134,0.025953146531924667,0.025483117434699512,0.9524163568773234,0.6474435196195006,0.07538755574431939,0.0,0.10552913198573127,0.21934931506849314,0.37294520547945204,0.2303082191780822,0.5152397260273973,0.026765799256505577,0.02497027348394768,0.30497283725782276,-0.10552913198573127,-0.0017955257725578953,2018,1345,3364,1345,3364,1345,3009,0,355,0,0,64,831,1281,2178,0.0,0.0,0.0,0.026765799256505577,0.02558989697573945,0.0,0.10552913198573127,0.04758364312267658,0.24702734839476814,0.0,0.0,4709,4709
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.055236728837876614,0.5873287671232876,0.7503424657534247,0.7270029673590505,0.020994979461433135,0.020771513353115726,0.9447632711621234,0.6356799037304453,0.0712166172106825,0.0,0.10108303249097472,0.22551369863013698,0.3618150684931507,0.2386986301369863,0.5116438356164383,0.015781922525107604,0.02286401925391095,0.3090833674316782,-0.10108303249097472,0.007082096728803347,2019,1394,3324,1394,3324,1394,2988,0,336,0,0,77,875,1317,2113,0.0,0.0,0.0,0.015781922525107604,0.023427041499330656,0.0,0.10108303249097472,0.055236728837876614,0.26323706377858,0.0,0.0,4718,4718
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05738278516445067,0.5861301369863013,0.7553082191780822,0.7244811520542143,0.023356009070294784,0.02435408725116476,0.9426172148355494,0.6298208320680231,0.06607369758576874,0.0,0.09474643182508351,0.23065068493150684,0.35513698630136986,0.2446917808219178,0.510445205479452,0.02099370188943317,0.0258123291831157,0.3127963827675263,-0.09474643182508351,0.004818627293682532,2020,1429,3293,1429,3293,1429,2981,0,312,0,0,82,907,1347,2074,0.0,0.0,0.0,0.02099370188943317,0.024488426702448843,0.0,0.09474643182508351,0.05738278516445067,0.2754327361068934,0.0,0.0,4722,4722
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.042263610315186245,0.5873287671232876,0.7443493150684931,0.7372152986678127,0.0374885004599816,0.03695745595186936,0.9577363896848138,0.6427255985267035,0.06574989256553503,0.0,0.09392265193370165,0.22893835616438357,0.35856164383561645,0.23904109589041095,0.5054794520547945,0.03151862464183381,0.039287906691221605,0.31501079115811026,-0.09392265193370165,0.007769282049387795,2021,1396,3258,1396,3258,1396,2952,0,306,0,0,59,858,1337,2094,0.0,0.0,0.0,0.03151862464183381,0.04031165311653116,0.0,0.09392265193370165,0.042263610315186245,0.26335174953959484,0.0,0.0,4654,4654
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.03854239663629993,0.5775684931506849,0.7381849315068493,0.7310359774599047,0.025516121549524474,0.026874729085392284,0.9614576033637001,0.6278631942265454,0.06566970091027308,0.0,0.09507373705679323,0.23493150684931507,0.34263698630136985,0.24434931506849314,0.49383561643835616,0.03153468815697267,0.024788202070913083,0.33359440913715477,-0.09507373705679323,-0.006746486086059586,2022,1427,3187,1427,3187,1427,2884,0,303,0,0,55,883,1372,2001,0.0,0.0,0.0,0.03153468815697267,0.022538141470180306,0.0,0.09507373705679323,0.03854239663629993,0.2770630687166614,0.0,0.0,4614,4614
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05134099616858238,0.5666095890410959,0.7251712328767124,0.7345172031076581,0.02219598583234947,0.02197558268590455,0.9486590038314177,0.6471875,0.05993340732519423,0.0,0.084375,0.21198630136986302,0.35462328767123286,0.22345890410958905,0.5017123287671232,0.024521072796934867,0.0209375,0.30147150383141763,-0.084375,-0.0035835727969348655,2023,1305,3200,1305,3200,1305,2930,0,270,0,0,67,859,1238,2071,0.0,0.0,0.0,0.024521072796934867,0.021160409556313993,0.0,0.084375,0.05134099616858238,0.2684375,0.0,0.0,4505,4505
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04686373467916366,0.5837328767123288,0.7498287671232877,0.7260915867944622,0.030828956382735785,0.030244941427050052,0.9531362653208363,0.630894800483676,0.06730564430244941,0.0,0.09552599758162031,0.22636986301369863,0.35736301369863016,0.2375,0.5123287671232877,0.02883922134102379,0.03083434099153567,0.3222414648371603,-0.09552599758162031,0.0019951196505118805,2024,1387,3308,1387,3308,1387,2992,0,316,0,0,65,905,1322,2087,0.0,0.0,0.0,0.02883922134102379,0.031751336898395724,0.0,0.09552599758162031,0.04686373467916366,0.27357920193470375,0.0,0.0,4695,4695
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04288631722260041,0.5910958904109589,0.7618150684931507,0.7215719063545151,0.024724657226342997,0.025292642140468228,0.9571136827773996,0.6171945701357466,0.07002508361204013,0.0,0.10105580693815988,0.24075342465753424,0.35034246575342465,0.25154109589041096,0.5102739726027398,0.0224642614023145,0.02654600301659125,0.339919112641653,-0.10105580693815988,0.004081741614276751,2025,1469,3315,1469,3315,1469,2980,0,335,0,0,63,934,1406,2046,0.0,0.0,0.0,0.0224642614023145,0.025838926174496644,0.0,0.10105580693815988,0.04288631722260041,0.2817496229260935,0.0,0.0,4784,4784
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.046413502109704644,0.5982876712328767,0.7592465753424658,0.7397840355706119,0.04916553901668922,0.047850942197755666,0.9535864978902954,0.647682520448349,0.06118992165996189,0.0,0.08754922750681611,0.2321917808219178,0.3660958904109589,0.24349315068493152,0.5157534246575343,0.0450070323488045,0.04907603756437443,0.3059039774419464,-0.08754922750681611,0.0040690052155699305,2026,1422,3301,1422,3301,1422,3012,0,289,0,0,66,874,1356,2138,0.0,0.0,0.0,0.0450070323488045,0.05112881806108898,0.0,0.08754922750681611,0.046413502109704644,0.2647682520448349,0.0,0.0,4723,4723
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.0423905489923558,0.5861301369863013,0.748972602739726,0.7258064516129032,0.031578947368421054,0.031409168081494056,0.9576094510076442,0.6238924534066606,0.07258064516129033,0.0,0.10449129239230064,0.23595890410958903,0.34965753424657536,0.2464041095890411,0.5018835616438356,0.03683113273106324,0.029025358997861288,0.3337169976009836,-0.10449129239230064,-0.0078057737332019525,2027,1439,3273,1439,3273,1439,2931,0,342,0,0,61,889,1378,2042,0.0,0.0,0.0,0.03683113273106324,0.029000341180484477,0.0,0.10449129239230064,0.0423905489923558,0.2716162542010388,0.0,0.0,4712,4712
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04183813443072702,0.5815068493150685,0.7452054794520548,0.7281096125026761,0.021559633027522937,0.02119460500963391,0.958161865569273,0.6237161531279178,0.06658103189895097,0.0,0.0967942732648615,0.23921232876712328,0.34315068493150686,0.24965753424657533,0.4969178082191781,0.019890260631001373,0.02178649237472767,0.3344457124413551,-0.0967942732648615,0.0018962317437262975,2028,1458,3213,1458,3213,1458,2902,0,311,0,0,61,898,1397,2004,0.0,0.0,0.0,0.019890260631001373,0.022398345968297727,0.0,0.0967942732648615,0.04183813443072702,0.27948957360722065,0.0,0.0,4671,4671
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05003679175864607,0.5657534246575342,0.7328767123287672,0.717575494242885,0.02431042543244507,0.02411470779926135,0.9499632082413539,0.6202219482120839,0.07060612643927873,0.0,0.1001849568434032,0.22106164383561644,0.3445205479452055,0.2327054794520548,0.49982876712328766,0.019867549668874173,0.025893958076448828,0.32974126002927007,-0.1001849568434032,0.006026408407574655,2029,1359,3244,1359,3244,1359,2919,0,325,0,0,68,907,1291,2012,0.0,0.0,0.0,0.019867549668874173,0.026378896882494004,0.0,0.1001849568434032,0.05003679175864607,0.27959309494451295,0.0,0.0,4603,4603
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04515659140568099,0.5871575342465754,0.7527397260273972,0.7254072350327904,0.03207461328480437,0.031732599957689865,0.954843408594319,0.631484794275492,0.07002327057330231,0.0,0.0986881335718545,0.224486301369863,0.3626712328767123,0.2351027397260274,0.5176369863013699,0.03277494537509104,0.03130590339892665,0.32335861431882706,-0.0986881335718545,-0.0014690419761643897,2030,1373,3354,1373,3354,1373,3023,0,331,0,0,62,905,1311,2118,0.0,0.0,0.0,0.03277494537509104,0.03175653324512074,0.0,0.0986881335718545,0.04515659140568099,0.26982707215265356,0.0,0.0,4727,4727
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05241379310344828,0.5964041095890411,0.7566780821917808,0.732311568339282,0.03141242937853107,0.03002309468822171,0.9475862068965517,0.6380923634168427,0.07096367835397858,0.0,0.1020223362511319,0.23527397260273972,0.36198630136986304,0.2482876712328767,0.509417808219178,0.038620689655172416,0.026260187141563536,0.309493843479709,-0.1020223362511319,-0.01236050251360888,2031,1450,3313,1450,3313,1450,2975,0,338,0,0,76,861,1374,2114,0.0,0.0,0.0,0.038620689655172416,0.027899159663865546,0.0,0.1020223362511319,0.05241379310344828,0.25988530033202534,0.0,0.0,4763,4763
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05703703703703704,0.549486301369863,0.7131849315068494,0.7172845020098259,0.021108179419525065,0.020991514068780706,0.942962962962963,0.6198849104859335,0.0690040196516302,0.0,0.09878516624040921,0.21797945205479452,0.33202054794520547,0.23116438356164384,0.4827054794520548,0.02148148148148148,0.02078005115089514,0.3230780524770295,-0.09878516624040921,-0.000701430330586339,2032,1350,3128,1350,3128,1350,2819,0,309,0,0,77,880,1273,1939,0.0,0.0,0.0,0.02148148148148148,0.02092940759134445,0.0,0.09878516624040921,0.05703703703703704,0.2813299232736573,0.0,0.0,4478,4478
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.03625815808556925,0.5794520547945206,0.7407534246575342,0.7266480566888555,0.02912621359223301,0.028988619282800086,0.9637418419144308,0.6269066503965833,0.0710757998711617,0.0,0.10097620500305064,0.22756849315068492,0.3518835616438356,0.23613013698630136,0.5046232876712329,0.023930384336475707,0.03111653447223917,0.33683519151784747,-0.10097620500305064,0.007186150135763462,2033,1379,3278,1379,3278,1379,2947,0,331,0,0,50,892,1329,2055,0.0,0.0,0.0,0.023930384336475707,0.03155751611808619,0.0,0.10097620500305064,0.03625815808556925,0.27211714460036607,0.0,0.0,4657,4657
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.04716981132075472,0.5811643835616438,0.739554794520548,0.7278576024018872,0.023385042833989348,0.023161055114733004,0.9528301886792453,0.6334855403348554,0.07377224962470512,0.0,0.10471841704718417,0.22482876712328767,0.35633561643835615,0.23595890410958903,0.5035958904109589,0.023947750362844702,0.0228310502283105,0.3193446483443899,-0.10471841704718417,-0.0011167001345342015,2034,1378,3285,1378,3285,1378,2941,0,344,0,0,65,860,1313,2081,0.0,0.0,0.0,0.023947750362844702,0.023121387283236993,0.0,0.10471841704718417,0.04716981132075472,0.2617960426179604,0.0,0.0,4663,4663
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.042212518195050945,0.5666095890410959,0.7253424657534246,0.7269332161687171,0.021010387157695938,0.020210896309314587,0.9577874818049491,0.6271239773442416,0.06942003514938488,0.0,0.09943360604153556,0.22534246575342465,0.3412671232876712,0.23527397260273972,0.49006849315068496,0.024745269286754003,0.01825047199496539,0.33066350446070747,-0.09943360604153556,-0.006494797291788614,2035,1374,3178,1374,3178,1374,2862,0,316,0,0,58,869,1316,1993,0.0,0.0,0.0,0.024745269286754003,0.019217330538085255,0.0,0.09943360604153556,0.042212518195050945,0.2734424166142228,0.0,0.0,4552,4552
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.03722627737226277,0.5797945205479452,0.7363013698630136,0.737851383743735,0.03209302325581395,0.031815210285465245,0.9627737226277372,0.6421248835041938,0.06297668337328394,0.0,0.08977943460702081,0.22585616438356165,0.35393835616438357,0.2345890410958904,0.5017123287671232,0.030656934306569343,0.03230817023920472,0.32064883912354336,-0.08977943460702081,0.0016512359326353795,2036,1370,3219,1370,3219,1370,2930,0,289,0,0,51,863,1319,2067,0.0,0.0,0.0,0.030656934306569343,0.032764505119453925,0.0,0.08977943460702081,0.03722627737226277,0.26809568188878535,0.0,0.0,4589,4589
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05230557467309016,0.5946917808219178,0.7698630136986301,0.7226611226611227,0.03266666666666666,0.03284823284823285,0.9476944253269098,0.6252606493893357,0.06444906444906445,0.0,0.09234435507893952,0.23578767123287672,0.35941780821917807,0.2488013698630137,0.5217465753424657,0.03234686854783207,0.03306523681858802,0.32243377593757416,-0.09234435507893952,0.0007183682707559494,2037,1453,3357,1453,3357,1453,3047,0,310,0,0,76,948,1377,2099,0.0,0.0,0.0,0.03234686854783207,0.032819166393173616,0.0,0.09234435507893952,0.05230557467309016,0.28239499553172476,0.0,0.0,4810,4810
H2B0191,S159,sobol_symmetric,0.8,0.3,16,28,28,0.1,0.1,0.05,noshow,0.0471629769599443,0.05472636815920398,0.5910958904109589,0.7570205479452055,0.7296554639611076,0.029857498303551232,0.028112449799196786,0.945273631840796,0.6383874849578821,0.06552525893045867,0.0,0.09326113116726835,0.22773972602739725,0.36335616438356166,0.24092465753424658,0.5160958904109589,0.029850746268656716,0.027376654632972324,0.30688614688291393,-0.09326113116726835,-0.0024740916356843917,2038,1407,3324,1407,3324,1407,3014,0,310,0,0,77,892,1330,2122,0.0,0.0,0.0,0.029850746268656716,0.029860650298606503,0.0,0.09326113116726835,0.05472636815920398,0.2683513838748496,0.0,0.0,4731,4731
