h1,h2,tau1,tau2,balk_high,arrival_rate,class_id,mean,std,n,se,ci95
2,4,9,5,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,9,5,0.5,25,2,0.0,0.0,30,0.0,0.0
2,4,9,5,0.5,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,9,5,0.5,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,9,5,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,9,5,0.7,25,2,0.0,0.0,30,0.0,0.0
2,4,9,5,0.7,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,9,5,0.7,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,9,9,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,9,9,0.3,25,2,0.0,0.0,30,0.0,0.0
2,4,9,9,0.3,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,9,9,0.3,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,9,9,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,9,9,0.5,25,2,0.0,0.0,30,0.0,0.0
2,4,9,9,0.5,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,9,9,0.5,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,9,9,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,9,9,0.7,25,2,0.0,0.0,30,0.0,0.0
2,4,9,9,0.7,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,9,9,0.7,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,12,12,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,12,12,0.3,25,2,0.0,0.0,30,0.0,0.0
2,4,12,12,0.3,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,12,12,0.3,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,12,12,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,12,12,0.5,25,2,0.0,0.0,30,0.0,0.0
2,4,12,12,0.5,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,12,12,0.5,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,4,12,12,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,4,12,12,0.7,25,2,0.0,0.0,30,0.0,0.0
2,4,12,12,0.7,50,1,0.968348703746346,0.0013283660689768783,30,0.00024252535353436658,0.00047534969292735847
2,4,12,12,0.7,50,2,0.2629323808992202,0.006411122594650477,30,0.0011705054880070385,0.0022941907564937953
2,5,5,9,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,5,9,0.3,25,2,0.0,0.0,30,0.0,0.0
2,5,5,9,0.3,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,5,9,0.3,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,5,9,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,5,9,0.5,25,2,0.0,0.0,30,0.0,0.0
2,5,5,9,0.5,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,5,9,0.5,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,5,9,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,5,9,0.7,25,2,0.0,0.0,30,0.0,0.0
2,5,5,9,0.7,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,5,9,0.7,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,5,12,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,5,12,0.3,25,2,0.0,0.0,30,0.0,0.0
2,5,5,12,0.3,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,5,12,0.3,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,5,12,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,5,12,0.5,25,2,0.0,0.0,30,0.0,0.0
2,5,5,12,0.5,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,5,12,0.5,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,5,12,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,5,12,0.7,25,2,0.0,0.0,30,0.0,0.0
2,5,5,12,0.7,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,5,12,0.7,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,9,5,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,9,5,0.3,25,2,0.0,0.0,30,0.0,0.0
2,5,9,5,0.3,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,9,5,0.3,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,9,5,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,9,5,0.5,25,2,0.0,0.0,30,0.0,0.0
2,5,9,5,0.5,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,9,5,0.5,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,9,5,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,9,5,0.7,25,2,0.0,0.0,30,0.0,0.0
2,5,9,5,0.7,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,9,5,0.7,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,9,9,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,9,9,0.3,25,2,0.0,0.0,30,0.0,0.0
2,5,9,9,0.3,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,9,9,0.3,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,9,9,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,9,9,0.5,25,2,0.0,0.0,30,0.0,0.0
2,5,9,9,0.5,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,9,9,0.5,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,9,9,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,9,9,0.7,25,2,0.0,0.0,30,0.0,0.0
2,5,9,9,0.7,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,9,9,0.7,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,12,12,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,12,12,0.3,25,2,0.0,0.0,30,0.0,0.0
2,5,12,12,0.3,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,12,12,0.3,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,12,12,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,12,12,0.5,25,2,0.0,0.0,30,0.0,0.0
2,5,12,12,0.5,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,12,12,0.5,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,5,12,12,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,5,12,12,0.7,25,2,0.0,0.0,30,0.0,0.0
2,5,12,12,0.7,50,1,0.9681858031696354,0.0012335971703244396,30,0.0002252229990204127,0.00044143707808000886
2,5,12,12,0.7,50,2,0.19981517208983837,0.0068821566814594465,30,0.0012565041529067449,0.00246274813969722
2,6,5,9,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,6,5,9,0.3,25,2,0.0,0.0,30,0.0,0.0
2,6,5,9,0.3,50,1,0.9683107572122593,0.0011087966961573954,30,0.00020243765405753572,0.00039677780195277
2,6,5,9,0.3,50,2,0.13698205506776018,0.006814954984646936,30,0.0012442348578244665,0.002438700321335954
2,6,5,9,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,6,5,9,0.5,25,2,0.0,0.0,30,0.0,0.0
2,6,5,9,0.5,50,1,0.9683107572122593,0.0011087966961573954,30,0.00020243765405753572,0.00039677780195277
2,6,5,9,0.5,50,2,0.13698205506776018,0.006814954984646936,30,0.0012442348578244665,0.002438700321335954
2,6,5,9,0.7,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,6,5,9,0.7,25,2,0.0,0.0,30,0.0,0.0
2,6,5,9,0.7,50,1,0.9683107572122593,0.0011087966961573954,30,0.00020243765405753572,0.00039677780195277
2,6,5,9,0.7,50,2,0.13698205506776018,0.006814954984646936,30,0.0012442348578244665,0.002438700321335954
2,6,5,12,0.3,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,6,5,12,0.3,25,2,0.0,0.0,30,0.0,0.0
2,6,5,12,0.3,50,1,0.9683107572122593,0.0011087966961573954,30,0.00020243765405753572,0.00039677780195277
2,6,5,12,0.3,50,2,0.13698205506776018,0.006814954984646936,30,0.0012442348578244665,0.002438700321335954
2,6,5,12,0.5,25,1,0.6561058315735362,0.010230556834960828,30,0.0018678355847822341,0.0036609577461731786
2,6,5,12,0.5,25,2,0.0,0.0,30,0.0,0.0
2,6,5,12,0.5,50,1,0.9683107572122593,0.0011087966961573954,30,0.00020243765405753572,0.00039677780195277
