seed,step_index,gap_index,within_step,post_gap,served_base,served_step_up,served_gap_up,delta_step,delta_gap,abs_delta_step,abs_delta_gap,effect_difference,gap_effect_larger
6,1,3,0.1,0.3,0.20517278852423387,0.2147249368617547,0.2026458208057727,0.009552148337520827,-0.0025269677184611705,0.009552148337520827,0.0025269677184611705,-0.007025180619059657,False
6,1,4,0.1,0.4,0.2026458208057727,0.2063196006363487,0.1951059287239284,0.003673779830575985,-0.007539892081844302,0.003673779830575985,0.007539892081844302,0.0038661122512683166,True
6,2,0,0.2,0.0,0.23677292145908643,0.24561879442244045,0.23084988962472405,0.008845872963354012,-0.00592303183436238,0.008845872963354012,0.00592303183436238,-0.0029228411289916323,False
6,2,1,0.2,0.1,0.23084988962472405,0.24416865200288104,0.22120497779726989,0.01331876237815699,-0.009644911827454167,0.01331876237815699,0.009644911827454167,-0.003673850550702823,False
6,2,2,0.2,0.2,0.22120497779726989,0.23542970036219954,0.2147249368617547,0.014224722564929654,-0.0064800409355151856,0.014224722564929654,0.0064800409355151856,-0.007744681629414468,False
6,2,3,0.2,0.3,0.2147249368617547,0.23099655229026433,0.2063196006363487,0.016271615428509634,-0.008405336225406013,0.016271615428509634,0.008405336225406013,-0.007866279203103621,False
6,2,4,0.2,0.4,0.2063196006363487,0.2239250275633958,0.2056710360335655,0.017605426927047113,-0.0006485646027831748,0.017605426927047113,0.0006485646027831748,-0.016956862324263938,False
6,3,0,0.3,0.0,0.24561879442244045,0.25739482909728306,0.24416865200288104,0.011776034674842617,-0.0014501424195594026,0.011776034674842617,0.0014501424195594026,-0.010325892255283214,False
6,3,1,0.3,0.1,0.24416865200288104,0.2493539341287733,0.23542970036219954,0.005185282125892254,-0.008738951640681503,0.005185282125892254,0.008738951640681503,0.0035536695147892483,True
6,3,2,0.3,0.2,0.23542970036219954,0.24732073803999557,0.23099655229026433,0.011891037677796035,-0.004433148071935206,0.011891037677796035,0.004433148071935206,-0.007457889605860829,False
6,3,3,0.3,0.3,0.23099655229026433,0.2404944539484576,0.2239250275633958,0.009497901658193253,-0.007071524726868533,0.009497901658193253,0.007071524726868533,-0.0024263769313247197,False
6,3,4,0.3,0.4,0.2239250275633958,0.23737679643191453,0.2148172288305904,0.013451768868518732,-0.0091077987328054,0.013451768868518732,0.0091077987328054,-0.004343970135713332,False
6,4,0,0.4,0.0,0.25739482909728306,0.27314586416707776,0.2493539341287733,0.015751035069794694,-0.008040894968509765,0.015751035069794694,0.008040894968509765,-0.007710140101284929,False
6,4,1,0.4,0.1,0.2493539341287733,0.2587832993216039,0.24732073803999557,0.00942936519283058,-0.0020331960887777223,0.00942936519283058,0.0020331960887777223,-0.007396169104052858,False
6,4,2,0.4,0.2,0.24732073803999557,0.2541558513282156,0.2404944539484576,0.006835113288220035,-0.006826284091537987,0.006835113288220035,0.006826284091537987,-8.829196682047513e-06,False
