class_1_step,class_2_step,average_utilization,overall_percent_serviced,mean_accepted_booking_delay,mean_offered_booking_delay,class_1_percent_serviced,class_2_percent_serviced,overall_balking_rate,class_1_balking_rate,class_2_balking_rate,class_1_slot_utilization,class_2_slot_utilization,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,access_advantage_class_1,balking_rate_gap_class_1,delay_advantage_class_1
0.5,0.5,0.8385273972602739,0.2681413986167527,8.239743040685225,9.203727083104623,0.26882850976703004,0.2674652872311462,0.3591502909210671,0.3592496264733551,0.3590525456030493,0.41592465753424657,0.42054794520547945,9.191909689557855,9.215355295398856,0.0013632225358838346,0.00019708087030584354,0.023445605841001083
0.55,0.5,0.8430650684931507,0.27063551041752676,8.065326195760978,9.011587262268462,0.2659732540861813,0.2753000770840216,0.3675997027495665,0.38754058664905616,0.34764893734170244,0.41378424657534246,0.4280821917808219,8.998073853943096,9.025107367030063,-0.009326822997840323,0.03989164930735373,0.027033513086967886
0.6000000000000001,0.5,0.8387842465753425,0.26736974399606567,7.819924056287693,8.780689052211688,0.2555041831792162,0.27906472088102857,0.3884046883964919,0.4265191545574637,0.35083817067216405,0.39743150684931505,0.4404109589041096,8.787153236459709,8.774317799598546,-0.02356053770181238,0.07568098388529965,-0.012835436861163174
0.65,0.5,0.8455479452054795,0.27124138120484576,7.634854771784233,8.604126033568662,0.256182869732856,0.2862231477422183,0.3909293190121693,0.4423023960341504,0.3398180622533976,0.39820205479452053,0.44717465753424657,8.610134949049849,8.598147742218325,-0.03004027800936232,0.10248433378075278,-0.011987206831523878
0.7000000000000001,0.5,0.8444349315068493,0.26968320840400506,7.554936341805989,8.547710236909777,0.24891262456642624,0.2901962916644011,0.3962083492914592,0.4678191928646149,0.3254852917187755,0.3870719178082192,0.45693493150684933,8.566261080218025,8.529389375237889,-0.04128366709797485,0.14233390114583938,-0.036871704980136144
0.75,0.5,0.8452054794520548,0.27128947078886567,7.458386104577529,8.460501705358125,0.24718236296662818,0.2954257720041834,0.3919022994828914,0.4698444114574743,0.3138658006275114,0.38493150684931504,0.45950342465753424,8.460992907801419,8.460009908075081,-0.048243409037555224,0.1559786108299629,-0.0009829997263377521
0.8,0.5,0.8355308219178083,0.26761142481223615,7.464159596422839,8.487336220601941,0.24351704013654132,0.2915006277635242,0.40230798750068525,0.49479711501403956,0.31060647415251924,0.37868150684931506,0.4571917808219178,8.470406871111601,8.504121404006769,-0.047983587626982876,0.18419064086152032,0.03371453289516779
0.8500000000000001,0.5,0.8413527397260274,0.27039819477696136,7.403881615342062,8.451250722364401,0.24542834977280284,0.29503088613130707,0.403065576928369,0.5109719605452732,0.2966161919860056,0.37919520547945207,0.46207191780821916,8.434001994901918,8.468266550046465,-0.04960253635850423,0.21435576855926758,0.034264555144547515
0.9,0.5,0.8402397260273973,0.26801286243732286,7.3491677747718835,8.424651188140396,0.23498223558349277,0.300853214499212,0.40568454327447134,0.5213992894233397,0.2906363784576925,0.3680650684931507,0.473972602739726,8.42208253621208,8.427205043204173,-0.06587097891571922,0.23076291096564716,0.0051225069920928235
0.9500000000000001,0.5,0.8399828767123287,0.26934176171499247,7.305717727736076,8.401868902020063,0.23559482135911541,0.3023711115945182,0.4068434794558197,0.5320331166305495,0.2843158581683707,0.363013698630137,0.476027397260274,8.416291604156248,8.387752882314553,-0.06677629023540277,0.24771725846217885,-0.028538721841695036
1.0,0.5,0.8386986301369863,0.2682170116962276,7.286877996555416,8.399703475921147,0.23077768014059755,0.3056440101021192,0.41016418648069847,0.546572934973638,0.2738003733391896,0.35976027397260274,0.47662671232876713,8.40927065026362,8.390139453167892,-0.07486632996152168,0.2727725616344484,-0.01913119709572797
