hypothesis,background_id,selected_for_stage2,selection_reason,stage1_classification,stage2_classification,final_classification,stage_used,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2
H5,H5B0322,False,,inactive,,inactive,1,X067,asymmetric_stress,3.1,0.9,16,21,21
H5,H5B0323,False,,inactive,,inactive,1,X068,asymmetric_stress,2.0,0.9,64,28,21
H5,H5B0324,False,,inactive,,inactive,1,X069,asymmetric_stress,0.8,0.9,16,7,7
H5,H5B0325,True,stage1_reversed,reversed,,reversed,1,X070,asymmetric_stress,4.0,0.3,16,14,14
H5,H5B0326,False,,inactive,,inactive,1,X071,asymmetric_stress,1.25,0.3,16,21,21
H5,H5B0327,False,,inactive,,inactive,1,X072,asymmetric_stress,4.0,0.1,32,28,28
H5,H5B0328,False,,inconclusive,,inconclusive,1,X073,asymmetric_stress,4.0,0.7,32,28,7
H5,H5B0329,False,,inactive,,inactive,1,X074,asymmetric_stress,2.0,0.7,32,14,28
H5,H5B0330,False,,inconclusive,,inconclusive,1,X075,asymmetric_stress,3.1,0.7,64,14,14
H5,H5B0331,False,,inactive,,inactive,1,X076,asymmetric_stress,0.8,0.9,16,7,14
H5,H5B0332,False,,inconclusive,,inconclusive,1,X077,asymmetric_stress,4.0,0.5,16,7,7
H5,H5B0333,False,,inactive,,inactive,1,X078,asymmetric_stress,0.8,0.1,16,14,14
H5,H5B0334,False,,inconclusive,,inconclusive,1,X079,asymmetric_stress,3.1,0.5,64,28,7
H5,H5B0335,True,stage1_reversed,reversed,,reversed,1,X080,asymmetric_stress,2.0,0.5,32,14,28
H5,H5B0336,False,,inactive,,inactive,1,X081,asymmetric_stress,1.25,0.9,16,21,21
H5,H5B0337,False,,inactive,,inactive,1,X082,asymmetric_stress,4.0,0.3,32,28,21
H5,H5B0338,False,,inactive,,inactive,1,X083,asymmetric_stress,0.8,0.5,32,7,7
H5,H5B0339,False,,inactive,,inactive,1,X084,asymmetric_stress,2.0,0.7,16,28,28
H5,H5B0340,False,,supported,,supported,1,X085,asymmetric_stress,2.0,0.3,16,14,21
H5,H5B0341,False,,inactive,,inactive,1,X086,asymmetric_stress,1.25,0.5,64,7,7
H5,H5B0342,False,,inactive,,inactive,1,X087,asymmetric_stress,1.25,0.9,16,28,28
H5,H5B0343,True,stage1_reversed,reversed,,reversed,1,X088,asymmetric_stress,4.0,0.7,32,21,14
H5,H5B0344,False,,supported,,supported,1,X089,asymmetric_stress,4.0,0.3,64,28,28
H5,H5B0345,False,,inactive,,inactive,1,X090,asymmetric_stress,1.25,0.9,32,14,14
H5,H5B0346,False,,inactive,,inactive,1,X091,asymmetric_stress,2.0,0.3,64,14,14
H5,H5B0347,False,,inactive,,inactive,1,X092,asymmetric_stress,1.25,0.5,32,14,28
H5,H5B0348,False,,inactive,,inactive,1,X093,asymmetric_stress,1.25,0.9,16,14,14
H5,H5B0349,False,,inactive,,inactive,1,X094,asymmetric_stress,0.8,0.9,16,7,7
H5,H5B0350,False,,inactive,,inactive,1,X095,asymmetric_stress,2.0,0.7,32,14,14
H5,H5B0351,False,,inactive,,inactive,1,X096,asymmetric_stress,3.1,0.3,16,28,21
H5,H5B0352,False,,inconclusive,,inconclusive,1,X097,asymmetric_stress,3.1,0.5,16,21,21
H5,H5B0353,False,,inactive,,inactive,1,X098,asymmetric_stress,0.8,0.5,16,28,14
H5,H5B0354,False,,supported,,supported,1,X099,asymmetric_stress,2.0,0.5,32,14,14
H5,H5B0355,False,,supported,,supported,1,X100,asymmetric_stress,3.1,0.5,32,21,21
H5,H5B0356,False,,supported,,supported,1,X102,asymmetric_stress,4.0,0.3,32,28,14
H5,H5B0357,True,stage1_reversed,reversed,,reversed,1,X103,asymmetric_stress,3.1,0.7,64,14,14
H5,H5B0358,False,,inactive,,inactive,1,X104,asymmetric_stress,3.1,0.5,32,28,21
H5,H5B0359,False,,inconclusive,,inconclusive,1,X105,asymmetric_stress,4.0,0.1,16,14,21
H5,H5B0360,False,,inactive,,inactive,1,X106,asymmetric_stress,0.8,0.5,64,14,28
H5,H5B0361,False,,inactive,,inactive,1,X107,asymmetric_stress,2.0,0.3,64,14,14
H5,H5B0362,False,,inactive,,inactive,1,X108,asymmetric_stress,0.8,0.5,32,28,7
H5,H5B0363,False,,inconclusive,,inconclusive,1,X109,asymmetric_stress,4.0,0.7,32,21,21
H5,H5B0364,False,,inactive,,inactive,1,X110,asymmetric_stress,2.0,0.1,16,21,21
H5,H5B0365,False,,inconclusive,,inconclusive,1,X111,asymmetric_stress,4.0,0.5,32,14,14
H5,H5B0366,False,,inactive,,inactive,1,X112,asymmetric_stress,0.8,0.7,16,28,14
H5,H5B0367,False,,inactive,,inactive,1,X113,asymmetric_stress,2.0,0.7,16,21,21
H5,H5B0368,False,,inactive,,inactive,1,X114,asymmetric_stress,0.8,0.1,64,21,21
H5,H5B0369,False,,inactive,,inactive,1,X115,asymmetric_stress,2.0,0.9,32,14,7
H5,H5B0370,False,,inactive,,inactive,1,X116,asymmetric_stress,2.0,0.3,16,28,28
H5,H5B0371,False,,inconclusive,,inconclusive,1,X118,asymmetric_stress,4.0,0.5,16,14,14
H5,H5B0372,False,,inconclusive,,inconclusive,1,X119,asymmetric_stress,4.0,0.7,32,7,7
H5,H5B0373,False,,inconclusive,,inconclusive,1,X120,asymmetric_stress,3.1,0.5,32,14,21
H5,H5B0374,False,,inactive,,inactive,1,X121,asymmetric_stress,0.8,0.3,32,28,14
H5,H5B0375,False,,supported,,supported,1,X122,asymmetric_stress,2.0,0.7,64,28,28
H5,H5B0376,False,,inconclusive,,inconclusive,1,X123,asymmetric_stress,3.1,0.3,32,14,14
H5,H5B0377,False,,inconclusive,,inconclusive,1,X124,asymmetric_stress,3.1,0.9,64,14,28
H5,H5B0378,False,,inactive,,inactive,1,X125,asymmetric_stress,1.25,0.7,16,14,28
H5,H5B0379,False,,inactive,,inactive,1,X126,asymmetric_stress,3.1,0.1,16,28,28
H5,H5B0380,False,,inactive,,inactive,1,X127,asymmetric_stress,0.8,0.1,32,28,28
H5,H5B0381,False,,inactive,,inactive,1,X128,asymmetric_stress,0.8,0.7,32,28,21
H6,H6B0001,False,,supported,,supported,1,A001,anchor,0.8,0.1,16,14,14
H6,H6B0002,False,,supported,,supported,1,A002,anchor,0.8,0.3,32,14,14
H6,H6B0003,False,,inactive,,inactive,1,A003,anchor,0.8,0.5,64,14,14
H6,H6B0004,False,,supported,,supported,1,A004,anchor,1.25,0.7,16,14,14
H6,H6B0005,False,,supported,,supported,1,A005,anchor,1.25,0.9,32,14,14
H6,H6B0006,False,,supported,,supported,1,A006;X060,anchor,1.25,0.1,64,14,14
H6,H6B0007,False,,supported,,supported,1,A007,anchor,2.0,0.3,16,14,14
H6,H6B0008,False,,supported,,supported,1,A008,anchor,2.0,0.5,32,14,14
H6,H6B0009,False,,inconclusive,,inconclusive,1,A009,anchor,2.0,0.7,64,14,14
H6,H6B0010,False,,inconclusive,,inconclusive,1,A010,anchor,3.1,0.9,16,14,14
H6,H6B0011,False,,inconclusive,,inconclusive,1,A011,anchor,3.1,0.1,32,14,14
H6,H6B0012,False,,inconclusive,,inconclusive,1,A012,anchor,3.1,0.3,64,14,14
H6,H6B0013,True,stage1_reversed,reversed,inconclusive,inconclusive,2,A013,anchor,4.0,0.5,16,14,14
H6,H6B0014,True,stage1_reversed,reversed,,reversed,1,A014,anchor,4.0,0.7,32,14,14
H6,H6B0015,False,,inconclusive,,inconclusive,1,A015,anchor,4.0,0.9,64,14,14
H6,H6B0016,False,,inactive,,inactive,1,A016,anchor,0.8,0.5,32,7,7
H6,H6B0017,False,,inactive,,inactive,1,A017,anchor,1.25,0.3,64,21,21
H6,H6B0018,False,,inactive,,inactive,1,A018,anchor,2.0,0.7,16,28,28
H6,H6B0019,False,,inconclusive,,inconclusive,1,A019,anchor,3.1,0.5,32,14,14
H6,H6B0020,False,,inactive,,inactive,1,A020,anchor,4.0,0.5,32,14,14
H6,H6B0021,False,,inactive,,inactive,1,A021,anchor,0.8,0.1,64,28,28
H6,H6B0022,False,,inconclusive,,inconclusive,1,A022,anchor,4.0,0.9,16,7,7
H6,H6B0023,False,,supported,,supported,1,A023,anchor,3.1,0.1,32,21,21
H6,H6B0024,False,,supported,,supported,1,A024,anchor,3.1,0.9,32,21,21
H6,H6B0025,False,,inconclusive,,inconclusive,1,A025,anchor,4.0,0.5,32,28,28
H6,H6B0026,False,,inconclusive,,inconclusive,1,A026,anchor,2.0,0.5,32,14,14
H6,H6B0027,False,,supported,,supported,1,A027,anchor,1.25,0.5,16,21,21
H6,H6B0028,False,,supported,,supported,1,A028,anchor,1.25,0.5,64,21,21
H6,H6B0029,False,,supported,,supported,1,A029,anchor,3.1,0.3,32,14,14
H6,H6B0030,False,,inactive,,inactive,1,A030,anchor,3.1,0.7,32,14,14
H6,H6B0031,False,,supported,,supported,1,A031,anchor,3.1,0.5,32,14,14
H6,H6B0032,False,,inconclusive,,inconclusive,1,A032,anchor,3.1,0.5,32,14,14
H6,H6B0033,False,,supported,,supported,1,S001,sobol_symmetric,3.1,0.3,16,21,21
H6,H6B0034,False,,supported,,supported,1,S002,sobol_symmetric,1.25,0.7,64,7,7
H6,H6B0035,False,,supported,,supported,1,S003,sobol_symmetric,2.0,0.1,16,28,28
H6,H6B0036,False,,inactive,,inactive,1,S004,sobol_symmetric,4.0,0.9,64,14,14
H6,H6B0037,False,,supported,,supported,1,S005,sobol_symmetric,3.1,0.1,64,14,14
H6,H6B0038,False,,inconclusive,,inconclusive,1,S006,sobol_symmetric,1.25,0.9,16,28,28
H6,H6B0039,False,,inactive,,inactive,1,S007,sobol_symmetric,0.8,0.5,32,7,7
H6,H6B0040,False,,supported,,supported,1,S008,sobol_symmetric,3.1,0.7,32,21,21
H6,H6B0041,False,,inactive,,inactive,1,S009,sobol_symmetric,2.0,0.3,32,28,28
H6,H6B0042,False,,inconclusive,,inconclusive,1,S010,sobol_symmetric,0.8,0.9,32,14,14
H6,H6B0043,False,,supported,,supported,1,S011,sobol_symmetric,1.25,0.3,64,21,21
H6,H6B0044,False,,inactive,,inactive,1,S012,sobol_symmetric,4.0,0.7,16,7,7
H6,H6B0045,False,,inactive,,inactive,1,S013,sobol_symmetric,4.0,0.5,16,7,7
H6,H6B0046,False,,inactive,,inactive,1,S014,sobol_symmetric,2.0,0.5,64,21,21
H6,H6B0047,False,,inactive,,inactive,1,S015,sobol_symmetric,0.8,0.1,16,14,14
H6,H6B0048,False,,inconclusive,,inconclusive,1,S016,sobol_symmetric,3.1,0.9,64,28,28
H6,H6B0049,False,,inconclusive,,inconclusive,1,S017,sobol_symmetric,3.1,0.1,32,7,7
H6,H6B0050,False,,inactive,,inactive,1,S018,sobol_symmetric,0.8,0.9,32,21,21
H6,H6B0051,False,,inactive,,inactive,1,S019,sobol_symmetric,2.0,0.5,16,14,14
H6,H6B0052,False,,supported,,supported,1,S020,sobol_symmetric,4.0,0.5,64,28,28
H6,H6B0053,False,,supported,,supported,1,S021,sobol_symmetric,4.0,0.3,32,28,28
H6,H6B0054,False,,inactive,,inactive,1,S022,sobol_symmetric,1.25,0.7,16,14,14
H6,H6B0055,False,,inactive,,inactive,1,S023,sobol_symmetric,0.8,0.3,64,21,21
H6,H6B0056,False,,inactive,,inactive,1,S024,sobol_symmetric,2.0,0.7,16,7,7
H6,H6B0057,False,,supported,,supported,1,S025,sobol_symmetric,2.0,0.3,64,14,14
H6,H6B0058,False,,inactive,,inactive,1,S026,sobol_symmetric,0.8,0.5,16,28,28
H6,H6B0059,False,,supported,,supported,1,S027,sobol_symmetric,1.25,0.1,64,7,7
H6,H6B0060,False,,supported,,supported,1,S028;X023,sobol_symmetric,3.1,0.9,32,21,21
H6,H6B0061,False,,supported,,supported,1,S029,sobol_symmetric,4.0,0.1,16,21,21
H6,H6B0062,False,,inconclusive,,inconclusive,1,S030,sobol_symmetric,1.25,0.9,64,7,7
H6,H6B0063,False,,supported,,supported,1,S031,sobol_symmetric,1.25,0.3,32,28,28
H6,H6B0064,False,,inconclusive,,inconclusive,1,S032,sobol_symmetric,3.1,0.7,32,14,14
H6,H6B0065,False,,inactive,,inactive,1,S033,sobol_symmetric,3.1,0.1,64,7,7
H6,H6B0066,False,,inactive,,inactive,1,S034,sobol_symmetric,1.25,0.9,16,21,21
H6,H6B0067,False,,supported,,supported,1,S035,sobol_symmetric,1.25,0.3,32,14,14
H6,H6B0068,False,,supported,,supported,1,S036,sobol_symmetric,4.0,0.7,32,28,28
H6,H6B0069,False,,inactive,,inactive,1,S037,sobol_symmetric,3.1,0.5,16,28,28
H6,H6B0070,False,,inactive,,inactive,1,S038,sobol_symmetric,1.25,0.5,64,14,14
H6,H6B0071,False,,inconclusive,,inconclusive,1,S039,sobol_symmetric,0.8,0.1,16,21,21
H6,H6B0072,False,,supported,,supported,1,S040,sobol_symmetric,2.0,0.9,32,7,7
H6,H6B0073,False,,supported,,supported,1,S041,sobol_symmetric,2.0,0.3,16,14,14
H6,H6B0074,False,,inactive,,inactive,1,S042,sobol_symmetric,0.8,0.7,64,28,28
H6,H6B0075,False,,supported,,supported,1,S043,sobol_symmetric,1.25,0.3,16,7,7
H6,H6B0076,False,,inactive,,inactive,1,S044,sobol_symmetric,4.0,0.7,64,21,21
H6,H6B0077,False,,inactive,,inactive,1,S045,sobol_symmetric,4.0,0.1,32,21,21
H6,H6B0078,False,,inactive,,inactive,1,S046,sobol_symmetric,2.0,0.9,32,7,7
H6,H6B0079,False,,inactive,,inactive,1,S047,sobol_symmetric,0.8,0.5,64,28,28
H6,H6B0080,False,,inconclusive,,inconclusive,1,S048,sobol_symmetric,3.1,0.5,16,14,14
H6,H6B0081,False,,supported,,supported,1,S049,sobol_symmetric,3.1,0.5,64,21,21
H6,H6B0082,False,,inactive,,inactive,1,S050,sobol_symmetric,0.8,0.5,32,7,7
H6,H6B0083,False,,supported,,supported,1,S051,sobol_symmetric,2.0,0.1,64,28,28
H6,H6B0084,False,,supported,,supported,1,S052,sobol_symmetric,4.0,0.9,16,14,14
H6,H6B0085,False,,supported,,supported,1,S053,sobol_symmetric,4.0,0.1,32,14,14
H6,H6B0086,False,,supported,,supported,1,S054,sobol_symmetric,1.25,0.7,32,28,28
H6,H6B0087,False,,inactive,,inactive,1,S055,sobol_symmetric,0.8,0.3,16,7,7
H6,H6B0088,False,,supported,,supported,1,S056,sobol_symmetric,2.0,0.7,64,21,21
H6,H6B0089,False,,inactive,,inactive,1,S057,sobol_symmetric,3.1,0.1,16,28,28
H6,H6B0090,False,,inactive,,inactive,1,S058,sobol_symmetric,0.8,0.9,64,14,14
H6,H6B0091,False,,inactive,,inactive,1,S059,sobol_symmetric,1.25,0.3,32,21,21
H6,H6B0092,True,stage1_reversed,reversed,,reversed,1,S060,sobol_symmetric,4.0,0.5,32,7,7
H6,H6B0093,False,,inactive,,inactive,1,S061,sobol_symmetric,4.0,0.3,64,7,7
H6,H6B0094,False,,inactive,,inactive,1,S062,sobol_symmetric,2.0,0.7,16,21,21
H6,H6B0095,False,,inactive,,inactive,1,S063,sobol_symmetric,1.25,0.1,32,14,14
H6,H6B0096,False,,inactive,,inactive,1,S064,sobol_symmetric,3.1,0.9,16,28,28
H6,H6B0097,False,,inactive,,inactive,1,S065,sobol_symmetric,3.1,0.1,64,14,14
H6,H6B0098,False,,inactive,,inactive,1,S066,sobol_symmetric,1.25,0.9,16,28,28
H6,H6B0099,False,,inconclusive,,inconclusive,1,S067,sobol_symmetric,2.0,0.5,64,7,7
H6,H6B0100,False,,inconclusive,,inconclusive,1,S068,sobol_symmetric,4.0,0.7,16,21,21
H6,H6B0101,False,,inactive,,inactive,1,S069,sobol_symmetric,4.0,0.3,32,21,21
H6,H6B0102,False,,supported,,supported,1,S070,sobol_symmetric,1.25,0.7,32,7,7
H6,H6B0103,False,,supported,,supported,1,S071,sobol_symmetric,0.8,0.1,16,28,28
H6,H6B0104,False,,inconclusive,,inconclusive,1,S072,sobol_symmetric,3.1,0.9,64,14,14
H6,H6B0105,False,,supported,,supported,1,S073,sobol_symmetric,2.0,0.5,16,7,7
H6,H6B0106,False,,inactive,,inactive,1,S074,sobol_symmetric,0.8,0.5,64,21,21
H6,H6B0107,False,,supported,,supported,1,S075,sobol_symmetric,1.25,0.1,32,14,14
H6,H6B0108,False,,supported,,supported,1,S076,sobol_symmetric,4.0,0.9,32,28,28
H6,H6B0109,False,,supported,,supported,1,S077,sobol_symmetric,4.0,0.3,64,28,28
H6,H6B0110,False,,inconclusive,,inconclusive,1,S078,sobol_symmetric,2.0,0.7,16,14,14
H6,H6B0111,False,,inactive,,inactive,1,S079,sobol_symmetric,0.8,0.3,64,21,21
H6,H6B0112,False,,inactive,,inactive,1,S080,sobol_symmetric,3.1,0.7,32,7,7
H6,H6B0113,False,,inactive,,inactive,1,S081,sobol_symmetric,3.1,0.3,64,28,28
H6,H6B0114,False,,inconclusive,,inconclusive,1,S082,sobol_symmetric,0.8,0.7,16,14,14
H6,H6B0115,False,,supported,,supported,1,S083,sobol_symmetric,2.0,0.1,32,21,21
H6,H6B0116,False,,inconclusive,,inconclusive,1,S084,sobol_symmetric,4.0,0.7,32,7,7
H6,H6B0117,False,,inconclusive,,inconclusive,1,S085,sobol_symmetric,4.0,0.1,16,7,7
H6,H6B0118,False,,inactive,,inactive,1,S086,sobol_symmetric,1.25,0.9,64,21,21
H6,H6B0119,False,,inactive,,inactive,1,S087,sobol_symmetric,0.8,0.5,32,14,14
H6,H6B0120,False,,supported,,supported,1,S088,sobol_symmetric,2.0,0.5,64,28,28
H6,H6B0121,False,,inactive,,inactive,1,S089,sobol_symmetric,2.0,0.1,16,21,21
H6,H6B0122,False,,inconclusive,,inconclusive,1,S090,sobol_symmetric,0.8,0.9,32,7,7
H6,H6B0123,False,,supported,,supported,1,S091,sobol_symmetric,1.25,0.3,16,28,28
H6,H6B0124,False,,inactive,,inactive,1,S092,sobol_symmetric,3.1,0.7,64,14,14
H6,H6B0125,False,,supported,,supported,1,S093,sobol_symmetric,4.0,0.3,32,14,14
H6,H6B0126,False,,supported,,supported,1,S094;X046,sobol_symmetric,2.0,0.5,32,28,28
H6,H6B0127,False,,inactive,,inactive,1,S095,sobol_symmetric,1.25,0.1,64,7,7
H6,H6B0128,False,,inconclusive,,inconclusive,1,S096;X067,sobol_symmetric,3.1,0.9,16,21,21
H6,H6B0129,False,,supported,,supported,1,S097,sobol_symmetric,3.1,0.5,32,28,28
H6,H6B0130,False,,inconclusive,,inconclusive,1,S098,sobol_symmetric,0.8,0.7,32,14,14
H6,H6B0131,False,,supported,,supported,1,S099,sobol_symmetric,1.25,0.1,16,21,21
H6,H6B0132,False,,inactive,,inactive,1,S100,sobol_symmetric,4.0,0.9,64,7,7
H6,H6B0133,False,,supported,,supported,1,S101,sobol_symmetric,3.1,0.1,64,7,7
H6,H6B0134,False,,supported,,supported,1,S102,sobol_symmetric,1.25,0.9,16,21,21
H6,H6B0135,False,,inactive,,inactive,1,S103,sobol_symmetric,0.8,0.3,64,14,14
H6,H6B0136,False,,inactive,,inactive,1,S104,sobol_symmetric,2.0,0.7,16,28,28
H6,H6B0137,False,,inactive,,inactive,1,S105,sobol_symmetric,2.0,0.1,64,21,21
H6,H6B0138,False,,inactive,,inactive,1,S106,sobol_symmetric,0.8,0.9,16,7,7
H6,H6B0139,False,,inactive,,inactive,1,S107,sobol_symmetric,1.25,0.5,32,28,28
H6,H6B0140,False,,inconclusive,,inconclusive,1,S108,sobol_symmetric,4.0,0.5,16,14,14
H6,H6B0141,False,,inactive,,inactive,1,S109,sobol_symmetric,4.0,0.3,16,14,14
H6,H6B0142,False,,inconclusive,,inconclusive,1,S110,sobol_symmetric,2.0,0.7,64,28,28
H6,H6B0143,False,,inactive,,inactive,1,S111,sobol_symmetric,0.8,0.3,32,7,7
H6,H6B0144,False,,supported,,supported,1,S112,sobol_symmetric,3.1,0.9,32,21,21
H6,H6B0145,False,,inactive,,inactive,1,S113,sobol_symmetric,3.1,0.3,16,14,14
H6,H6B0146,False,,inactive,,inactive,1,S114,sobol_symmetric,0.8,0.7,64,28,28
H6,H6B0147,False,,inconclusive,,inconclusive,1,S115,sobol_symmetric,2.0,0.3,16,7,7
H6,H6B0148,False,,inactive,,inactive,1,S116;X109,sobol_symmetric,4.0,0.7,32,21,21
H6,H6B0149,False,,inconclusive,,inconclusive,1,S117,sobol_symmetric,4.0,0.5,64,21,21
H6,H6B0150,False,,supported,,supported,1,S118,sobol_symmetric,1.25,0.5,16,7,7
H6,H6B0151,False,,inactive,,inactive,1,S119,sobol_symmetric,0.8,0.1,32,28,28
H6,H6B0152,False,,inactive,,inactive,1,S120,sobol_symmetric,2.0,0.9,32,14,14
H6,H6B0153,False,,inactive,,inactive,1,S121,sobol_symmetric,3.1,0.3,32,7,7
H6,H6B0154,False,,inactive,,inactive,1,S122,sobol_symmetric,0.8,0.7,32,21,21
H6,H6B0155,False,,supported,,supported,1,S123,sobol_symmetric,1.25,0.1,64,14,14
H6,H6B0156,False,,inactive,,inactive,1,S124,sobol_symmetric,3.1,0.9,16,28,28
H6,H6B0157,False,,supported,,supported,1,S125,sobol_symmetric,4.0,0.1,32,28,28
H6,H6B0158,False,,inactive,,inactive,1,S126,sobol_symmetric,2.0,0.9,64,14,14
H6,H6B0159,False,,supported,,supported,1,S127,sobol_symmetric,1.25,0.3,16,21,21
H6,H6B0160,True,stage1_reversed,reversed,,reversed,1,S128,sobol_symmetric,3.1,0.5,64,7,7
H6,H6B0161,False,,inactive,,inactive,1,S129,sobol_symmetric,3.1,0.3,32,21,21
H6,H6B0162,False,,inactive,,inactive,1,S130,sobol_symmetric,1.25,0.7,64,7,7
H6,H6B0163,False,,inactive,,inactive,1,S131,sobol_symmetric,2.0,0.3,16,28,28
H6,H6B0164,False,,inconclusive,,inconclusive,1,S132,sobol_symmetric,4.0,0.7,64,14,14
H6,H6B0165,False,,inconclusive,,inconclusive,1,S133,sobol_symmetric,3.1,0.5,32,14,14
H6,H6B0166,False,,supported,,supported,1,S134,sobol_symmetric,1.25,0.5,32,28,28
H6,H6B0167,False,,inactive,,inactive,1,S135,sobol_symmetric,0.8,0.1,64,7,7
H6,H6B0168,False,,inactive,,inactive,1,S136,sobol_symmetric,3.1,0.9,16,21,21
H6,H6B0169,False,,inactive,,inactive,1,S137,sobol_symmetric,2.0,0.3,64,28,28
H6,H6B0170,False,,inactive,,inactive,1,S138,sobol_symmetric,0.8,0.7,16,14,14
H6,H6B0171,False,,supported,,supported,1,S139,sobol_symmetric,1.25,0.1,32,21,21
H6,H6B0172,False,,supported,,supported,1,S140,sobol_symmetric,4.0,0.9,32,7,7
H6,H6B0173,False,,inactive,,inactive,1,S141,sobol_symmetric,4.0,0.1,16,7,7
H6,H6B0174,False,,inconclusive,,inconclusive,1,S142,sobol_symmetric,2.0,0.9,64,21,21
H6,H6B0175,False,,supported,,supported,1,S143,sobol_symmetric,0.8,0.5,16,14,14
H6,H6B0176,False,,supported,,supported,1,S144,sobol_symmetric,3.1,0.5,32,28,28
H6,H6B0177,False,,inactive,,inactive,1,S145,sobol_symmetric,3.1,0.3,16,7,7
H6,H6B0178,False,,inactive,,inactive,1,S146,sobol_symmetric,0.8,0.5,64,21,21
H6,H6B0179,False,,inactive,,inactive,1,S147,sobol_symmetric,2.0,0.1,32,14,14
H6,H6B0180,False,,inactive,,inactive,1,S148,sobol_symmetric,4.0,0.9,32,28,28
H6,H6B0181,False,,inactive,,inactive,1,S149,sobol_symmetric,4.0,0.1,64,28,28
H6,H6B0182,False,,supported,,supported,1,S150,sobol_symmetric,1.25,0.9,16,14,14
H6,H6B0183,False,,inactive,,inactive,1,S151,sobol_symmetric,0.8,0.3,64,21,21
H6,H6B0184,False,,supported,,supported,1,S152,sobol_symmetric,2.0,0.7,16,7,7
H6,H6B0185,False,,supported,,supported,1,S153,sobol_symmetric,2.0,0.1,64,14,14
H6,H6B0186,False,,inactive,,inactive,1,S154,sobol_symmetric,0.8,0.9,32,28,28
H6,H6B0187,False,,inactive,,inactive,1,S155,sobol_symmetric,1.25,0.5,64,7,7
H6,H6B0188,False,,inconclusive,,inconclusive,1,S156;X097,sobol_symmetric,3.1,0.5,16,21,21
H6,H6B0189,False,,supported,,supported,1,S157,sobol_symmetric,4.0,0.3,32,21,21
H6,H6B0190,False,,inactive,,inactive,1,S158,sobol_symmetric,1.25,0.7,32,7,7
H6,H6B0191,False,,supported,,supported,1,S159,sobol_symmetric,0.8,0.3,16,28,28
H6,H6B0192,False,,supported,,supported,1,S160,sobol_symmetric,3.1,0.7,64,14,14
H6,H6B0193,False,,inactive,,inactive,1,S161,sobol_symmetric,3.1,0.3,32,7,7
H6,H6B0194,False,,inactive,,inactive,1,S162,sobol_symmetric,1.25,0.7,32,21,21
H6,H6B0195,False,,inactive,,inactive,1,S163,sobol_symmetric,2.0,0.3,64,14,14
H6,H6B0196,False,,inconclusive,,inconclusive,1,S164,sobol_symmetric,4.0,0.7,16,28,28
H6,H6B0197,False,,inactive,,inactive,1,S165,sobol_symmetric,3.1,0.1,16,28,28
H6,H6B0198,False,,supported,,supported,1,S166,sobol_symmetric,1.25,0.9,32,14,14
H6,H6B0199,False,,inactive,,inactive,1,S167,sobol_symmetric,0.8,0.5,16,21,21
H6,H6B0200,False,,inconclusive,,inconclusive,1,S168,sobol_symmetric,2.0,0.5,64,7,7
H6,H6B0201,False,,supported,,supported,1,S169,sobol_symmetric,2.0,0.1,16,14,14
H6,H6B0202,False,,inactive,,inactive,1,S170,sobol_symmetric,0.8,0.9,64,28,28
H6,H6B0203,False,,inactive,,inactive,1,S171,sobol_symmetric,1.25,0.3,32,7,7
H6,H6B0204,False,,supported,,supported,1,S172,sobol_symmetric,4.0,0.7,64,21,21
H6,H6B0205,False,,supported,,supported,1,S173,sobol_symmetric,4.0,0.5,64,21,21
H6,H6B0206,False,,supported,,supported,1,S174,sobol_symmetric,2.0,0.7,16,7,7
H6,H6B0207,False,,inactive,,inactive,1,S175,sobol_symmetric,0.8,0.1,32,28,28
H6,H6B0208,False,,inactive,,inactive,1,S176,sobol_symmetric,3.1,0.9,32,14,14
H6,H6B0209,False,,supported,,supported,1,S177,sobol_symmetric,3.1,0.1,64,21,21
H6,H6B0210,False,,supported,,supported,1,S178,sobol_symmetric,0.8,0.9,16,7,7
H6,H6B0211,False,,supported,,supported,1,S179,sobol_symmetric,2.0,0.5,64,28,28
H6,H6B0212,False,,inconclusive,,inconclusive,1,S180,sobol_symmetric,4.0,0.5,16,14,14
H6,H6B0213,False,,inactive,,inactive,1,S181,sobol_symmetric,4.0,0.3,16,14,14
H6,H6B0214,False,,inactive,,inactive,1,S182,sobol_symmetric,1.25,0.7,64,28,28
H6,H6B0215,False,,inactive,,inactive,1,S183,sobol_symmetric,0.8,0.1,32,7,7
H6,H6B0216,False,,supported,,supported,1,S184,sobol_symmetric,2.0,0.9,32,21,21
H6,H6B0217,False,,supported,,supported,1,S185,sobol_symmetric,3.1,0.5,32,28,28
H6,H6B0218,False,,inactive,,inactive,1,S186,sobol_symmetric,0.8,0.5,32,14,14
H6,H6B0219,False,,inactive,,inactive,1,S187,sobol_symmetric,1.25,0.1,16,21,21
H6,H6B0220,False,,inactive,,inactive,1,S188,sobol_symmetric,3.1,0.9,64,7,7
H6,H6B0221,False,,inconclusive,,inconclusive,1,S189,sobol_symmetric,4.0,0.3,64,7,7
H6,H6B0222,False,,inconclusive,,inconclusive,1,S190,sobol_symmetric,2.0,0.7,16,21,21
H6,H6B0223,False,,inactive,,inactive,1,S191,sobol_symmetric,1.25,0.3,64,14,14
H6,H6B0224,False,,supported,,supported,1,S192,sobol_symmetric,3.1,0.7,16,28,28
