hypothesis,background_id,selected_for_stage2,selection_reason,stage1_classification,stage2_classification,final_classification,stage_used,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2
H9,H9B0068,False,,supported,,supported,1,S036,sobol_symmetric,4.0,0.7,32,28,28
H9,H9B0069,False,,inactive,,inactive,1,S037,sobol_symmetric,3.1,0.5,16,28,28
H9,H9B0070,False,,inactive,,inactive,1,S038,sobol_symmetric,1.25,0.5,64,14,14
H9,H9B0071,False,,inactive,,inactive,1,S039,sobol_symmetric,0.8,0.1,16,21,21
H9,H9B0072,False,,inactive,,inactive,1,S040,sobol_symmetric,2.0,0.9,32,7,7
H9,H9B0073,False,,inactive,,inactive,1,S041,sobol_symmetric,2.0,0.3,16,14,14
H9,H9B0074,False,,inactive,,inactive,1,S042,sobol_symmetric,0.8,0.7,64,28,28
H9,H9B0075,False,,inactive,,inactive,1,S043,sobol_symmetric,1.25,0.3,16,7,7
H9,H9B0076,False,,supported,,supported,1,S044,sobol_symmetric,4.0,0.7,64,21,21
H9,H9B0077,False,,supported,,supported,1,S045,sobol_symmetric,4.0,0.1,32,21,21
H9,H9B0078,False,,inactive,,inactive,1,S046,sobol_symmetric,2.0,0.9,32,7,7
H9,H9B0079,False,,inactive,,inactive,1,S047,sobol_symmetric,0.8,0.5,64,28,28
H9,H9B0080,False,,supported,,supported,1,S048,sobol_symmetric,3.1,0.5,16,14,14
H9,H9B0081,False,,inactive,,inactive,1,S049,sobol_symmetric,3.1,0.5,64,21,21
H9,H9B0082,False,,supported,,supported,1,S051,sobol_symmetric,2.0,0.1,64,28,28
H9,H9B0083,False,,inactive,,inactive,1,S052,sobol_symmetric,4.0,0.9,16,14,14
H9,H9B0084,False,,inactive,,inactive,1,S053,sobol_symmetric,4.0,0.1,32,14,14
H9,H9B0085,False,,inactive,,inactive,1,S054,sobol_symmetric,1.25,0.7,32,28,28
H9,H9B0086,False,,inactive,,inactive,1,S055,sobol_symmetric,0.8,0.3,16,7,7
H9,H9B0087,False,,supported,,supported,1,S056,sobol_symmetric,2.0,0.7,64,21,21
H9,H9B0088,False,,supported,,supported,1,S057,sobol_symmetric,3.1,0.1,16,28,28
H9,H9B0089,False,,inactive,,inactive,1,S058,sobol_symmetric,0.8,0.9,64,14,14
H9,H9B0090,False,,inactive,,inactive,1,S059,sobol_symmetric,1.25,0.3,32,21,21
H9,H9B0091,False,,supported,,supported,1,S060,sobol_symmetric,4.0,0.5,32,7,7
H9,H9B0092,False,,supported,,supported,1,S061,sobol_symmetric,4.0,0.3,64,7,7
H9,H9B0093,False,,inactive,,inactive,1,S062,sobol_symmetric,2.0,0.7,16,21,21
H9,H9B0094,False,,inactive,,inactive,1,S063,sobol_symmetric,1.25,0.1,32,14,14
H9,H9B0095,False,,supported,,supported,1,S064,sobol_symmetric,3.1,0.9,16,28,28
H9,H9B0096,False,,supported,,supported,1,S065,sobol_symmetric,3.1,0.1,64,14,14
H9,H9B0097,False,,inactive,,inactive,1,S066,sobol_symmetric,1.25,0.9,16,28,28
H9,H9B0098,False,,inconclusive,,inconclusive,1,S067,sobol_symmetric,2.0,0.5,64,7,7
H9,H9B0099,False,,supported,,supported,1,S068,sobol_symmetric,4.0,0.7,16,21,21
H9,H9B0100,False,,supported,,supported,1,S069,sobol_symmetric,4.0,0.3,32,21,21
H9,H9B0101,False,,inactive,,inactive,1,S070,sobol_symmetric,1.25,0.7,32,7,7
H9,H9B0102,False,,inactive,,inactive,1,S071,sobol_symmetric,0.8,0.1,16,28,28
H9,H9B0103,False,,supported,,supported,1,S072,sobol_symmetric,3.1,0.9,64,14,14
H9,H9B0104,False,,inactive,,inactive,1,S073,sobol_symmetric,2.0,0.5,16,7,7
H9,H9B0105,False,,inactive,,inactive,1,S074,sobol_symmetric,0.8,0.5,64,21,21
H9,H9B0106,False,,inactive,,inactive,1,S075,sobol_symmetric,1.25,0.1,32,14,14
H9,H9B0107,False,,inconclusive,,inconclusive,1,S076,sobol_symmetric,4.0,0.9,32,28,28
H9,H9B0108,False,,inactive,,inactive,1,S077,sobol_symmetric,4.0,0.3,64,28,28
H9,H9B0109,False,,supported,,supported,1,S078,sobol_symmetric,2.0,0.7,16,14,14
H9,H9B0110,False,,inactive,,inactive,1,S079,sobol_symmetric,0.8,0.3,64,21,21
H9,H9B0111,False,,inactive,,inactive,1,S080,sobol_symmetric,3.1,0.7,32,7,7
H9,H9B0112,False,,supported,,supported,1,S081,sobol_symmetric,3.1,0.3,64,28,28
H9,H9B0113,False,,inactive,,inactive,1,S082,sobol_symmetric,0.8,0.7,16,14,14
H9,H9B0114,False,,inactive,,inactive,1,S083,sobol_symmetric,2.0,0.1,32,21,21
H9,H9B0115,False,,supported,,supported,1,S084,sobol_symmetric,4.0,0.7,32,7,7
H9,H9B0116,False,,supported,,supported,1,S085,sobol_symmetric,4.0,0.1,16,7,7
H9,H9B0117,False,,inactive,,inactive,1,S086,sobol_symmetric,1.25,0.9,64,21,21
H9,H9B0118,False,,inactive,,inactive,1,S087,sobol_symmetric,0.8,0.5,32,14,14
H9,H9B0119,False,,inactive,,inactive,1,S088,sobol_symmetric,2.0,0.5,64,28,28
H9,H9B0120,False,,inactive,,inactive,1,S089,sobol_symmetric,2.0,0.1,16,21,21
H9,H9B0121,False,,inactive,,inactive,1,S090,sobol_symmetric,0.8,0.9,32,7,7
H9,H9B0122,False,,inactive,,inactive,1,S091,sobol_symmetric,1.25,0.3,16,28,28
H9,H9B0123,False,,inactive,,inactive,1,S092,sobol_symmetric,3.1,0.7,64,14,14
H9,H9B0124,False,,inconclusive,,inconclusive,1,S093,sobol_symmetric,4.0,0.3,32,14,14
H9,H9B0125,False,,inactive,,inactive,1,S094,sobol_symmetric,2.0,0.5,32,28,28
H9,H9B0126,False,,inactive,,inactive,1,S095,sobol_symmetric,1.25,0.1,64,7,7
H9,H9B0127,False,,inconclusive,,inconclusive,1,S096,sobol_symmetric,3.1,0.9,16,21,21
H9,H9B0128,False,,inactive,,inactive,1,S097,sobol_symmetric,3.1,0.5,32,28,28
H9,H9B0129,False,,inactive,,inactive,1,S098;X032,sobol_symmetric,0.8,0.7,32,14,14
H9,H9B0130,False,,inactive,,inactive,1,S099,sobol_symmetric,1.25,0.1,16,21,21
H9,H9B0131,False,,supported,,supported,1,S100,sobol_symmetric,4.0,0.9,64,7,7
H9,H9B0132,False,,supported,,supported,1,S101,sobol_symmetric,3.1,0.1,64,7,7
H9,H9B0133,False,,inactive,,inactive,1,S102,sobol_symmetric,1.25,0.9,16,21,21
H9,H9B0134,False,,inactive,,inactive,1,S103,sobol_symmetric,0.8,0.3,64,14,14
H9,H9B0135,False,,inactive,,inactive,1,S104,sobol_symmetric,2.0,0.7,16,28,28
H9,H9B0136,False,,inactive,,inactive,1,S105,sobol_symmetric,2.0,0.1,64,21,21
H9,H9B0137,False,,inactive,,inactive,1,S106;X094,sobol_symmetric,0.8,0.9,16,7,7
H9,H9B0138,False,,inactive,,inactive,1,S107,sobol_symmetric,1.25,0.5,32,28,28
H9,H9B0139,False,,inactive,,inactive,1,S108,sobol_symmetric,4.0,0.5,16,14,14
H9,H9B0140,False,,inactive,,inactive,1,S109,sobol_symmetric,4.0,0.3,16,14,14
H9,H9B0141,False,,supported,,supported,1,S110,sobol_symmetric,2.0,0.7,64,28,28
H9,H9B0142,False,,inactive,,inactive,1,S111,sobol_symmetric,0.8,0.3,32,7,7
H9,H9B0143,False,,inactive,,inactive,1,S112,sobol_symmetric,3.1,0.9,32,21,21
H9,H9B0144,False,,supported,,supported,1,S113,sobol_symmetric,3.1,0.3,16,14,14
H9,H9B0145,False,,inactive,,inactive,1,S114,sobol_symmetric,0.8,0.7,64,28,28
H9,H9B0146,False,,inactive,,inactive,1,S115,sobol_symmetric,2.0,0.3,16,7,7
H9,H9B0147,False,,supported,,supported,1,S116,sobol_symmetric,4.0,0.7,32,21,21
H9,H9B0148,False,,supported,,supported,1,S117,sobol_symmetric,4.0,0.5,64,21,21
H9,H9B0149,False,,inactive,,inactive,1,S118,sobol_symmetric,1.25,0.5,16,7,7
H9,H9B0150,False,,inactive,,inactive,1,S119,sobol_symmetric,0.8,0.1,32,28,28
H9,H9B0151,False,,supported,,supported,1,S120,sobol_symmetric,2.0,0.9,32,14,14
H9,H9B0152,False,,supported,,supported,1,S121,sobol_symmetric,3.1,0.3,32,7,7
H9,H9B0153,False,,inactive,,inactive,1,S122,sobol_symmetric,0.8,0.7,32,21,21
H9,H9B0154,False,,inactive,,inactive,1,S123,sobol_symmetric,1.25,0.1,64,14,14
H9,H9B0155,False,,inactive,,inactive,1,S124,sobol_symmetric,3.1,0.9,16,28,28
H9,H9B0156,False,,inactive,,inactive,1,S125,sobol_symmetric,4.0,0.1,32,28,28
H9,H9B0157,False,,inactive,,inactive,1,S126,sobol_symmetric,2.0,0.9,64,14,14
H9,H9B0158,False,,supported,,supported,1,S127,sobol_symmetric,1.25,0.3,16,21,21
H9,H9B0159,False,,supported,,supported,1,S128,sobol_symmetric,3.1,0.5,64,7,7
H9,H9B0160,False,,supported,,supported,1,S129,sobol_symmetric,3.1,0.3,32,21,21
H9,H9B0161,False,,inactive,,inactive,1,S130,sobol_symmetric,1.25,0.7,64,7,7
H9,H9B0162,False,,inactive,,inactive,1,S131,sobol_symmetric,2.0,0.3,16,28,28
H9,H9B0163,False,,inactive,,inactive,1,S132,sobol_symmetric,4.0,0.7,64,14,14
H9,H9B0164,False,,supported,,supported,1,S133,sobol_symmetric,3.1,0.5,32,14,14
H9,H9B0165,False,,inactive,,inactive,1,S134,sobol_symmetric,1.25,0.5,32,28,28
H9,H9B0166,False,,inactive,,inactive,1,S135,sobol_symmetric,0.8,0.1,64,7,7
H9,H9B0167,False,,inactive,,inactive,1,S136,sobol_symmetric,3.1,0.9,16,21,21
H9,H9B0168,False,,inactive,,inactive,1,S137,sobol_symmetric,2.0,0.3,64,28,28
H9,H9B0169,False,,inactive,,inactive,1,S138,sobol_symmetric,0.8,0.7,16,14,14
H9,H9B0170,False,,inactive,,inactive,1,S139,sobol_symmetric,1.25,0.1,32,21,21
H9,H9B0171,False,,inactive,,inactive,1,S140,sobol_symmetric,4.0,0.9,32,7,7
H9,H9B0172,False,,inconclusive,,inconclusive,1,S141,sobol_symmetric,4.0,0.1,16,7,7
H9,H9B0173,False,,inactive,,inactive,1,S142,sobol_symmetric,2.0,0.9,64,21,21
H9,H9B0174,False,,inactive,,inactive,1,S143,sobol_symmetric,0.8,0.5,16,14,14
H9,H9B0175,False,,inactive,,inactive,1,S144,sobol_symmetric,3.1,0.5,32,28,28
H9,H9B0176,False,,supported,,supported,1,S145,sobol_symmetric,3.1,0.3,16,7,7
H9,H9B0177,False,,inactive,,inactive,1,S146,sobol_symmetric,0.8,0.5,64,21,21
H9,H9B0178,False,,inactive,,inactive,1,S147,sobol_symmetric,2.0,0.1,32,14,14
H9,H9B0179,False,,supported,,supported,1,S148,sobol_symmetric,4.0,0.9,32,28,28
H9,H9B0180,False,,supported,,supported,1,S149,sobol_symmetric,4.0,0.1,64,28,28
H9,H9B0181,False,,inactive,,inactive,1,S150,sobol_symmetric,1.25,0.9,16,14,14
H9,H9B0182,False,,inactive,,inactive,1,S151,sobol_symmetric,0.8,0.3,64,21,21
H9,H9B0183,False,,supported,,supported,1,S152,sobol_symmetric,2.0,0.7,16,7,7
H9,H9B0184,False,,inactive,,inactive,1,S153,sobol_symmetric,2.0,0.1,64,14,14
H9,H9B0185,False,,inactive,,inactive,1,S154,sobol_symmetric,0.8,0.9,32,28,28
H9,H9B0186,False,,inactive,,inactive,1,S155,sobol_symmetric,1.25,0.5,64,7,7
H9,H9B0187,False,,inactive,,inactive,1,S156,sobol_symmetric,3.1,0.5,16,21,21
H9,H9B0188,False,,supported,,supported,1,S157,sobol_symmetric,4.0,0.3,32,21,21
H9,H9B0189,False,,supported,,supported,1,S158,sobol_symmetric,1.25,0.7,32,7,7
H9,H9B0190,False,,inactive,,inactive,1,S159,sobol_symmetric,0.8,0.3,16,28,28
H9,H9B0191,False,,inactive,,inactive,1,S160,sobol_symmetric,3.1,0.7,64,14,14
H9,H9B0192,False,,supported,,supported,1,S161,sobol_symmetric,3.1,0.3,32,7,7
H9,H9B0193,False,,inactive,,inactive,1,S162,sobol_symmetric,1.25,0.7,32,21,21
H9,H9B0194,False,,inactive,,inactive,1,S163,sobol_symmetric,2.0,0.3,64,14,14
H9,H9B0195,False,,supported,,supported,1,S164,sobol_symmetric,4.0,0.7,16,28,28
H9,H9B0196,False,,inactive,,inactive,1,S165,sobol_symmetric,3.1,0.1,16,28,28
H9,H9B0197,False,,inactive,,inactive,1,S166,sobol_symmetric,1.25,0.9,32,14,14
H9,H9B0198,False,,inactive,,inactive,1,S167,sobol_symmetric,0.8,0.5,16,21,21
H9,H9B0199,False,,supported,,supported,1,S168,sobol_symmetric,2.0,0.5,64,7,7
H9,H9B0200,False,,inactive,,inactive,1,S169,sobol_symmetric,2.0,0.1,16,14,14
H9,H9B0201,False,,inactive,,inactive,1,S170,sobol_symmetric,0.8,0.9,64,28,28
H9,H9B0202,False,,inactive,,inactive,1,S171,sobol_symmetric,1.25,0.3,32,7,7
H9,H9B0203,False,,inactive,,inactive,1,S172,sobol_symmetric,4.0,0.7,64,21,21
H9,H9B0204,False,,inactive,,inactive,1,S173,sobol_symmetric,4.0,0.5,64,21,21
H9,H9B0205,False,,supported,,supported,1,S174,sobol_symmetric,2.0,0.7,16,7,7
H9,H9B0206,False,,inactive,,inactive,1,S175,sobol_symmetric,0.8,0.1,32,28,28
H9,H9B0207,False,,supported,,supported,1,S176,sobol_symmetric,3.1,0.9,32,14,14
H9,H9B0208,False,,inactive,,inactive,1,S177,sobol_symmetric,3.1,0.1,64,21,21
H9,H9B0209,False,,inactive,,inactive,1,S178,sobol_symmetric,0.8,0.9,16,7,7
H9,H9B0210,False,,inactive,,inactive,1,S179,sobol_symmetric,2.0,0.5,64,28,28
H9,H9B0211,False,,supported,,supported,1,S180,sobol_symmetric,4.0,0.5,16,14,14
H9,H9B0212,False,,supported,,supported,1,S181,sobol_symmetric,4.0,0.3,16,14,14
H9,H9B0213,False,,inactive,,inactive,1,S182,sobol_symmetric,1.25,0.7,64,28,28
H9,H9B0214,False,,inactive,,inactive,1,S183,sobol_symmetric,0.8,0.1,32,7,7
H9,H9B0215,False,,supported,,supported,1,S184,sobol_symmetric,2.0,0.9,32,21,21
H9,H9B0216,False,,inactive,,inactive,1,S185,sobol_symmetric,3.1,0.5,32,28,28
H9,H9B0217,False,,inactive,,inactive,1,S186;X024,sobol_symmetric,0.8,0.5,32,14,14
H9,H9B0218,False,,supported,,supported,1,S187,sobol_symmetric,1.25,0.1,16,21,21
H9,H9B0219,False,,supported,,supported,1,S188,sobol_symmetric,3.1,0.9,64,7,7
H9,H9B0220,False,,supported,,supported,1,S189;X055,sobol_symmetric,4.0,0.3,64,7,7
H9,H9B0221,False,,supported,,supported,1,S190,sobol_symmetric,2.0,0.7,16,21,21
H9,H9B0222,False,,inactive,,inactive,1,S191;X033,sobol_symmetric,1.25,0.3,64,14,14
H9,H9B0223,False,,inactive,,inactive,1,S192,sobol_symmetric,3.1,0.7,16,28,28
H9,H9B0224,False,,inactive,,inactive,1,S193,sobol_symmetric,3.1,0.5,64,14,14
H9,H9B0225,False,,supported,,supported,1,S194,sobol_symmetric,1.25,0.5,16,28,28
H9,H9B0226,False,,supported,,supported,1,S195,sobol_symmetric,2.0,0.1,32,7,7
H9,H9B0227,False,,inactive,,inactive,1,S196,sobol_symmetric,4.0,0.9,16,21,21
H9,H9B0228,False,,inconclusive,,inconclusive,1,S197,sobol_symmetric,4.0,0.3,16,21,21
H9,H9B0229,False,,inactive,,inactive,1,S198,sobol_symmetric,1.25,0.9,64,7,7
H9,H9B0230,False,,inactive,,inactive,1,S199,sobol_symmetric,0.8,0.3,32,28,28
H9,H9B0231,False,,supported,,supported,1,S200,sobol_symmetric,3.1,0.7,32,14,14
H9,H9B0232,False,,supported,,supported,1,S201,sobol_symmetric,2.0,0.1,32,7,7
H9,H9B0233,False,,inactive,,inactive,1,S202,sobol_symmetric,0.8,0.9,32,21,21
H9,H9B0234,False,,inactive,,inactive,1,S203,sobol_symmetric,1.25,0.5,16,14,14
H9,H9B0235,False,,supported,,supported,1,S204,sobol_symmetric,4.0,0.7,64,28,28
H9,H9B0236,False,,inactive,,inactive,1,S205,sobol_symmetric,4.0,0.3,64,28,28
H9,H9B0237,False,,inactive,,inactive,1,S206,sobol_symmetric,2.0,0.7,32,14,14
H9,H9B0238,False,,inactive,,inactive,1,S207,sobol_symmetric,0.8,0.1,64,21,21
H9,H9B0239,False,,supported,,supported,1,S208,sobol_symmetric,3.1,0.9,16,7,7
H9,H9B0240,False,,inconclusive,,inconclusive,1,S209,sobol_symmetric,3.1,0.1,32,28,28
H9,H9B0241,False,,inactive,,inactive,1,S210,sobol_symmetric,0.8,0.9,32,14,14
H9,H9B0242,False,,supported,,supported,1,S211,sobol_symmetric,2.0,0.3,64,21,21
H9,H9B0243,False,,supported,,supported,1,S212,sobol_symmetric,4.0,0.7,16,7,7
H9,H9B0244,False,,supported,,supported,1,S213,sobol_symmetric,4.0,0.3,32,7,7
H9,H9B0245,False,,inactive,,inactive,1,S214,sobol_symmetric,1.25,0.5,64,21,21
H9,H9B0246,False,,inactive,,inactive,1,S215,sobol_symmetric,0.8,0.1,16,14,14
H9,H9B0247,False,,inactive,,inactive,1,S216,sobol_symmetric,2.0,0.9,64,28,28
H9,H9B0248,False,,inactive,,inactive,1,S217,sobol_symmetric,2.0,0.3,16,21,21
H9,H9B0249,False,,inactive,,inactive,1,S218,sobol_symmetric,0.8,0.7,64,7,7
H9,H9B0250,False,,inactive,,inactive,1,S219,sobol_symmetric,1.25,0.3,16,28,28
H9,H9B0251,False,,supported,,supported,1,S220,sobol_symmetric,3.1,0.7,64,14,14
H9,H9B0252,False,,supported,,supported,1,S221,sobol_symmetric,4.0,0.1,64,14,14
H9,H9B0253,False,,inactive,,inactive,1,S222,sobol_symmetric,1.25,0.9,16,28,28
H9,H9B0254,False,,inactive,,inactive,1,S223,sobol_symmetric,1.25,0.5,32,7,7
H9,H9B0255,False,,supported,,supported,1,S224,sobol_symmetric,3.1,0.5,32,21,21
H9,H9B0256,False,,inactive,,inactive,1,X001,asymmetric_stress,4.0,0.3,32,21,21
H9,H9B0257,False,,inactive,,inactive,1,X002,asymmetric_stress,1.25,0.5,64,21,21
H9,H9B0258,False,,inactive,,inactive,1,X003,asymmetric_stress,1.25,0.1,32,14,14
H9,H9B0259,False,,inactive,,inactive,1,X004,asymmetric_stress,1.25,0.1,32,21,21
H9,H9B0260,False,,supported,,supported,1,X005,asymmetric_stress,4.0,0.5,32,21,28
H9,H9B0261,False,,supported,,supported,1,X006,asymmetric_stress,2.0,0.1,32,7,21
H9,H9B0262,False,,inactive,,inactive,1,X007;X080,asymmetric_stress,2.0,0.5,32,14,28
H9,H9B0263,False,,supported,,supported,1,X008,asymmetric_stress,3.1,0.1,32,14,14
H9,H9B0264,False,,inactive,,inactive,1,X009,asymmetric_stress,0.8,0.1,16,28,28
H9,H9B0265,False,,inactive,,inactive,1,X010,asymmetric_stress,3.1,0.5,64,21,21
H9,H9B0266,False,,inconclusive,,inconclusive,1,X012,asymmetric_stress,3.1,0.3,32,7,7
H9,H9B0267,False,,inactive,,inactive,1,X013,asymmetric_stress,0.8,0.5,32,14,21
H9,H9B0268,False,,inactive,,inactive,1,X014,asymmetric_stress,2.0,0.7,16,21,28
H9,H9B0269,False,,inactive,,inactive,1,X015,asymmetric_stress,1.25,0.5,16,14,14
H9,H9B0270,False,,inactive,,inactive,1,X016,asymmetric_stress,1.25,0.3,16,28,28
H9,H9B0271,False,,supported,,supported,1,X017,asymmetric_stress,2.0,0.5,32,14,14
H9,H9B0272,False,,inactive,,inactive,1,X018,asymmetric_stress,1.25,0.9,64,7,7
H9,H9B0273,False,,inactive,,inactive,1,X019,asymmetric_stress,1.25,0.1,64,14,14
H9,H9B0274,False,,inactive,,inactive,1,X020,asymmetric_stress,4.0,0.1,32,28,28
H9,H9B0275,False,,inactive,,inactive,1,X021,asymmetric_stress,3.1,0.9,16,28,21
H9,H9B0276,False,,inactive,,inactive,1,X022,asymmetric_stress,0.8,0.5,32,7,7
H9,H9B0277,False,,inactive,,inactive,1,X023,asymmetric_stress,3.1,0.9,32,21,21
H9,H9B0278,False,,inactive,,inactive,1,X025,asymmetric_stress,1.25,0.1,32,14,21
H9,H9B0279,False,,supported,,supported,1,X026,asymmetric_stress,3.1,0.7,32,28,14
H9,H9B0280,True,stage1_reversed,reversed,inconclusive,inconclusive,2,X027,asymmetric_stress,4.0,0.7,32,21,7
H9,H9B0281,False,,inconclusive,,inconclusive,1,X028,asymmetric_stress,3.1,0.9,64,28,14
H9,H9B0282,False,,supported,,supported,1,X029,asymmetric_stress,3.1,0.3,32,7,7
H9,H9B0283,False,,supported,,supported,1,X030,asymmetric_stress,4.0,0.9,64,14,14
H9,H9B0284,False,,inactive,,inactive,1,X031,asymmetric_stress,1.25,0.3,32,28,28
H9,H9B0285,False,,inactive,,inactive,1,X034,asymmetric_stress,1.25,0.9,16,28,28
H9,H9B0286,False,,inactive,,inactive,1,X035,asymmetric_stress,0.8,0.1,16,28,28
H9,H9B0287,False,,supported,,supported,1,X036,asymmetric_stress,4.0,0.9,64,14,14
H9,H9B0288,False,,inactive,,inactive,1,X038,asymmetric_stress,0.8,0.1,64,28,28
H9,H9B0289,False,,inactive,,inactive,1,X039,asymmetric_stress,1.25,0.3,32,28,28
H9,H9B0290,False,,supported,,supported,1,X040,asymmetric_stress,3.1,0.5,32,14,21
H9,H9B0291,False,,inactive,,inactive,1,X041,asymmetric_stress,0.8,0.9,64,28,28
H9,H9B0292,False,,inactive,,inactive,1,X042,asymmetric_stress,0.8,0.5,16,21,21
H9,H9B0293,False,,inactive,,inactive,1,X043,asymmetric_stress,0.8,0.7,32,21,21
H9,H9B0294,False,,inactive,,inactive,1,X044,asymmetric_stress,4.0,0.3,32,28,21
H9,H9B0295,False,,inactive,,inactive,1,X045,asymmetric_stress,3.1,0.1,32,28,28
H9,H9B0296,False,,inactive,,inactive,1,X046,asymmetric_stress,2.0,0.5,32,28,28
H9,H9B0297,False,,inactive,,inactive,1,X047,asymmetric_stress,1.25,0.3,16,28,21
H9,H9B0298,True,stage1_reversed,reversed,,reversed,1,X048,asymmetric_stress,4.0,0.3,32,14,14
H9,H9B0299,False,,inactive,,inactive,1,X049,asymmetric_stress,4.0,0.3,16,14,21
H9,H9B0300,False,,inactive,,inactive,1,X050,asymmetric_stress,3.1,0.9,16,21,28
H9,H9B0301,False,,inactive,,inactive,1,X051,asymmetric_stress,1.25,0.1,16,14,21
H9,H9B0302,True,stage1_reversed,reversed,,reversed,1,X052,asymmetric_stress,4.0,0.7,32,21,14
H9,H9B0303,False,,inactive,,inactive,1,X053,asymmetric_stress,0.8,0.9,32,14,14
H9,H9B0304,False,,supported,,supported,1,X054,asymmetric_stress,1.25,0.5,16,21,21
H9,H9B0305,False,,inactive,,inactive,1,X056,asymmetric_stress,1.25,0.1,64,7,14
H9,H9B0306,False,,supported,,supported,1,X057,asymmetric_stress,2.0,0.7,16,21,21
H9,H9B0307,False,,supported,,supported,1,X058,asymmetric_stress,3.1,0.9,64,28,28
H9,H9B0308,False,,inactive,,inactive,1,X059,asymmetric_stress,4.0,0.1,32,28,28
H9,H9B0309,False,,inactive,,inactive,1,X060,asymmetric_stress,1.25,0.1,64,14,14
H9,H9B0310,False,,inactive,,inactive,1,X061,asymmetric_stress,2.0,0.9,64,14,28
H9,H9B0311,False,,inactive,,inactive,1,X062,asymmetric_stress,4.0,0.5,16,14,14
H9,H9B0312,False,,inactive,,inactive,1,X063,asymmetric_stress,0.8,0.3,64,21,21
H9,H9B0313,False,,inconclusive,,inconclusive,1,X064,asymmetric_stress,4.0,0.7,16,7,7
H9,H9B0314,False,,inactive,,inactive,1,X065,asymmetric_stress,1.25,0.1,32,14,14
H9,H9B0315,False,,inactive,,inactive,1,X066,asymmetric_stress,3.1,0.7,16,28,28
H9,H9B0316,False,,inconclusive,,inconclusive,1,X067,asymmetric_stress,3.1,0.9,16,21,21
H9,H9B0317,False,,inactive,,inactive,1,X068,asymmetric_stress,2.0,0.9,64,28,21
H9,H9B0318,False,,inactive,,inactive,1,X069,asymmetric_stress,0.8,0.9,16,7,7
H9,H9B0319,False,,inactive,,inactive,1,X070,asymmetric_stress,4.0,0.3,16,14,14
H9,H9B0320,False,,inactive,,inactive,1,X071,asymmetric_stress,1.25,0.3,16,21,21
H9,H9B0321,False,,inactive,,inactive,1,X072,asymmetric_stress,4.0,0.1,32,28,28
H9,H9B0322,True,stage1_reversed,reversed,,reversed,1,X073,asymmetric_stress,4.0,0.7,32,28,7
H9,H9B0323,False,,inactive,,inactive,1,X074,asymmetric_stress,2.0,0.7,32,14,28
H9,H9B0324,False,,supported,,supported,1,X075,asymmetric_stress,3.1,0.7,64,14,14
H9,H9B0325,False,,inactive,,inactive,1,X076,asymmetric_stress,0.8,0.9,16,7,14
H9,H9B0326,True,stage1_reversed,reversed,,reversed,1,X077,asymmetric_stress,4.0,0.5,16,7,7
H9,H9B0327,False,,inactive,,inactive,1,X078,asymmetric_stress,0.8,0.1,16,14,14
H9,H9B0328,False,,supported,,supported,1,X079,asymmetric_stress,3.1,0.5,64,28,7
H9,H9B0329,False,,inactive,,inactive,1,X081,asymmetric_stress,1.25,0.9,16,21,21
H9,H9B0330,False,,supported,,supported,1,X082,asymmetric_stress,4.0,0.3,32,28,21
H9,H9B0331,False,,inactive,,inactive,1,X083,asymmetric_stress,0.8,0.5,32,7,7
H9,H9B0332,False,,inactive,,inactive,1,X084,asymmetric_stress,2.0,0.7,16,28,28
H9,H9B0333,False,,supported,,supported,1,X085,asymmetric_stress,2.0,0.3,16,14,21
H9,H9B0334,False,,inactive,,inactive,1,X086,asymmetric_stress,1.25,0.5,64,7,7
H9,H9B0335,False,,inactive,,inactive,1,X087,asymmetric_stress,1.25,0.9,16,28,28
H9,H9B0336,False,,inactive,,inactive,1,X088,asymmetric_stress,4.0,0.7,32,21,14
H9,H9B0337,False,,inactive,,inactive,1,X089,asymmetric_stress,4.0,0.3,64,28,28
H9,H9B0338,False,,inactive,,inactive,1,X090,asymmetric_stress,1.25,0.9,32,14,14
H9,H9B0339,False,,inactive,,inactive,1,X091,asymmetric_stress,2.0,0.3,64,14,14
H9,H9B0340,False,,inactive,,inactive,1,X092,asymmetric_stress,1.25,0.5,32,14,28
H9,H9B0341,False,,inactive,,inactive,1,X093,asymmetric_stress,1.25,0.9,16,14,14
H9,H9B0342,False,,inactive,,inactive,1,X095,asymmetric_stress,2.0,0.7,32,14,14
H9,H9B0343,False,,inactive,,inactive,1,X096,asymmetric_stress,3.1,0.3,16,28,21
H9,H9B0344,False,,inactive,,inactive,1,X097,asymmetric_stress,3.1,0.5,16,21,21
H9,H9B0345,False,,inactive,,inactive,1,X098,asymmetric_stress,0.8,0.5,16,28,14
H9,H9B0346,False,,supported,,supported,1,X099,asymmetric_stress,2.0,0.5,32,14,14
H9,H9B0347,True,stage1_reversed,reversed,,reversed,1,X100,asymmetric_stress,3.1,0.5,32,21,21
H9,H9B0348,False,,inconclusive,,inconclusive,1,X101,asymmetric_stress,3.1,0.9,16,28,28
H9,H9B0349,False,,inactive,,inactive,1,X102,asymmetric_stress,4.0,0.3,32,28,14
H9,H9B0350,False,,inactive,,inactive,1,X103,asymmetric_stress,3.1,0.7,64,14,14
H9,H9B0351,False,,inactive,,inactive,1,X104,asymmetric_stress,3.1,0.5,32,28,21
