background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,baseline_equal_noshow_high,n_paired_seeds,mean_class1_arrivals,mean_class2_arrivals,estimated_class1_post_threshold_accepted_share,estimated_class2_post_threshold_accepted_share,exposure_active,mean_absolute_common_utilization_effect,mean_absolute_gap_utilization_effect,common_minus_gap_utilization_effect,common_minus_gap_utilization_effect_ci_low,common_minus_gap_utilization_effect_ci_high,mean_absolute_common_served_gap_effect,mean_absolute_between_gap_effect,gap_minus_common_served_gap_effect,gap_minus_common_served_gap_effect_ci_low,gap_minus_common_served_gap_effect_ci_high,utilization_component,served_gap_component,failure_component,classification
H9B0113,S082,sobol_symmetric,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.3,0.3,12,12,0.1,0.1,0.3,0.3,9,9,0.0,0.0,0.5,0.5,0.5,20,3273.95,1410.45,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0114,S083,sobol_symmetric,2.0,0.1,32,64.0,6.4,57.6,21,21,0.5,0.5,9,9,0.5,0.5,0.7,0.7,12,12,0.0,0.0,0.7,0.7,0.7,20,2335.5,21034.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0115,S084,sobol_symmetric,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.5,0.5,0.5,20,32687.75,14010.1,0.4384834546607353,0.44008409139395355,True,0.06595034246575343,0.013107876712328761,0.052842465753424675,0.0516037206370509,0.05408121086979845,0.0009230909741108613,0.016385363470250484,0.015462272496139625,0.014905535837299446,0.016019009154979804,supported,supported,,supported
H9B0116,S085,sobol_symmetric,4.0,0.1,16,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.7,0.7,4,4,0.0,0.0,0.1,0.1,0.1,20,2349.15,20987.4,0.42745094282298035,0.43206496030439256,True,0.06201198630136988,0.025235445205479455,0.0367765410958904,0.03554627547163662,0.038006806720144184,0.0017508473528191168,0.01575977724236543,0.014008929889546315,0.01303801150198682,0.01497984827710581,supported,supported,,supported
H9B0117,S086,sobol_symmetric,1.25,0.9,64,80.0,72.0,7.999999999999998,21,21,0.5,0.5,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.8,0.8,0.8,20,26228.65,2919.9,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0118,S087,sobol_symmetric,0.8,0.5,32,25.6,12.8,12.8,14,14,0.3,0.3,9,9,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.8,0.8,0.8,20,4695.2,4678.85,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0119,S088,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,28,28,0.0,0.0,6,6,0.0,0.0,0.7,0.7,9,9,0.0,0.0,0.7,0.7,0.7,20,23347.85,23328.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0120,S089,sobol_symmetric,2.0,0.1,16,32.0,3.2,28.8,21,21,0.3,0.3,6,6,0.5,0.5,0.5,0.5,12,12,0.0,0.0,0.8,0.8,0.8,20,1156.6,10522.25,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0121,S090,sobol_symmetric,0.8,0.9,32,25.6,23.040000000000003,2.56,7,7,0.0,0.0,4,4,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.5,0.5,0.5,20,8427.5,924.6,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0122,S091,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,28,28,0.1,0.1,12,12,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.8,0.8,0.8,20,2187.0,5123.15,0.0009896980307039084,0.0004300847058284366,False,6.849315068492567e-05,1.7123287671230724e-05,5.136986301369495e-05,-5.890677240024226e-06,0.00010863040326741411,0.000127693198514255,6.413057374417001e-05,-6.356262477008496e-05,-0.00015709696729755888,2.9971717757388953e-05,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0123,S092,sobol_symmetric,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,4,4,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.5,0.5,0.5,20,50634.9,21725.85,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0124,S093,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,14,14,0.5,0.5,6,6,0.3,0.3,0.7,0.7,4,4,0.7,0.7,0.8,0.8,0.8,20,14032.7,32812.4,0.013991670322536481,0.013249915843881308,True,0.00375000000000002,0.0007962328767123272,0.002953767123287693,0.002695308804141478,0.003212225442433908,0.00024225840535906594,0.0009607743249238924,0.0007185159195648266,0.0006195023326122427,0.0008175295065174105,supported,inconclusive,served_gap_component_inconclusive,inconclusive
H9B0125,S094,sobol_symmetric,2.0,0.5,32,64.0,32.0,32.0,28,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,9,9,0.0,0.0,0.8,0.8,0.8,20,11657.9,11713.9,0.008239660862495123,0.009508003193713761,False,0.0015325342465753512,0.00019263698630137826,0.0013398972602739728,0.0010668050967271084,0.0016129894238208372,0.0002025826659725699,0.0007840274041133451,0.0005814447381407753,0.0004041706599978482,0.0007587188162837023,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0126,S095,sobol_symmetric,1.25,0.1,64,80.0,8.0,72.0,7,7,0.0,0.0,4,4,0.7,0.7,0.7,0.7,4,4,0.0,0.0,0.1,0.1,0.1,20,2932.25,26235.7,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0127,S096,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,6,6,0.3,0.3,0.5,0.5,0.5,20,16267.9,1804.3,0.010329189645642336,0.010236532532316447,True,0.002654109589041087,0.0011472602739726085,0.0015068493150684787,0.0011448418930940112,0.0018688567370429461,0.0005279761163130001,0.0009978779700864876,0.0004699018537734875,0.0001869527250747658,0.0007528509824722093,inconclusive,inconclusive,utilization_component_inconclusive;served_gap_component_inconclusive,inconclusive
H9B0128,S097,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,6,6,0.3,0.3,0.7,0.7,0.7,20,18103.35,18120.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0129,S098;X032,sobol_symmetric,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,12,12,0.5,0.5,0.7,0.7,0.7,20,6532.6,2784.3,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0130,S099,sobol_symmetric,1.25,0.1,16,20.0,2.0,18.0,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,9,9,0.3,0.3,0.5,0.5,0.5,20,725.75,6585.55,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0131,S100,sobol_symmetric,4.0,0.9,64,256.0,230.4,25.599999999999994,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,4,4,0.0,0.0,0.1,0.1,0.1,20,84077.85,9337.75,0.9940644940291833,0.9658934554940088,True,0.0998822773972603,0.04000535102739727,0.059876926369863005,0.059208676576766865,0.060545176162959145,0.0016636642283258999,0.025015077905409355,0.02335141367708345,0.02251709992627917,0.02418572742788773,supported,supported,,supported
H9B0132,S101,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,4,4,0.3,0.3,0.8,0.8,0.8,20,7230.9,65179.65,0.8903255987765016,0.8926907437025682,True,0.08917380136986301,0.03539704623287673,0.053776755136986286,0.05297854036358792,0.05457496991038465,0.001450281671189575,0.02862274545674176,0.02717246378555218,0.026631901165099402,0.027713026406004957,supported,supported,,supported
H9B0133,S102,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.5,0.5,0.5,20,6590.0,723.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0134,S103,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,6,6,0.0,0.0,0.7,0.7,0.7,20,5601.2,13087.25,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0135,S104,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,0.7,20,8185.2,3512.05,0.010023200768428376,0.009067198152717804,False,0.0019006849315068492,0.0004708904109589074,0.0014297945205479418,0.0007656185644011781,0.0020939704766947055,0.0005138913688402545,0.00099975336873037,0.00048586199989011545,0.00013839949821347106,0.0008333245015667598,inconclusive,inconclusive,class2_post_threshold_exposure_below_1pct,inactive
H9B0136,S105,sobol_symmetric,2.0,0.1,64,128.0,12.8,115.2,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,9,9,0.3,0.3,0.5,0.5,0.5,20,4678.4,42034.75,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0137,S106;X094,sobol_symmetric,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.3,0.3,0.3,20,4216.15,469.7,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0138,S107,sobol_symmetric,1.25,0.5,32,40.0,20.0,20.0,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0.5,20,7277.1,7316.2,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0139,S108,sobol_symmetric,4.0,0.5,16,64.0,32.0,32.0,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,12,12,0.5,0.5,0.7,0.7,0.7,20,11661.65,11628.05,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0140,S109,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,6,6,0.0,0.0,0.8,0.8,0.8,20,7049.65,16345.95,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0141,S110,sobol_symmetric,2.0,0.7,64,128.0,89.6,38.400000000000006,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,12,12,0.7,0.7,0.8,0.8,0.8,20,32691.65,14046.85,0.09749806159148072,0.10259398448043322,True,0.00906892123287672,0.0016994863013698666,0.007369434931506854,0.0013122774473338927,0.013426592415679815,0.00038351886192629993,0.005054656815070455,0.0046711379531441544,0.0006730669096110531,0.008669208996677256,supported,supported,,supported
H9B0142,S111,sobol_symmetric,0.8,0.3,32,25.6,7.68,17.919999999999998,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.3,0.3,0.5,0.5,0.5,20,2792.85,6534.65,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0143,S112,sobol_symmetric,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.5,0.5,0.5,20,32511.45,3604.6,0.005702596791582495,0.004256564720016559,False,0.0014297945205479444,0.0005436643835616317,0.0008861301369863129,0.0007388902118442535,0.0010333700621283721,0.000336974589290695,0.00044042727097628293,0.0001034526816855879,-2.7518700741623625e-05,0.00023442406411279944,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0144,S113,sobol_symmetric,3.1,0.3,16,49.6,14.88,34.72,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,9,9,0.0,0.0,0.7,0.7,0.7,20,5451.0,12666.65,0.9689061637237162,0.9875726042463212,True,0.0999486301369863,0.020085616438356175,0.07986301369863014,0.07815434219610011,0.08157168520116016,0.002142326389761685,0.0320153674745799,0.029873041084818218,0.028728321228835667,0.03101776094080077,supported,supported,,supported
H9B0145,S114,sobol_symmetric,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.5,0.5,0.5,20,13065.05,5640.45,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0146,S115,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.8,0.8,0.8,20,3481.1,8174.25,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0147,S116,sobol_symmetric,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,12,12,0.0,0.0,0.3,0.3,0.3,20,32758.4,14026.65,0.0987860425097763,0.09673989903585384,True,0.027979452054794518,0.005736301369862992,0.022243150684931524,0.021522469933631393,0.022963831436231655,0.0007622311401166657,0.006843283973386785,0.0060810528332701196,0.005807540054814275,0.0063545656117259645,supported,supported,,supported
H9B0148,S117,sobol_symmetric,4.0,0.5,64,256.0,128.0,128.0,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,6,6,0.7,0.7,0.8,0.8,0.8,20,46771.3,46770.85,0.2171834582220255,0.21426736192175883,True,0.05332833904109591,0.0009963613013698664,0.05233197773972603,0.05165399062625996,0.05300996485319211,0.0006954403948643375,0.013078637348885086,0.01238319695402075,0.012012156681722036,0.012754237226319465,supported,supported,,supported
H9B0149,S118,sobol_symmetric,1.25,0.5,16,20.0,10.0,10.0,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.7,0.7,0.7,20,3632.8,3647.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0150,S119,sobol_symmetric,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.8,0.8,0.8,20,930.9,8424.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0151,S120,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.5,0.5,0.5,20,21047.2,2319.55,0.09699221219956015,0.10431282239089561,True,0.009563356164383563,0.0037457191780821907,0.005817636986301372,0.0007519876342435873,0.010883286338359157,0.0004334669973727999,0.0046945490850999975,0.004261082087727198,0.0003853576658304006,0.008136806509623996,supported,supported,,supported
H9B0152,S121,sobol_symmetric,3.1,0.3,32,99.2,29.76,69.44,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,4,4,0.5,0.5,0.8,0.8,0.8,20,10880.55,25329.95,0.09640424608469411,0.09333215980797968,True,0.023360445205479457,0.004794520547945209,0.01856592465753425,0.01781204247126632,0.01931980684380218,0.0008212513207868446,0.0077930029334077056,0.006971751612620864,0.006714444956249413,0.0072290582689923145,supported,supported,,supported
H9B0153,S122,sobol_symmetric,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,12,12,0.3,0.3,0.8,0.8,0.8,20,6530.6,2804.85,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0154,S123,sobol_symmetric,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,9,9,0.0,0.0,0.7,0.7,0.7,20,2926.85,26221.75,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0155,S124,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,4,4,0.5,0.5,0.7,0.7,0.7,20,16272.8,1816.15,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0156,S125,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,9,9,0.0,0.0,0.1,0.1,0.1,20,4665.9,42037.55,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0157,S126,sobol_symmetric,2.0,0.9,64,128.0,115.2,12.799999999999995,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,4,4,0.3,0.3,0.5,0.5,0.5,20,41965.85,4663.8,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0158,S127,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,6,6,0.5,0.5,0.8,0.8,0.8,20,2183.8,5125.15,0.41192771625501273,0.40921380290912424,True,0.04031678082191781,0.008411815068493141,0.03190496575342466,0.030066152211678483,0.03374377929517085,0.003476676875172091,0.033433308153097155,0.029956631277925062,0.027590865700716633,0.03232239685513349,supported,supported,,supported
H9B0159,S128,sobol_symmetric,3.1,0.5,64,198.4,99.2,99.2,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.7,0.7,0.7,20,36212.75,36185.65,0.04464641197379097,0.044721066319614214,True,0.00901541095890408,0.0003510273972602895,0.00866438356164379,0.008276905936163625,0.009051861187123955,0.00036739679106175894,0.002956245564380387,0.0025888487733186287,0.00241915598872668,0.0027585415579105773,supported,supported,,supported
H9B0160,S129,sobol_symmetric,3.1,0.3,32,99.2,29.76,69.44,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,12,12,0.0,0.0,0.8,0.8,0.8,20,10854.9,25324.0,0.9624149881897285,0.9628358668936794,True,0.09945633561643837,0.019415667808219177,0.08004066780821917,0.07889093021042815,0.08119040540601019,0.0016996180864064208,0.031579264470372355,0.02987964638396593,0.029225685741537444,0.03053360702639442,supported,supported,,supported
H9B0161,S130,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.7,20,20406.6,8779.15,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0162,S131,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,28,28,0.5,0.5,9,9,0.1,0.1,0.1,0.1,4,4,0.7,0.7,0.8,0.8,0.8,20,3486.65,8187.8,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0163,S132,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,9,9,0.0,0.0,0.5,0.5,0.5,20,65437.1,28044.5,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0164,S133,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,14,14,0.1,0.1,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.8,0.8,0.8,20,18063.35,18100.95,0.30044801910626073,0.2986479501900274,True,0.06544948630136987,0.001543236301369856,0.06390625000000004,0.06263299210657597,0.06517950789342411,0.0009427591843378609,0.021030316881758337,0.020087557697420478,0.019510472229118853,0.020664643165722103,supported,supported,,supported
H9B0165,S134,sobol_symmetric,1.25,0.5,32,40.0,20.0,20.0,28,28,0.5,0.5,12,12,0.3,0.3,0.5,0.5,9,9,0.0,0.0,0.8,0.8,0.8,20,7331.95,7326.35,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0166,S135,sobol_symmetric,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,7,7,0.3,0.3,4,4,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.1,0.1,0.1,20,1876.05,16834.35,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0167,S136,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.0,0.0,6,6,0.7,0.7,0.7,0.7,6,6,0.3,0.3,0.7,0.7,0.7,20,16324.15,1805.7,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0168,S137,sobol_symmetric,2.0,0.3,64,128.0,38.4,89.6,28,28,0.3,0.3,6,6,0.1,0.1,0.1,0.1,4,4,0.5,0.5,0.8,0.8,0.8,20,14049.3,32707.3,0.0016182426545642455,0.001781347019161187,False,0.00032534246575341983,8.026541095889767e-05,0.0002450770547945222,0.00019384568893097265,0.0002963084206580717,9.287827393195258e-05,0.00016224520670676752,6.936693277481495e-05,2.302060601158257e-05,0.00011571325953804733,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0169,S138,sobol_symmetric,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.0,0.0,9,9,0.3,0.3,0.3,0.3,9,9,0.0,0.0,0.7,0.7,0.7,20,3306.65,1396.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0170,S139,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,21,21,0.1,0.1,12,12,0.0,0.0,0.3,0.3,12,12,0.0,0.0,0.8,0.8,0.8,20,1463.9,13149.4,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
H9B0171,S140,sobol_symmetric,4.0,0.9,32,128.0,115.2,12.799999999999995,7,7,0.5,0.5,4,4,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.8,0.8,0.8,20,42006.7,4646.75,2.3807256451766497e-05,0.0,False,4.280821917806987e-06,2.1404109589034936e-06,2.1404109589034936e-06,-2.3395206644006726e-06,6.62034258220766e-06,1.1899378852450065e-06,5.949689426225033e-07,-5.949689426225033e-07,-1.8402532511572795e-06,6.503153659122729e-07,inconclusive,inconclusive,class1_post_threshold_exposure_below_1pct;class2_post_threshold_exposure_below_1pct,inactive
