background_id,selected_policy,search_constraints_feasible,search_failure_reason,selected_horizon_days,selected_Q,selected_window,n_seeds,average_utilization,priority_weighted_utilization,class_1_percent_serviced,class_2_percent_serviced,delta_average_utilization_vs_average_optimum,delta_class_2_percent_serviced_vs_baseline,delta_priority_weighted_utilization_vs_baseline,evaluation_average_constraint_met,evaluation_class_2_constraint_met,baseline_equivalent,design_note,patient_characteristic,class2_reference,contrast_level,profile_id,clinic_context_id,clinic_block,native_horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PCF_BK_LOW_MILD_C059,horizon_only,True,,2,0,-1,10,0.9489917808219165,0.9021178082191781,0.6779340874530944,0.6744547649737294,0.0,-0.008124337898487322,-0.0005917808219177978,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C059,fully_crossed_confirmatory,14,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C060,horizon_only,True,,2,0,-1,10,0.9489917808219165,0.9021178082191781,0.6779340874530944,0.6744547649737294,0.0,-0.008124337898487322,-0.0005917808219177978,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C060,fully_crossed_confirmatory,22,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C061,horizon_only,True,,4,0,-1,10,0.9501643835616426,0.5228630136986301,0.5671913833812872,0.5581643639941476,0.0005753424657536366,0.005778983654378789,0.004068493150684915,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C061,fully_crossed_confirmatory,10,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C062,horizon_only,True,,4,0,-1,10,0.9501643835616426,0.5228630136986301,0.5671913833812872,0.5581643639941476,0.0005753424657536366,0.005778983654378789,0.004068493150684915,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C062,fully_crossed_confirmatory,14,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C063,horizon_only,True,,4,0,-1,10,0.9501643835616426,0.5228630136986301,0.5671913833812872,0.5581643639941476,0.0005753424657536366,0.005778983654378789,0.004068493150684915,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C063,fully_crossed_confirmatory,22,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C064,both_flexible,True,,4,5,3,10,0.9497424657534232,0.528482191780822,0.630044120965704,0.5502683153991297,0.0004712328767120244,-0.00582906099197833,0.008230136986301484,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C064,fully_crossed_confirmatory,10,1.7,0.1,50,8.5,76.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C065,both_flexible,True,,4,5,3,10,0.9497424657534232,0.528482191780822,0.630044120965704,0.5502683153991297,0.0004712328767120244,-0.00582906099197833,0.008230136986301484,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C065,fully_crossed_confirmatory,14,1.7,0.1,50,8.5,76.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C066,both_flexible,True,,4,5,3,10,0.9497424657534232,0.528482191780822,0.630044120965704,0.5502683153991297,0.0004712328767120244,-0.00582906099197833,0.008230136986301484,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C066,fully_crossed_confirmatory,22,1.7,0.1,50,8.5,76.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C067,both_flexible,True,,4,8,4,10,0.950073059360729,0.6230958904109589,0.5822131257848667,0.5494715703721823,0.000831050228310426,-0.003957350246860503,0.008406392694063958,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C067,fully_crossed_confirmatory,10,1.7,0.3,30,15.3,35.7,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C068,both_flexible,True,,4,8,4,10,0.950073059360729,0.6230958904109589,0.5822131257848667,0.5494715703721823,0.000831050228310426,-0.003957350246860503,0.008406392694063958,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C068,fully_crossed_confirmatory,14,1.7,0.3,30,15.3,35.7,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C069,both_flexible,True,,4,8,4,10,0.950073059360729,0.6230958904109589,0.5822131257848667,0.5494715703721823,0.000831050228310426,-0.003957350246860503,0.008406392694063958,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C069,fully_crossed_confirmatory,22,1.7,0.3,30,15.3,35.7,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C070,both_flexible,True,,4,10,3,10,0.9496109589041085,0.6236712328767123,0.5851467062182737,0.5475588993658602,1.0958904109736878e-05,-0.00834826802313482,0.009369863013698687,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C070,fully_crossed_confirmatory,10,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C071,both_flexible,True,,4,10,3,10,0.9496109589041085,0.6236712328767123,0.5851467062182737,0.5475588993658602,1.0958904109736878e-05,-0.00834826802313482,0.009369863013698687,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C071,fully_crossed_confirmatory,14,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C072,both_flexible,True,,4,10,3,10,0.9496109589041085,0.6236712328767123,0.5851467062182737,0.5475588993658602,1.0958904109736878e-05,-0.00834826802313482,0.009369863013698687,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C072,fully_crossed_confirmatory,22,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C073,both_flexible,True,,4,5,3,10,0.9509132420091309,0.7155479452054794,0.5637722369577528,0.5512138585140404,0.002054794520547909,-0.006288727391807192,0.006041095890410908,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C073,fully_crossed_confirmatory,10,1.7,0.5,30,25.5,25.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C074,both_flexible,True,,4,5,3,10,0.9509132420091309,0.7155479452054794,0.5637722369577528,0.5512138585140404,0.002054794520547909,-0.006288727391807192,0.006041095890410908,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C074,fully_crossed_confirmatory,14,1.7,0.5,30,25.5,25.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C075,both_flexible,True,,4,5,3,10,0.9509132420091309,0.7155479452054794,0.5637722369577528,0.5512138585140404,0.002054794520547909,-0.006288727391807192,0.006041095890410908,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C075,fully_crossed_confirmatory,22,1.7,0.5,30,25.5,25.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C076,both_flexible,True,,6,10,3,10,0.9462136986301356,0.7126712328767123,0.5657599518035261,0.5502415992918206,-0.003961643835616591,-0.008735861625598806,0.0037068493150684834,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C076,fully_crossed_confirmatory,10,1.7,0.5,50,42.5,42.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C077,both_flexible,True,,6,10,3,10,0.9462136986301356,0.7126712328767123,0.5657599518035261,0.5502415992918206,-0.003961643835616591,-0.008735861625598806,0.0037068493150684834,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C077,fully_crossed_confirmatory,14,1.7,0.5,50,42.5,42.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C078,both_flexible,True,,6,10,3,10,0.9462136986301356,0.7126712328767123,0.5657599518035261,0.5502415992918206,-0.003961643835616591,-0.008735861625598806,0.0037068493150684834,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C078,fully_crossed_confirmatory,22,1.7,0.5,50,42.5,42.5,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C079,both_flexible,True,,2,15,2,10,0.9494703196347016,0.806392694063927,0.5588965229111629,0.5610302090930867,0.0,0.0028042663724087147,0.0018447488584474314,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C079,fully_crossed_confirmatory,10,1.7,0.7,30,35.7,15.300000000000002,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C080,both_flexible,True,,2,15,2,10,0.9494703196347016,0.806392694063927,0.5588965229111629,0.5610302090930867,0.0,0.0028042663724087147,0.0018447488584474314,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C080,fully_crossed_confirmatory,14,1.7,0.7,30,35.7,15.300000000000002,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C081,both_flexible,True,,2,15,2,10,0.9494703196347016,0.806392694063927,0.5588965229111629,0.5610302090930867,0.0,0.0028042663724087147,0.0018447488584474314,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C081,fully_crossed_confirmatory,22,1.7,0.7,30,35.7,15.300000000000002,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C082,both_flexible,True,,4,30,4,10,0.9501972602739712,0.807868493150685,0.5593498406793701,0.5531545968174069,-0.0005753424657538586,-0.003681797981129331,0.003252054794520731,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C082,fully_crossed_confirmatory,10,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C083,both_flexible,True,,4,30,4,10,0.9501972602739712,0.807868493150685,0.5593498406793701,0.5531545968174069,-0.0005753424657538586,-0.003681797981129331,0.003252054794520731,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C083,fully_crossed_confirmatory,14,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C084,both_flexible,True,,4,30,4,10,0.9501972602739712,0.807868493150685,0.5593498406793701,0.5531545968174069,-0.0005753424657538586,-0.003681797981129331,0.003252054794520731,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C084,fully_crossed_confirmatory,22,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C085,both_flexible,True,,2,25,2,10,0.9490410958904093,0.9035525114155252,0.5603828326414266,0.5399158167184378,-0.00010958904109581447,-0.015190785728196654,0.005301369863013772,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C085,fully_crossed_confirmatory,10,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C086,both_flexible,True,,2,25,2,10,0.9490410958904093,0.9035525114155252,0.5603828326414266,0.5399158167184378,-0.00010958904109581447,-0.015190785728196654,0.005301369863013772,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C086,fully_crossed_confirmatory,14,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C087,both_flexible,True,,2,25,2,10,0.9490410958904093,0.9035525114155252,0.5603828326414266,0.5399158167184378,-0.00010958904109581447,-0.015190785728196654,0.005301369863013772,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C087,fully_crossed_confirmatory,22,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C088,both_flexible,True,,2,40,2,10,0.9499397260273961,0.9024301369863013,0.5582826166521899,0.558682360763379,0.00013698630137004564,0.0055767094947863916,0.0036794520547944742,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C088,fully_crossed_confirmatory,10,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C089,both_flexible,True,,2,40,2,10,0.9499397260273961,0.9024301369863013,0.5582826166521899,0.558682360763379,0.00013698630137004564,0.0055767094947863916,0.0036794520547944742,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C089,fully_crossed_confirmatory,14,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C090,both_flexible,True,,2,40,2,10,0.9499397260273961,0.9024301369863013,0.5582826166521899,0.558682360763379,0.00013698630137004564,0.0055767094947863916,0.0036794520547944742,True,True,True,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C090,fully_crossed_confirmatory,22,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C091,horizon_only,True,,4,0,-1,10,0.9497808219178069,0.5224383561643835,0.47347166508522803,0.4735699641719872,0.0,0.00817302941820186,0.010890410958903973,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C091,fully_crossed_confirmatory,10,2.0,0.1,30,6.0,54.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C092,horizon_only,True,,4,0,-1,10,0.9497808219178069,0.5224383561643835,0.47347166508522803,0.4735699641719872,0.0,0.00817302941820186,0.010890410958903973,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C092,fully_crossed_confirmatory,14,2.0,0.1,30,6.0,54.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C093,horizon_only,True,,4,0,-1,10,0.9497808219178069,0.5224383561643835,0.47347166508522803,0.4735699641719872,0.0,0.00817302941820186,0.010890410958903973,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C093,fully_crossed_confirmatory,22,2.0,0.1,30,6.0,54.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C094,both_flexible,True,,4,5,3,10,0.9494739726027384,0.5302739726027397,0.5547310694011469,0.4655261831286454,-0.0009041095890409689,0.0004347292074699527,0.018580821917808077,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C094,fully_crossed_confirmatory,10,2.0,0.1,50,10.0,90.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C095,both_flexible,True,,4,5,3,10,0.9494739726027384,0.5302739726027397,0.5547310694011469,0.4655261831286454,-0.0009041095890409689,0.0004347292074699527,0.018580821917808077,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C095,fully_crossed_confirmatory,14,2.0,0.1,50,10.0,90.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C096,both_flexible,True,,4,5,3,10,0.9494739726027384,0.5302739726027397,0.5547310694011469,0.4655261831286454,-0.0009041095890409689,0.0004347292074699527,0.018580821917808077,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C096,fully_crossed_confirmatory,22,2.0,0.1,50,10.0,90.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C097,both_flexible,True,,4,5,3,10,0.950712328767122,0.6260730593607307,0.5020799504774629,0.4646670345873921,0.0016894977168951941,-0.001962831996205061,0.02200000000000002,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C097,fully_crossed_confirmatory,10,2.0,0.3,30,18.0,42.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C098,both_flexible,True,,4,5,3,10,0.950712328767122,0.6260730593607307,0.5020799504774629,0.4646670345873921,0.0016894977168951941,-0.001962831996205061,0.02200000000000002,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C098,fully_crossed_confirmatory,14,2.0,0.3,30,18.0,42.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C099,both_flexible,True,,4,5,3,10,0.950712328767122,0.6260730593607307,0.5020799504774629,0.4646670345873921,0.0016894977168951941,-0.001962831996205061,0.02200000000000002,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C099,fully_crossed_confirmatory,22,2.0,0.3,30,18.0,42.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C100,both_flexible,True,,4,20,2,10,0.9504931506849301,0.6343863013698628,0.5266992701177673,0.45208926909404007,0.0009917808219178648,-0.012287555791630489,0.03035342465753399,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C100,fully_crossed_confirmatory,10,2.0,0.3,50,30.0,70.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C101,both_flexible,True,,4,20,2,10,0.9504931506849301,0.6343863013698628,0.5266992701177673,0.45208926909404007,0.0009917808219178648,-0.012287555791630489,0.03035342465753399,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C101,fully_crossed_confirmatory,14,2.0,0.3,50,30.0,70.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C102,both_flexible,True,,4,20,2,10,0.9504931506849301,0.6343863013698628,0.5266992701177673,0.45208926909404007,0.0009917808219178648,-0.012287555791630489,0.03035342465753399,True,False,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C102,fully_crossed_confirmatory,22,2.0,0.3,50,30.0,70.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C103,both_flexible,True,,4,30,2,10,0.9498904109589027,0.7220913242009133,0.4964391454606546,0.45831427030692246,0.0001643835616437217,-0.006613673098047279,0.02392694063926948,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C103,fully_crossed_confirmatory,10,2.0,0.5,30,30.0,30.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C104,both_flexible,True,,4,30,2,10,0.9498904109589027,0.7220913242009133,0.4964391454606546,0.45831427030692246,0.0001643835616437217,-0.006613673098047279,0.02392694063926948,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C104,fully_crossed_confirmatory,14,2.0,0.5,30,30.0,30.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C105,both_flexible,True,,4,30,2,10,0.9498904109589027,0.7220913242009133,0.4964391454606546,0.45831427030692246,0.0001643835616437217,-0.006613673098047279,0.02392694063926948,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C105,fully_crossed_confirmatory,22,2.0,0.5,30,30.0,30.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C106,both_flexible,True,,4,50,2,10,0.9497698630136974,0.7220520547945205,0.4938731939414936,0.456544294464517,7.123287671217948e-05,-0.005397079068751531,0.025243835616438393,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C106,fully_crossed_confirmatory,10,2.0,0.5,50,50.0,50.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C107,both_flexible,True,,4,50,2,10,0.9497698630136974,0.7220520547945205,0.4938731939414936,0.456544294464517,7.123287671217948e-05,-0.005397079068751531,0.025243835616438393,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C107,fully_crossed_confirmatory,14,2.0,0.5,50,50.0,50.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C108,both_flexible,True,,4,50,2,10,0.9497698630136974,0.7220520547945205,0.4938731939414936,0.456544294464517,7.123287671217948e-05,-0.005397079068751531,0.025243835616438393,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C108,fully_crossed_confirmatory,22,2.0,0.5,50,50.0,50.0,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
PCF_BK_LOW_MILD_C109,both_flexible,True,,4,20,2,10,0.9491506849315051,0.812648401826484,0.4828202429949567,0.45614419062644007,-0.00045662100456655974,-0.00978692032326467,0.023273972602739668,True,True,False,patient_characteristics_full_confirmatory,balking_sensitivity,low,mild,BK_LOW_MILD,C109,fully_crossed_confirmatory,10,2.0,0.7,30,42.0,18.000000000000004,0.2,0.2,6,0.05,0.2,16,0.05,0.15,3,0.05,0.1,3,0.05,0.1,False
