background_id,scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions,source_scenario_id,source_scenario_ids,source_scenario_count,demand_regime,h4_scope_active,h4_scope_inactive_reason
H4B0311,X070,asymmetric_stress,S181,sparse_asymmetry_3_dimension,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.5,4,12,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.5,0.5,class2:cancel;class1:balk_low;class2:balk_threshold,X070,X070,1,high,True,
H4B0312,X071,asymmetric_stress,S127,sparse_asymmetry_3_dimension,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.0,0.0,0.0,0.0,6,6,0.7,0.5,0.7,0.5,class1:noshow_low;class2:noshow_high;class2:balk_low,X071,X071,1,low,False,outside_heavy_oversubscription_scope
H4B0313,X073,asymmetric_stress,S084,sparse_asymmetry_1_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,28,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.7,0.7,class1:horizon,X073,X073,1,high,True,
H4B0314,X074,asymmetric_stress,S206,sparse_asymmetry_1_dimension,2.0,0.7,32,64.0,44.8,19.200000000000003,14,28,0.5,0.5,12,12,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,class2:horizon,X074,X074,1,boundary,False,outside_heavy_oversubscription_scope
H4B0315,X075,asymmetric_stress,S220,sparse_asymmetry_2_dimension,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.5,0.5,0.5,class2:noshow_low;class2:balk_low,X075,X075,1,high,True,
H4B0316,X076,asymmetric_stress,S106,sparse_asymmetry_2_dimension,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,14,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,class2:balk_low;class2:horizon,X076,X076,1,low,False,outside_heavy_oversubscription_scope
H4B0317,X077,asymmetric_stress,S013,sparse_asymmetry_2_dimension,4.0,0.5,16,64.0,32.0,32.0,7,7,0.5,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.7,class2:noshow_high;class1:cancel,X077,X077,1,high,True,
H4B0318,X079,asymmetric_stress,S128,sparse_asymmetry_1_dimension,3.1,0.5,64,198.4,99.2,99.2,28,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.3,class1:horizon,X079,X079,1,high,True,
H4B0319,X080,asymmetric_stress,S094,sparse_asymmetry_1_dimension,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.7,0.7,class1:horizon,X080,X080,1,boundary,False,outside_heavy_oversubscription_scope
H4B0320,X082,asymmetric_stress,S157,sparse_asymmetry_2_dimension,4.0,0.3,32,128.0,38.4,89.6,28,21,0.3,0.3,12,12,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,class1:horizon;class1:balk_high,X082,X082,1,high,True,
H4B0321,X084,asymmetric_stress,A018,sparse_asymmetry_1_dimension,2.0,0.7,16,32.0,22.4,9.6,28,28,0.5,0.5,12,12,0.0,0.0,0.0,0.0,12,12,0.3,0.0,0.3,0.3,class2:noshow_low,X084,X084,1,boundary,False,outside_heavy_oversubscription_scope
H4B0322,X085,asymmetric_stress,A007,sparse_asymmetry_3_dimension,2.0,0.3,16,32.0,9.6,22.4,14,21,0.1,0.1,4,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,class1:balk_high;class1:balk_threshold;class2:horizon,X085,X085,1,boundary,False,outside_heavy_oversubscription_scope
H4B0323,X086,asymmetric_stress,S155,sparse_asymmetry_1_dimension,1.25,0.5,64,80.0,40.0,40.0,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.5,0.7,0.7,class2:noshow_low,X086,X086,1,low,False,outside_heavy_oversubscription_scope
H4B0324,X088,asymmetric_stress,S116,sparse_asymmetry_3_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.5,9,12,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.5,0.5,class2:horizon;class2:cancel;class1:balk_threshold,X088,X088,1,high,True,
H4B0325,X090,asymmetric_stress,S166,sparse_asymmetry_1_dimension,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.5,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.0,0.3,0.7,0.7,class1:noshow_low,X090,X090,1,low,False,outside_heavy_oversubscription_scope
H4B0326,X091,asymmetric_stress,S163,sparse_asymmetry_3_dimension,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.1,4,4,0.0,0.0,0.0,0.0,9,4,0.0,0.0,0.0,0.3,class2:cancel;class2:noshow_high;class2:noshow_threshold,X091,X091,1,boundary,False,outside_heavy_oversubscription_scope
H4B0327,X092,asymmetric_stress,S134,sparse_asymmetry_2_dimension,1.25,0.5,32,40.0,20.0,20.0,14,28,0.5,0.5,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.5,class2:balk_high;class1:horizon,X092,X092,1,low,False,outside_heavy_oversubscription_scope
H4B0328,X093,asymmetric_stress,S150,sparse_asymmetry_2_dimension,1.25,0.9,16,20.0,18.0,2.0,14,14,0.3,0.3,6,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.1,0.1,class1:balk_high;class2:balk_threshold,X093,X093,1,low,False,outside_heavy_oversubscription_scope
H4B0329,X094,asymmetric_stress,S106,sparse_asymmetry_1_dimension,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.3,class2:noshow_high,X094,X094,1,low,False,outside_heavy_oversubscription_scope
H4B0330,X095,asymmetric_stress,S206,sparse_asymmetry_2_dimension,2.0,0.7,32,64.0,44.8,19.200000000000003,14,14,0.5,0.5,12,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,class2:balk_threshold;class1:balk_low,X095,X095,1,boundary,False,outside_heavy_oversubscription_scope
H4B0331,X096,asymmetric_stress,S001,sparse_asymmetry_2_dimension,3.1,0.3,16,49.6,14.88,34.72,28,21,0.5,0.5,12,12,0.0,0.0,0.0,0.0,12,9,0.0,0.0,0.3,0.3,class1:horizon;class2:noshow_threshold,X096,X096,1,high,True,
H4B0332,X097,asymmetric_stress,S156,sparse_asymmetry_1_dimension,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,4,9,0.0,0.0,0.0,0.0,9,9,0.7,0.7,0.7,0.7,class1:balk_threshold,X097,X097,1,high,True,
H4B0333,X098,asymmetric_stress,S143,sparse_asymmetry_1_dimension,0.8,0.5,16,12.8,6.4,6.4,28,14,0.0,0.0,12,12,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,class1:horizon,X098,X098,1,low,False,outside_heavy_oversubscription_scope
H4B0334,X099,asymmetric_stress,A008,sparse_asymmetry_2_dimension,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,6,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,class1:balk_threshold;class1:balk_low,X099,X099,1,boundary,False,outside_heavy_oversubscription_scope
H4B0335,X100,asymmetric_stress,S224,sparse_asymmetry_2_dimension,3.1,0.5,32,99.2,49.6,49.6,21,21,0.0,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.5,0.5,0.5,0.5,class1:balk_low;class1:cancel,X100,X100,1,high,True,
H4B0336,X102,asymmetric_stress,S021,sparse_asymmetry_3_dimension,4.0,0.3,32,128.0,38.4,89.6,28,14,0.1,0.5,4,6,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.7,0.7,class1:balk_threshold;class2:horizon;class1:cancel,X102,X102,1,high,True,
H4B0337,X103,asymmetric_stress,S092,sparse_asymmetry_2_dimension,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.1,0.5,4,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.7,class1:cancel;class2:noshow_high,X103,X103,1,high,True,
H4B0338,X104,asymmetric_stress,S185,sparse_asymmetry_3_dimension,3.1,0.5,32,99.2,49.6,49.6,28,21,0.5,0.5,6,12,0.0,0.0,0.0,0.0,12,6,0.0,0.0,0.3,0.3,class2:horizon;class2:balk_threshold;class1:noshow_threshold,X104,X104,1,high,True,
H4B0339,X105,asymmetric_stress,S029,sparse_asymmetry_3_dimension,4.0,0.1,16,64.0,6.4,57.6,14,21,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,12,0.0,0.3,0.3,0.3,class2:noshow_low;class2:noshow_threshold;class1:horizon,X105,X105,1,high,True,
H4B0340,X106,asymmetric_stress,A003,sparse_asymmetry_1_dimension,0.8,0.5,64,51.2,25.6,25.6,14,28,0.1,0.1,9,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,class2:horizon,X106,X106,1,low,False,outside_heavy_oversubscription_scope
H4B0341,X107,asymmetric_stress,S163,sparse_asymmetry_3_dimension,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.5,4,6,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,0.5,class2:noshow_high;class2:balk_threshold;class2:balk_low,X107,X107,1,boundary,False,outside_heavy_oversubscription_scope
H4B0342,X108,asymmetric_stress,A016,sparse_asymmetry_2_dimension,0.8,0.5,32,25.6,12.8,12.8,28,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.0,class1:horizon;class1:noshow_high,X108,X108,1,low,False,outside_heavy_oversubscription_scope
H4B0343,X109,asymmetric_stress,S116,sparse_asymmetry_1_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,6,12,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.5,0.5,class1:balk_threshold,X109,X109,1,high,True,
H4B0344,X111,asymmetric_stress,A020,sparse_asymmetry_3_dimension,4.0,0.5,32,128.0,64.0,64.0,14,14,0.3,0.3,4,6,0.0,0.0,0.0,0.0,6,12,0.7,0.7,0.7,0.7,class1:balk_threshold;class1:balk_low;class2:noshow_threshold,X111,X111,1,high,True,
H4B0345,X112,asymmetric_stress,S082,sparse_asymmetry_2_dimension,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,28,14,0.3,0.3,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.7,0.7,class1:balk_high;class1:horizon,X112,X112,1,low,False,outside_heavy_oversubscription_scope
H4B0346,X113,asymmetric_stress,S062,sparse_asymmetry_3_dimension,2.0,0.7,16,32.0,22.4,9.6,21,21,0.5,0.0,6,6,0.0,0.0,0.0,0.0,4,9,0.0,0.0,0.5,0.3,class2:cancel;class2:noshow_threshold;class1:noshow_high,X113,X113,1,boundary,False,outside_heavy_oversubscription_scope
H4B0347,X114,asymmetric_stress,S207,sparse_asymmetry_1_dimension,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,21,21,0.3,0.3,9,9,0.0,0.0,0.0,0.0,4,4,0.3,0.0,0.5,0.5,class1:noshow_low,X114,X114,1,low,False,outside_heavy_oversubscription_scope
H4B0348,X115,asymmetric_stress,S046,sparse_asymmetry_2_dimension,2.0,0.9,32,64.0,57.6,6.399999999999999,14,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.5,0.5,class1:horizon;class1:balk_low,X115,X115,1,boundary,False,outside_heavy_oversubscription_scope
H4B0349,X116,asymmetric_stress,S131,sparse_asymmetry_1_dimension,2.0,0.3,16,32.0,9.6,22.4,28,28,0.5,0.3,9,9,0.0,0.0,0.0,0.0,4,4,0.7,0.7,0.7,0.7,class2:cancel,X116,X116,1,boundary,False,outside_heavy_oversubscription_scope
H4B0350,X118,asymmetric_stress,S180,sparse_asymmetry_1_dimension,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.0,0.0,0.0,0.0,12,12,0.7,0.3,0.7,0.7,class2:noshow_low,X118,X118,1,high,True,
H4B0351,X119,asymmetric_stress,S084,sparse_asymmetry_2_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.7,0.7,class1:balk_low;class2:cancel,X119,X119,1,high,True,
H4B0352,X120,asymmetric_stress,A019,sparse_asymmetry_2_dimension,3.1,0.5,32,99.2,49.6,49.6,14,21,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.5,0.5,0.5,class1:noshow_low;class2:horizon,X120,X120,1,high,True,
H4B0353,X121,asymmetric_stress,A002,sparse_asymmetry_3_dimension,0.8,0.3,32,25.6,7.68,17.919999999999998,28,14,0.1,0.1,9,9,0.0,0.0,0.0,0.0,6,4,0.3,0.0,0.3,0.3,class1:noshow_low;class2:noshow_threshold;class1:horizon,X121,X121,1,low,False,outside_heavy_oversubscription_scope
H4B0354,X122,asymmetric_stress,S110,sparse_asymmetry_2_dimension,2.0,0.7,64,128.0,89.6,38.400000000000006,28,28,0.1,0.0,9,9,0.0,0.0,0.0,0.0,9,12,0.7,0.7,0.7,0.7,class1:noshow_threshold;class1:cancel,X122,X122,1,boundary,False,outside_heavy_oversubscription_scope
H4B0355,X123,asymmetric_stress,A029,sparse_asymmetry_1_dimension,3.1,0.3,32,99.2,29.76,69.44,14,14,0.5,0.0,9,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,class2:cancel,X123,X123,1,high,True,
H4B0356,X124,asymmetric_stress,S016,sparse_asymmetry_2_dimension,3.1,0.9,64,198.4,178.56,19.84,14,28,0.1,0.1,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.7,0.7,class2:balk_low;class1:horizon,X124,X124,1,high,True,
H4B0357,X125,asymmetric_stress,A004,sparse_asymmetry_2_dimension,1.25,0.7,16,20.0,14.0,6.000000000000001,14,28,0.1,0.1,9,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,class2:horizon;class1:balk_high,X125,X125,1,low,False,outside_heavy_oversubscription_scope
H4B0358,X126,asymmetric_stress,S165,sparse_asymmetry_1_dimension,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.1,0.1,9,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.1,0.1,class2:balk_threshold,X126,X126,1,high,True,
H4B0359,X127,asymmetric_stress,S119,sparse_asymmetry_2_dimension,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.3,class1:noshow_high;class2:balk_high,X127,X127,1,low,False,outside_heavy_oversubscription_scope
H4B0360,X128,asymmetric_stress,S122,sparse_asymmetry_1_dimension,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,28,21,0.0,0.0,4,4,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.3,0.3,class1:horizon,X128,X128,1,low,False,outside_heavy_oversubscription_scope
