comparison,n_paired_seeds,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,average_utilization_status,delta_weighted_utilization,delta_weighted_utilization_ci_low,delta_weighted_utilization_ci_high,weighted_utilization_status,background_id,variant
both_flexible_vs_baseline,10,0.1691780821917796,0.1648310502283095,0.1732602739726011,supported,0.08073234778142668,0.07695487214021249,0.08504501391674604,supported,BG00504,strict
both_flexible_vs_reservation_only,10,-0.011817351598172854,-0.013680593607305166,-0.010009132420090891,contradicted,0.0025794329946304206,-0.000985355082471051,0.0064131036312338185,inconclusive,BG00504,strict
both_flexible_vs_horizon_only,10,0.01718721461187167,0.015369863013698158,0.0192785388127845,supported,0.0025062489229246586,-0.0018073760390807311,0.005782397837642479,inconclusive,BG00504,strict
both_flexible_vs_baseline,10,0.001742465753424749,0.0006958904109592536,0.0027780821917805453,inconclusive,0.0006638843440639808,-0.0011134969574186102,0.0026392362527265525,inconclusive,BG00505,strict
both_flexible_vs_reservation_only,10,0.001742465753424749,0.000767123287671766,0.002810958904109518,inconclusive,0.0006638843440639808,-0.0011732324995272255,0.0025894016660045994,inconclusive,BG00505,strict
both_flexible_vs_horizon_only,10,0.001742465753424749,0.0007178082191784835,0.0028219178082192547,inconclusive,0.0006638843440639808,-0.0011186458437304316,0.002638918820539614,inconclusive,BG00505,strict
both_flexible_vs_baseline,10,-0.02713698630136967,-0.03278082191780779,-0.022095890410958826,contradicted,0.1193524489421028,0.1121136757047831,0.1268242786006896,supported,BG00506,strict
both_flexible_vs_reservation_only,10,0.03267123287671232,0.026698630136986333,0.038520547945205444,supported,0.002204822289612607,-0.0061358835031699544,0.01074275006573284,inconclusive,BG00506,strict
both_flexible_vs_horizon_only,10,-0.02713698630136967,-0.03253424657534215,-0.021890068493150495,contradicted,0.1193524489421028,0.11220650589762886,0.12663566821880487,supported,BG00506,strict
both_flexible_vs_baseline,10,0.002021917808218987,0.0005916438356162967,0.003649589041095536,inconclusive,0.0016626924007574818,-0.0003922966630368635,0.0039023518352781384,inconclusive,BG00507,strict
both_flexible_vs_reservation_only,10,0.0022958904109584566,0.0001094520547941744,0.00425753424657488,inconclusive,0.001044386754633797,-0.0022590908409443893,0.004719297480239993,inconclusive,BG00507,strict
both_flexible_vs_horizon_only,10,0.002021917808218987,0.0005369863013700482,0.003616712328766671,inconclusive,0.0016626924007574818,-0.00034695682511339914,0.004022193252971661,inconclusive,BG00507,strict
both_flexible_vs_baseline,10,-0.06935616438356165,-0.07215102739726029,-0.06690410958904111,contradicted,0.16659705282386525,0.16073474889011788,0.17198271436959225,supported,BG00508,strict
both_flexible_vs_reservation_only,10,0.0033013698630136703,-0.0019726027397259046,0.009000342465753484,inconclusive,0.0018480431429723,-0.0017699417825480569,0.005434305756706581,inconclusive,BG00508,strict
both_flexible_vs_horizon_only,10,-0.06935616438356165,-0.07193184931506874,-0.06687671232876714,contradicted,0.16659705282386525,0.16086200669587472,0.1718286324373295,supported,BG00508,strict
both_flexible_vs_baseline,10,-0.03826712328767116,-0.04169195205479437,-0.03471113013698616,contradicted,0.06800963785045297,0.06425242048707239,0.07189551052659389,supported,BG00509,strict
both_flexible_vs_reservation_only,10,0.007184931506849501,0.003410787671232968,0.01100702054794532,supported,0.003237927279192354,-0.0004407342183081994,0.00688935354707974,inconclusive,BG00509,strict
both_flexible_vs_horizon_only,10,-0.03826712328767116,-0.04157619863013659,-0.03473972602739735,contradicted,0.06800963785045297,0.06418655003540781,0.07199079103342292,supported,BG00509,strict
both_flexible_vs_baseline,10,0.000506849315068425,-0.001301712328767282,0.00221917808219161,inconclusive,0.15543777815340457,0.15263537684998454,0.15848554878748197,supported,BG00510,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00510,strict
both_flexible_vs_horizon_only,10,0.0005753424657534145,-0.0013972602739725124,0.0023287671232876117,inconclusive,0.11910513056557533,0.11718942517163461,0.1207368521398752,supported,BG00510,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00511,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00511,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00511,strict
both_flexible_vs_baseline,10,-0.0006027397260274126,-0.0018082191780822376,0.0,inconclusive,8.682332152293304e-05,0.0,0.0002604699645687991,inconclusive,BG00512,strict
both_flexible_vs_reservation_only,10,-0.00057534246575357,-0.0023150684931508405,0.0007808219178078757,inconclusive,3.904734769792917e-05,-0.00021297809822480308,0.00034820214835042687,inconclusive,BG00512,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00512,strict
both_flexible_vs_baseline,10,0.0019657534246574904,-0.0002945205479452132,0.004609589041095838,inconclusive,0.003100550707252875,0.0006562124717913687,0.005290962325897597,inconclusive,BG00513,strict
both_flexible_vs_reservation_only,10,0.00011643835616422792,-0.002095890410959023,0.0021714041095889573,inconclusive,0.0010969279314878622,-0.0018015061795606023,0.004049024178574031,inconclusive,BG00513,strict
both_flexible_vs_horizon_only,10,0.0006643835616436444,-0.0014657534246575047,0.0028904109589038248,inconclusive,0.002607552172226585,0.000483976451412243,0.004841256595278767,inconclusive,BG00513,strict
both_flexible_vs_baseline,10,9.589041095890982e-05,-0.002890410958904133,0.003465753424657441,inconclusive,0.0016116825640808963,-0.0011200637374832877,0.0045143684631591945,inconclusive,BG00514,strict
both_flexible_vs_reservation_only,10,-9.589041095889873e-05,-0.00028767123287669615,0.0,inconclusive,0.0001527242483678859,0.0,0.00045817274510365766,inconclusive,BG00514,strict
both_flexible_vs_horizon_only,10,9.589041095890982e-05,-0.002739726027397095,0.003397260273972224,inconclusive,0.0016116825640808963,-0.001267511861185829,0.004533389715640714,inconclusive,BG00514,strict
both_flexible_vs_baseline,10,-0.0018698630136988136,-0.00515753424657554,0.0017948630136983992,inconclusive,0.17743961990061752,0.17383050614104298,0.1813410802710546,supported,BG00515,strict
both_flexible_vs_reservation_only,10,0.03245890410958892,0.02928030821917804,0.0361373287671231,supported,0.009382442288988314,0.00662293387572114,0.012548852532471549,supported,BG00515,strict
both_flexible_vs_horizon_only,10,-0.00948630136986317,-0.011876712328767216,-0.006589041095890643,contradicted,0.13475318330708239,0.13311213173944286,0.13649414317500408,supported,BG00515,strict
both_flexible_vs_baseline,10,-0.00469863013698627,-0.010589041095890317,0.0008633561643835673,inconclusive,0.0020070579584001826,-0.0004787550856173692,0.0044006469644078065,inconclusive,BG00516,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00516,strict
both_flexible_vs_horizon_only,10,-0.00469863013698627,-0.010507191780821728,0.0009047945205479832,inconclusive,0.0020070579584001826,-0.0004060563402230528,0.004372561175800647,inconclusive,BG00516,strict
both_flexible_vs_baseline,10,0.023027397260273842,0.020794006849314636,0.02508236301369819,supported,0.007194389760419179,0.006118742499535153,0.008335665753353243,supported,BG00517,strict
both_flexible_vs_reservation_only,10,-0.017383561643835855,-0.01919212328767159,-0.015602739726027581,contradicted,0.0020828003457144806,0.00111708462814478,0.003209567259167885,inconclusive,BG00517,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00517,strict
both_flexible_vs_baseline,10,-0.002538812785388034,-0.007498401826483995,0.001973059360730813,inconclusive,0.0026626439198823458,-0.002881470814516923,0.007796769820039137,inconclusive,BG00518,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00518,strict
both_flexible_vs_horizon_only,10,-0.002538812785388034,-0.007516210045662099,0.0019363013698631816,inconclusive,0.0026626439198823458,-0.0029295945912967236,0.0077563733449688005,inconclusive,BG00518,strict
both_flexible_vs_baseline,10,-0.0010136986301373496,-0.0037534246575344657,0.0013839041095889217,inconclusive,0.0006065342386713413,-0.004519575010225812,0.0054380418505559315,inconclusive,BG00519,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00519,strict
both_flexible_vs_horizon_only,10,-0.0010136986301373496,-0.0037808219178086084,0.0014249999999995148,inconclusive,0.0006065342386713413,-0.004326765959228746,0.005314568165953761,inconclusive,BG00519,strict
both_flexible_vs_baseline,10,-0.01406392694063906,-0.015826712328766968,-0.012255707762556899,contradicted,0.038848165769323026,0.03411524320545612,0.04295805610167815,supported,BG00520,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00520,strict
both_flexible_vs_horizon_only,10,-0.01406392694063906,-0.015908904109589044,-0.012255707762556663,contradicted,0.038848165769323026,0.03441790378256629,0.043033179843227826,supported,BG00520,strict
both_flexible_vs_baseline,10,0.001271232876712458,-0.0009753424657532633,0.003523424657534498,inconclusive,0.0027620000253215206,-0.0006514866976204831,0.006832537608140064,inconclusive,BG00521,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00521,strict
both_flexible_vs_horizon_only,10,0.001271232876712458,-0.000931780821917805,0.003452054794520521,inconclusive,0.0027620000253215206,-0.0007075526931979555,0.0065589647238551,inconclusive,BG00521,strict
both_flexible_vs_baseline,10,0.026838356164383105,0.023687534246574785,0.029736986301369187,supported,0.3225980155326273,0.3186501293875494,0.32587666557913597,supported,BG00522,strict
both_flexible_vs_reservation_only,10,0.07487671232876685,0.07264657534246581,0.0783617808219177,supported,0.01719037898325443,0.013072749147737827,0.02110631091443742,supported,BG00522,strict
both_flexible_vs_horizon_only,10,-0.08031780821917785,-0.08263027397260254,-0.07779123287671218,contradicted,0.2120909322495049,0.20754789727344017,0.21647457022609007,supported,BG00522,strict
both_flexible_vs_baseline,10,-0.017931506849315472,-0.02224657534246589,-0.013520205479452247,contradicted,0.05137739151785299,0.04770938858081778,0.05559193732247505,supported,BG00523,strict
both_flexible_vs_reservation_only,10,0.023671232876711645,0.019780479452054085,0.027329109589040543,supported,0.00512031166810768,0.0017827933655291093,0.00861130590364996,supported,BG00523,strict
both_flexible_vs_horizon_only,10,-0.019657534246575514,-0.024164383561644045,-0.01576678082191782,contradicted,0.04935035991557888,0.046713130052927154,0.051944874442341575,supported,BG00523,strict
both_flexible_vs_baseline,10,-0.09701369863013595,-0.10086301369862909,-0.09231506849314992,contradicted,0.21620283756214342,0.21087349816379244,0.221594805113011,supported,BG00524,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00524,strict
both_flexible_vs_horizon_only,10,-0.0991917808219165,-0.10104143835616342,-0.09735616438356001,contradicted,0.17979753820629255,0.1739164566076781,0.1860309646661588,supported,BG00524,strict
both_flexible_vs_baseline,10,0.06357260273972525,0.061528630136985854,0.06566041095890333,supported,0.4452304064449043,0.44298525592159627,0.4476944393287174,supported,BG00525,strict
both_flexible_vs_reservation_only,10,0.09397808219178015,0.08970917808219102,0.09815890410958855,supported,0.012945793759288116,0.010475732111069358,0.01586952344034334,supported,BG00525,strict
both_flexible_vs_horizon_only,10,-0.07240547945205418,-0.07481671232876644,-0.07032876712328702,contradicted,0.36460609116306075,0.3614854374183644,0.36824864115227074,supported,BG00525,strict
both_flexible_vs_baseline,10,-0.03581369863013667,-0.03750684931506802,-0.03422452054794496,contradicted,0.078324724877266,0.074429726458439,0.08249342145591645,supported,BG00526,strict
both_flexible_vs_reservation_only,10,0.012054794520547595,0.01033424657534204,0.013923424657533953,supported,0.0006848530505130457,-0.0026578498211988085,0.004584516883780143,inconclusive,BG00526,strict
both_flexible_vs_horizon_only,10,-0.03393972602739716,-0.035687671232876784,-0.03203273972602687,contradicted,0.06210802233977899,0.05975384993953608,0.06455170644966554,supported,BG00526,strict
both_flexible_vs_baseline,10,0.0008561643835617305,-0.0024179794520547086,0.004363184931506986,inconclusive,0.03670925781843992,0.03389238376989764,0.03927869105102708,supported,BG00527,strict
both_flexible_vs_reservation_only,10,0.004061643835616446,0.0008356164383561882,0.0069794520547945115,inconclusive,0.0034061680666489847,0.000823966913907238,0.0058423085079685015,inconclusive,BG00527,strict
both_flexible_vs_horizon_only,10,0.0008561643835617305,-0.002363013698630183,0.0043496575342469096,inconclusive,0.03670925781843992,0.03383099726268251,0.0392749853437689,supported,BG00527,strict
both_flexible_vs_baseline,10,-0.0066301369863010825,-0.012082534246574803,-0.0019726027397258873,contradicted,0.0025324814038429565,0.0003607240883086521,0.004828375128631823,inconclusive,BG00528,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00528,strict
both_flexible_vs_horizon_only,10,-0.0066301369863010825,-0.01202842465753386,-0.001821917808218864,contradicted,0.0025324814038429565,0.00034769017943104196,0.004810108069291375,inconclusive,BG00528,strict
both_flexible_vs_baseline,10,-0.022794520547945386,-0.02618510273972634,-0.019513698630137386,contradicted,0.18250321080808604,0.18010755166981426,0.1855817170218313,supported,BG00529,strict
both_flexible_vs_reservation_only,10,0.03781506849315058,0.03308219178082199,0.04252089041095871,supported,0.0029860320319507693,-0.0007762101906415675,0.0063870050259224945,inconclusive,BG00529,strict
both_flexible_vs_horizon_only,10,-0.022794520547945386,-0.026431506849314994,-0.019492636986301496,contradicted,0.18250321080808604,0.18014274538773914,0.1854877109327395,supported,BG00529,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00530,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00530,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00530,strict
both_flexible_vs_baseline,10,0.06329315068493135,0.06061917808219184,0.06598369863013646,supported,0.02413355987996925,0.02243505209764905,0.02590718428107269,supported,BG00531,strict
both_flexible_vs_reservation_only,10,0.06330958904109575,0.060701369863013645,0.06593424657534225,supported,0.024132592324170324,0.022445983056916655,0.025923305125930003,supported,BG00531,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,1.9157400724434392e-05,-5.694472215558286e-05,0.0001045973991355928,inconclusive,BG00531,strict
both_flexible_vs_baseline,10,-0.07119178082191628,-0.07412363013698514,-0.06860273972602612,contradicted,0.18013917485140366,0.17367189815201087,0.18647653189729227,supported,BG00532,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00532,strict
both_flexible_vs_horizon_only,10,-0.07201369863013543,-0.07445239726027261,-0.06965753424657392,contradicted,0.14959631919921956,0.141878496482559,0.1572871965226792,supported,BG00532,strict
both_flexible_vs_baseline,10,-0.0007762557077625965,-0.003954566210045877,0.0021463470319634474,inconclusive,0.002461103684593069,-0.00014805530899175118,0.005149266455805844,inconclusive,BG00533,strict
both_flexible_vs_reservation_only,10,-0.0007762557077625965,-0.0038175799086758253,0.002091552511415723,inconclusive,0.002448683304797877,-0.00014322387618240082,0.005065465990721588,inconclusive,BG00533,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00533,strict
both_flexible_vs_baseline,10,-0.003931506849315136,-0.006520547945205449,-0.0015614726027397762,inconclusive,0.1486477383716063,0.14540787809542996,0.15169979342519568,supported,BG00534,strict
both_flexible_vs_reservation_only,10,0.01774657534246584,0.015205308219178253,0.020178253424657917,supported,0.0005578540764174412,-0.0010831859999641826,0.0021552892469698603,inconclusive,BG00534,strict
both_flexible_vs_horizon_only,10,-0.003931506849315136,-0.006493150684931505,-0.001643835616438678,inconclusive,0.1486477383716063,0.14555322636471865,0.15182510572330185,supported,BG00534,strict
both_flexible_vs_baseline,10,-0.00027397260273978043,-0.0030867579908675394,0.002009589041095676,inconclusive,0.003516263110908302,-0.0016339718218362734,0.0084835969392127,inconclusive,BG00535,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00535,strict
both_flexible_vs_horizon_only,10,-0.00027397260273978043,-0.0032876712328766596,0.0020278538812784313,inconclusive,0.003516263110908302,-0.001489614340055085,0.008451426197444155,inconclusive,BG00535,strict
both_flexible_vs_baseline,10,0.0011232876712328865,-0.0009660958904106091,0.0030068493150683514,inconclusive,0.004197674005438468,-0.0001640561222041821,0.00859367862061226,inconclusive,BG00536,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00536,strict
both_flexible_vs_horizon_only,10,0.0028630136986302125,0.0013970890410958104,0.004335787671233238,inconclusive,0.001880172220920484,-0.001689923839450036,0.0053870197121722915,inconclusive,BG00536,strict
both_flexible_vs_baseline,10,-0.05361095890410913,-0.05509602739725982,-0.05214232876712289,contradicted,0.14857507213518104,0.14377111179310004,0.15336055428445008,supported,BG00537,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00537,strict
both_flexible_vs_horizon_only,10,-0.05361095890410913,-0.05506849315068465,-0.05217534246575325,contradicted,0.14857507213518104,0.14376890022818256,0.1532232172814369,supported,BG00537,strict
both_flexible_vs_baseline,10,-0.015707762557077766,-0.018009132420091632,-0.013205251141552582,contradicted,0.01635896370348683,0.01235823282910451,0.02007463093633998,supported,BG00538,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00538,strict
both_flexible_vs_horizon_only,10,-0.01602739726027418,-0.01851164383561676,-0.013378995433790042,contradicted,0.015136587262303181,0.012050653744350649,0.018186462827857765,supported,BG00538,strict
both_flexible_vs_baseline,10,-0.02979452054794419,-0.03334246575342341,-0.02624623287671104,contradicted,0.01769517458245291,0.014335918834672732,0.021432849999906703,supported,BG00539,strict
both_flexible_vs_reservation_only,10,-0.005849315068493022,-0.010136986301369855,-0.0014246575342464754,contradicted,0.002169401570989249,-0.003210618429150237,0.007385930387437761,inconclusive,BG00539,strict
both_flexible_vs_horizon_only,10,-0.02979452054794419,-0.03328801369862973,-0.026205479452053634,contradicted,0.01769517458245291,0.01439670580073331,0.0213799054647556,supported,BG00539,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00540,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00540,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00540,strict
both_flexible_vs_baseline,10,-0.05,-0.05361010273972607,-0.04693150684931497,contradicted,0.17741726298840613,0.17469695394990742,0.18010137789788785,supported,BG00541,strict
both_flexible_vs_reservation_only,10,0.0031164383561644417,-0.001445376712329006,0.00707534246575351,inconclusive,0.0016120132046844927,-0.0013012452581595152,0.004082922200367489,inconclusive,BG00541,strict
both_flexible_vs_horizon_only,10,-0.05252054794520537,-0.05657568493150689,-0.04897226027397213,contradicted,0.1540173138990938,0.1518681894106229,0.1563399043614983,supported,BG00541,strict
both_flexible_vs_baseline,10,-0.05710958904109568,-0.061287671232876616,-0.05256130136986281,contradicted,0.047129126153210535,0.043006339156568596,0.051118954203684244,supported,BG00542,strict
both_flexible_vs_reservation_only,10,0.00016438356164391043,-0.0051236301369862606,0.006083219178082578,inconclusive,0.004389380284711875,1.151340265560713e-05,0.009069717877710432,inconclusive,BG00542,strict
both_flexible_vs_horizon_only,10,-0.052205479452054435,-0.05641130136986261,-0.04760239726027373,contradicted,0.0369754250808942,0.03294997428894,0.041473523494451825,supported,BG00542,strict
both_flexible_vs_baseline,10,0.0013881278538811492,-6.39269406393253e-05,0.002840182648401768,inconclusive,0.0022432139991523936,0.00020304087803499652,0.004826107611519285,inconclusive,BG00543,strict
both_flexible_vs_reservation_only,10,0.0003287671232876987,0.0,0.0009863013698630963,inconclusive,0.0009499865467609836,0.0,0.002849959640282951,inconclusive,BG00543,strict
both_flexible_vs_horizon_only,10,0.0013881278538811492,-2.739726027405659e-05,0.002876940639269491,inconclusive,0.0022432139991523936,0.00022136213550076917,0.004810886277406633,inconclusive,BG00543,strict
both_flexible_vs_baseline,10,-0.054952054794520644,-0.05814383561643842,-0.05135616438356176,contradicted,0.0320119820629841,0.029889977211724567,0.03404914649770669,supported,BG00544,strict
both_flexible_vs_reservation_only,10,-0.0014794520547945166,-0.0037808219178080433,0.0006234589041095995,inconclusive,0.0005431448887924905,-0.0007625808946821651,0.0018047851150584896,inconclusive,BG00544,strict
both_flexible_vs_horizon_only,10,-0.054753424657534314,-0.0580140410958904,-0.05123955479452053,contradicted,0.031869555700653876,0.029926786773656608,0.033902560475031374,supported,BG00544,strict
both_flexible_vs_baseline,10,0.000547945205479472,0.0,0.0016438356164384161,inconclusive,0.0005366834799114262,0.0,0.0016100504397342785,inconclusive,BG00545,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00545,strict
both_flexible_vs_horizon_only,10,0.000547945205479472,0.0,0.0016438356164384161,inconclusive,0.0005366834799114262,0.0,0.0016100504397342785,inconclusive,BG00545,strict
both_flexible_vs_baseline,10,0.0006917808219177646,-0.002280821917808152,0.00378099315068482,inconclusive,0.0021583923233076674,0.000160610176826278,0.00412677825727714,inconclusive,BG00546,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00546,strict
both_flexible_vs_horizon_only,10,0.0006917808219177646,-0.0022123287671233726,0.0037397260273969667,inconclusive,0.0021583923233076674,0.00014407595425046464,0.004142804211766962,inconclusive,BG00546,strict
both_flexible_vs_baseline,10,-8.90410958906851e-05,-0.0038910958904111474,0.0032398972602737685,inconclusive,0.003045613042393691,-0.0008371048898823388,0.007104960420035331,inconclusive,BG00547,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00547,strict
both_flexible_vs_horizon_only,10,-8.90410958906851e-05,-0.004000000000000363,0.0031030821917804726,inconclusive,0.003045613042393691,-0.0008543607385517072,0.007089781768529762,inconclusive,BG00547,strict
both_flexible_vs_baseline,10,0.020840182648401227,0.017871917808218712,0.024128082191780136,supported,0.09724748789021365,0.09432279769424198,0.0998888737619901,supported,BG00548,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00548,strict
both_flexible_vs_horizon_only,10,-0.0005114155251142005,-0.0037264840182645548,0.0027945205479449676,inconclusive,0.09092996734297173,0.08837001572104951,0.09335501267522722,supported,BG00548,strict
both_flexible_vs_baseline,10,-0.0010821917808219506,-0.004136986301369572,0.0018767123287666812,inconclusive,0.0032199654520959744,-0.0018026170165269515,0.007913116288879767,inconclusive,BG00549,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00549,strict
both_flexible_vs_horizon_only,10,-0.0010821917808219506,-0.004109931506849461,0.0020136986301365675,inconclusive,0.0032199654520959744,-0.0018410194647608036,0.008082985292168604,inconclusive,BG00549,strict
both_flexible_vs_baseline,10,0.0009178082191780735,0.0,0.0026986301369862687,inconclusive,0.00029124347798344943,0.0,0.0007576333681117986,inconclusive,BG00550,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00550,strict
both_flexible_vs_horizon_only,10,0.0009178082191780735,0.0,0.0026986301369862687,inconclusive,0.00029124347798344943,0.0,0.0007576333681117986,inconclusive,BG00550,strict
both_flexible_vs_baseline,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00551,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00551,strict
both_flexible_vs_horizon_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00551,strict
both_flexible_vs_baseline,10,-0.0014977168949771747,-0.0030776255707764388,5.4794520548211155e-05,inconclusive,0.0014755562267730338,-0.0025205263512067073,0.005327599104686581,inconclusive,BG00552,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00552,strict
both_flexible_vs_horizon_only,10,-0.0014977168949771747,-0.0030593607305938963,-9.1324200913262e-06,inconclusive,0.0014755562267730338,-0.002405452466927442,0.005300500762828531,inconclusive,BG00552,strict
both_flexible_vs_baseline,10,-0.006991780821917948,-0.01095356164383572,-0.0032438356164385344,contradicted,0.002174415393467044,-0.0023344734262117158,0.006672558490633185,inconclusive,BG00553,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00553,strict
both_flexible_vs_horizon_only,10,-0.006991780821917948,-0.010953424657534145,-0.0034191780821920905,contradicted,0.002174415393467044,-0.0023989504513150773,0.006626844431526359,inconclusive,BG00553,strict
both_flexible_vs_baseline,10,-0.0037351598173516187,-0.005890410958903769,-0.001406392694064084,inconclusive,0.00679900990739638,0.003859533509908831,0.009971451771642333,supported,BG00554,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00554,strict
both_flexible_vs_horizon_only,10,-0.0037351598173516187,-0.005872146118721311,-0.0014429223744293332,inconclusive,0.00679900990739638,0.0038486126436780618,0.010067463005657914,supported,BG00554,strict
both_flexible_vs_baseline,10,-0.04455890410958881,-0.04789068493150649,-0.04146301369862978,contradicted,0.05751447442448837,0.05225661615548611,0.06287664026815146,supported,BG00555,strict
both_flexible_vs_reservation_only,10,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,inconclusive,BG00555,strict
both_flexible_vs_horizon_only,10,-0.044202739726027195,-0.047906849315068216,-0.04052041095890378,contradicted,0.052855168644042924,0.047417960627109054,0.058341191849512294,supported,BG00555,strict
both_flexible_vs_baseline,10,-0.05715068493150548,-0.0628914383561629,-0.05128664383561512,contradicted,0.17786306467572002,0.17670741559630787,0.17922024668213254,supported,BG00556,strict
both_flexible_vs_reservation_only,10,-0.006863013698630094,-0.01132910958904088,-0.002602739726027668,contradicted,0.0013888474886567747,-0.0007000007855172695,0.003474518359526317,inconclusive,BG00556,strict
both_flexible_vs_horizon_only,10,-0.05715068493150548,-0.06269897260273853,-0.0510948630136975,contradicted,0.17786306467572002,0.17672959537294403,0.17927926234017272,supported,BG00556,strict
both_flexible_vs_baseline,10,-0.059704109589040474,-0.06190698630136922,-0.05761630136986239,contradicted,0.12281550076907236,0.11680245524550147,0.12853986667711534,supported,BG00557,strict
both_flexible_vs_reservation_only,10,-0.018487671232876556,-0.02061369863013664,-0.016235616438356727,contradicted,0.0008967293120055508,-0.0022518935842475987,0.003896363026566742,inconclusive,BG00557,strict
both_flexible_vs_horizon_only,10,-0.06078356164383496,-0.06198356164383494,-0.05955054794520462,contradicted,0.12019702280398761,0.11599677338791108,0.1243896363224587,supported,BG00557,strict
both_flexible_vs_baseline,10,-0.022232876712328754,-0.02363698630137003,-0.020712328767123412,contradicted,0.07541951950349114,0.07232584321326388,0.07808235074501435,supported,BG00558,strict
both_flexible_vs_reservation_only,10,0.009726027397260296,0.007102739726027327,0.01223321917808221,supported,0.006352464162461202,0.0036698873257681804,0.009086147793951574,supported,BG00558,strict
