class1_balk_threshold,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
4,29,0.8381849315068494,0.26876579843938897,9782,10920.0,7.909183447665413,8.691229805473128,0.3791900208814155,36396,22595,36396,13801,0,10926,1887,0
4,30,0.8431506849315068,0.2696546052631579,9837,10986.0,7.9411582396174625,8.723985745614035,0.38086622807017545,36480,22586,36480,13894,0,10913,1826,10
4,31,0.8351883561643836,0.2661206661206661,9748,10881.0,8.025718339836821,8.817608517608518,0.3843297843297843,36630,22552,36630,14078,0,10883,1921,0
4,32,0.8385273972602739,0.26675201568969276,9793,10936.0,7.949607473356432,8.739894312486381,0.37892242318587926,36712,22801,36712,13911,0,11125,1881,2
4,33,0.8351883561643836,0.2682383362676056,9751,10896.0,7.915753851634162,8.683703785211268,0.3822073063380282,36352,22458,36352,13894,0,10777,1921,9
4,34,0.8417808219178082,0.26979020594462316,9812,10952.0,7.82525913074425,8.602821083890126,0.381918666996618,36369,22479,36369,13890,0,10809,1854,4
4,35,0.8470890410958904,0.2717806412616424,9892,11030.0,7.890061175636138,8.659999450504163,0.3802236448058906,36397,22558,36397,13839,0,10876,1790,0
4,36,0.8388698630136986,0.2664183973034685,9801,10925.0,7.813877622994181,8.594949440034794,0.3833858867021855,36788,22684,36788,14104,0,10996,1879,8
4,37,0.8413527397260274,0.2699136935847397,9820,10938.0,7.862425255012311,8.638502556209115,0.37485569787257433,36382,22744,36382,13638,0,11054,1866,4
4,38,0.8350171232876712,0.2661827311428883,9754,10897.0,7.921082796931487,8.718507804824801,0.3810173561838227,36644,22682,36644,13962,0,11020,1908,0
4,39,0.8460616438356164,0.26950664084871956,9882,11015.0,7.8563594085903565,8.635476041126898,0.3783783783783784,36667,22793,36667,13874,0,11113,1798,0
4,40,0.8453767123287671,0.2686903823681278,9887,11008.0,7.950929661462901,8.734706633692964,0.38027556594287576,36797,22804,36797,13993,0,11110,1798,9
4,41,0.8440924657534247,0.2680936709549324,9857,10990.0,7.8484208674232425,8.62692088013708,0.3816737835559061,36767,22734,36767,14033,0,11043,1827,7
4,42,0.8404965753424658,0.26662859629085767,9805,10950.0,7.966526093832367,8.745417958340132,0.3809756893457334,36774,22764,36774,14010,0,11096,1855,8
4,43,0.8452054794520548,0.2718232652948792,9868,10997.0,7.800803851419991,8.57956642701705,0.3763325345012809,36303,22641,36303,13662,0,10972,1800,1
4,44,0.8425513698630137,0.26888779473713004,9830,10987.0,7.922918492550394,8.692488648175502,0.3757864215766727,36558,22820,36558,13738,0,11152,1838,0
4,45,0.8368150684931507,0.2677478664142038,9757,10891.0,7.962471920010572,8.726626601904448,0.3769929475041848,36441,22703,36441,13738,0,11028,1918,0
