class1_balk_threshold,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced
5,80,2,18504,12302,6202,18504,0,5968,1030,5298,8.057876768005203,8.930771725032425,0.28631647211413747
5,81,1,18176,10707,7469,18176,0,5196,858,4647,7.9392920519286445,8.768871038732394,0.2556668133802817
5,81,2,18211,12227,5984,18211,0,6044,1006,5168,7.987486709740738,8.834605458239526,0.28378452583603314
5,82,1,18379,10509,7870,18379,0,5049,849,4606,7.828337615377295,8.621633385929593,0.2506121116491648
5,82,2,17984,12078,5906,17984,0,5825,1002,5247,7.754595131644312,8.58663256227758,0.29175934163701067
5,83,1,18093,10498,7595,18093,0,5102,856,4540,7.982282339493237,8.78323108384458,0.25092577239816505
5,83,2,18230,12213,6017,18230,0,5917,1015,5280,7.957094898878244,8.795995611629182,0.2896324739440483
5,84,1,18416,10697,7719,18416,0,5191,844,4661,7.985790408525755,8.813477410947003,0.25309513466550826
5,84,2,18238,12204,6034,18238,0,6020,1033,5148,7.980744018354637,8.83709836604891,0.2822677925211098
5,85,1,18266,10619,7647,18266,0,5129,879,4607,7.904981636688953,8.704040293441366,0.2522172342056279
5,85,2,18105,12074,6031,18105,0,5892,1046,5135,7.833029650488653,8.693068213200773,0.2836233084783209
5,86,1,18169,10504,7665,18169,0,5056,866,4579,7.869573495811119,8.67719742418405,0.2520226759865705
5,86,2,18011,12120,5891,18011,0,5860,989,5265,7.801815181518152,8.641108211648437,0.2923213591693965
5,87,1,18162,10559,7603,18162,0,5132,837,4587,7.989298228998958,8.784054619535294,0.2525602907168814
5,87,2,18031,12122,5909,18031,0,5869,1034,5213,7.954215475994061,8.79130386556486,0.2891131939437635
5,88,1,18060,10580,7480,18060,0,5253,825,4500,7.916351606805293,8.711351052048727,0.24916943521594684
5,88,2,18412,12313,6099,18412,0,5957,1037,5312,7.908551936977179,8.757332174668694,0.28850749511188356
5,89,1,18324,10634,7690,18324,0,5147,804,4682,7.946398344931352,8.744160663610565,0.255511896965728
5,89,2,18233,12169,6064,18233,0,5985,991,5193,7.8993343742296,8.762463664783635,0.28481325069928154
5,90,1,18205,10583,7622,18205,0,5055,824,4699,7.930548993669092,8.743531996704203,0.2581159022246636
5,90,2,18110,12102,6008,18110,0,5928,1010,5162,7.937530986613782,8.783710657095527,0.2850358917725014
5,91,1,18116,10496,7620,18116,0,5083,847,4557,7.931021341463414,8.71191212188121,0.25154559505409585
5,91,2,18116,12283,5833,18116,0,5982,1038,5256,7.876984450052919,8.703687348200486,0.2901302715831309
5,92,1,18250,10709,7541,18250,0,5199,857,4649,7.983845363712765,8.79923287671233,0.25473972602739725
5,92,2,18181,12230,5951,18181,0,6057,998,5171,7.977677841373671,8.827567240525823,0.28441779880094603
5,93,1,18266,10629,7637,18266,0,5153,879,4597,7.935459591683131,8.724406000218986,0.2516697689696704
5,93,2,17842,12027,5815,17842,0,5818,942,5267,7.869377234555583,8.712980607555206,0.29520233157717746
5,94,1,18191,10464,7727,18191,0,5099,825,4540,7.937691131498471,8.77307459732835,0.24957396514760047
5,94,2,18164,12327,5837,18164,0,6037,1009,5279,7.905005272978015,8.744494604712619,0.29062981722087644
5,95,1,18125,10512,7613,18125,0,5087,848,4570,7.981830289193303,8.774675862068966,0.25213793103448273
5,95,2,18337,12182,6155,18337,0,5893,1018,5262,7.892710556558857,8.765174237879696,0.2869607896602498
5,96,1,18154,10579,7575,18154,0,5198,850,4524,8.033557046979865,8.81062024898094,0.24920127795527156
5,96,2,18279,12265,6014,18279,0,5967,1000,5292,7.937056665307787,8.790688768532195,0.2895125553914328
5,97,1,18438,10736,7702,18438,0,5274,822,4634,8.017138599105813,8.803612105434429,0.2513287775246773
5,97,2,18003,12108,5895,18003,0,5866,1033,5202,7.882061446977205,8.74104315947342,0.28895184135977336
5,98,1,18280,10633,7647,18280,0,5249,788,4592,7.978181134204834,8.777625820568927,0.2512035010940919
5,98,2,18063,12138,5925,18063,0,5844,1008,5280,7.8788927335640135,8.74018712284781,0.29231024746719814
5,99,1,18148,10503,7645,18148,0,5069,859,4571,8.12586879939065,8.922636103151863,0.2518734846815076
5,99,2,18352,12165,6187,18352,0,5901,1058,5199,8.047102342786683,8.914886660854403,0.2832933740191805
5,100,1,18260,10478,7782,18260,0,5016,845,4617,7.990265317808742,8.78263964950712,0.25284775465498355
5,100,2,18153,12215,5938,18153,0,5988,1021,5205,7.92705689725747,8.76731118823335,0.28672946620393325
6,1,1,18244,10963,7281,18244,0,5337,860,4764,8.022803977013591,8.902872177154133,0.2611269458452094
6,1,2,18110,12014,6096,18110,0,5936,1026,5051,8.105959713667389,8.964826062948648,0.27890668139149644
6,2,1,18213,10837,7376,18213,0,5252,833,4752,7.960782504383132,8.847361774556635,0.26091253500247075
6,2,2,18162,12092,6070,18162,0,5991,982,5119,8.043334435990738,8.89522079066182,0.2818522189186213
6,3,1,18233,11017,7216,18233,0,5514,830,4670,8.15330852319143,9.012724181429277,0.25612899687380025
6,3,2,18322,12145,6177,18322,0,5964,1048,5132,8.079538904899135,8.986737255758104,0.28010042571771643
6,4,1,18253,11017,7236,18253,0,5310,863,4843,8.02741218117455,8.887251410727004,0.2653262477400975
6,4,2,18079,11992,6087,18079,0,6018,990,4984,8.042278185456972,8.903423861939267,0.27567896454449914
6,5,1,18221,10695,7526,18221,0,5233,817,4644,7.998410472183263,8.88408978651007,0.25487075352615113
6,5,2,18308,12211,6097,18308,0,6000,1006,5205,7.990090901646057,8.85432597771466,0.28430194450513435
6,6,1,18415,10923,7492,18415,0,5377,820,4726,8.133113613476151,9.044854737985338,0.2566386098289438
6,6,2,18436,12247,6189,18436,0,6130,1016,5100,8.182820282518168,9.062974614883922,0.2766326752006943
6,7,1,18311,10955,7356,18311,0,5418,814,4718,8.152441807393885,9.022937032384906,0.25765933045710226
6,7,2,18340,12133,6207,18340,0,5993,1036,5100,8.151157998846122,9.038386041439477,0.2780806979280262
6,8,1,18119,10720,7399,18119,0,5148,842,4727,8.043097014925372,8.905237595893814,0.2608863623820299
6,8,2,18140,11841,6299,18140,0,5752,1045,5042,8.043577400557385,8.923594266813671,0.27794928335170893
6,9,1,18170,10799,7371,18170,0,5293,793,4711,7.912677099731456,8.794331315354981,0.2592735277930655
6,9,2,18220,12130,6090,18220,0,5957,1042,5128,7.9320692497939,8.793194291986827,0.2814489571899012
6,10,1,18223,10897,7326,18223,0,5378,825,4691,8.083233917591997,8.979366734346705,0.2574219393074686
6,10,2,18351,12191,6160,18351,0,6034,1036,5118,8.127963251579034,9.007846983815595,0.27889488311263694
6,11,1,18066,10831,7235,18066,0,5322,810,4684,8.105345766780538,8.969998892948079,0.2592715598361563
6,11,2,18235,12036,6199,18235,0,5869,1028,5133,8.134928547690263,9.014203454894433,0.2814916369618865
6,12,1,18248,10714,7534,18248,0,5257,822,4629,8.006160164271048,8.875876808417361,0.25367163524769837
6,12,2,18305,12101,6204,18305,0,5861,1047,5189,7.981654408726552,8.849986342529364,0.2834744605299099
6,13,1,18318,10996,7322,18318,0,5374,820,4797,8.006456893415788,8.861829894093242,0.2618735669832951
6,13,2,18133,11916,6217,18133,0,5851,950,5110,7.9716347767707285,8.867148293167153,0.2818066508575525
6,14,1,18161,10781,7380,18161,0,5329,845,4606,8.086077358315555,8.9784152855019,0.25362039535267883
6,14,2,18396,12167,6229,18396,0,5945,1020,5200,8.100764362620202,8.984888019134594,0.2826701456838443
6,15,1,18228,10905,7323,18228,0,5429,829,4643,8.122696011004127,8.982225148123765,0.25471801623875356
6,15,2,18458,12218,6240,18458,0,6034,976,5203,8.12170568014405,9.004713403402318,0.28188319427890346
6,16,1,18295,10931,7364,18295,0,5356,889,4685,8.19202268776873,9.050778901339164,0.2560808964197868
6,16,2,18259,12069,6190,18259,0,5971,1004,5093,8.17101665423813,9.060244263103128,0.27893093816747905
6,17,1,18194,10823,7371,18194,0,5276,812,4727,7.932643444516308,8.785093987028691,0.259810926679125
6,17,2,18049,11988,6061,18049,0,5842,1014,5126,7.909242575909243,8.769073078840933,0.2840046539974514
6,18,1,18065,10698,7367,18065,0,5260,844,4594,7.94709291456347,8.816717409355107,0.2543039025740382
6,18,2,18253,12199,6054,18253,0,5971,959,5269,7.90023772440364,8.761573439982469,0.2886648770065195
6,19,1,18246,10907,7339,18246,0,5382,863,4657,8.16631521041533,9.048284555519018,0.25523402389564837
6,19,2,18388,12208,6180,18388,0,6050,1110,5047,8.178735255570118,9.059440939743311,0.27447248205351316
6,20,1,18202,10850,7352,18202,0,5304,809,4724,7.985806451612903,8.849906603669927,0.2595319195692781
6,20,2,18271,11999,6272,18271,0,5868,990,5132,8.000416701391783,8.874774232390127,0.280882272453615
6,21,1,18090,10875,7215,18090,0,5394,818,4663,7.990896551724138,8.866998341625207,0.25776672194582645
6,21,2,18303,12096,6207,18303,0,5894,1035,5167,7.999917328042328,8.892531279025297,0.2823034475222641
6,22,1,18001,10796,7205,18001,0,5298,797,4691,7.957206372730641,8.81201044386423,0.26059663352036
6,22,2,18301,12208,6093,18301,0,6000,1053,5152,7.966497378768021,8.814217802305885,0.28151467132943553
6,23,1,18373,10912,7461,18373,0,5366,911,4631,8.055810117302054,8.943340771784683,0.25205464540358136
6,23,2,18391,12144,6247,18391,0,6004,1029,5098,8.075016469038209,8.950736773421783,0.27720080474144965
6,24,1,18049,10814,7235,18049,0,5386,826,4596,8.20824856667283,9.058008753947588,0.25464014626849135
6,24,2,18400,12158,6242,18400,0,5901,1018,5236,8.070406316828425,8.976521739130435,0.28456521739130436
6,25,1,18508,11121,7387,18508,0,5559,823,4736,8.103947486736804,8.975037821482601,0.25588934514804407
6,25,2,18309,12046,6263,18309,0,5946,980,5116,8.065913996347335,8.974493418537332,0.2794254191927467
6,26,1,18219,10766,7453,18219,0,5291,864,4611,7.996934794724131,8.87908227674406,0.25308743619298535
6,26,2,18123,12134,5989,18123,0,5906,1013,5215,7.990852150980715,8.842686089499532,0.2877558903051371
6,27,1,18208,10761,7447,18208,0,5245,834,4680,8.10026949168293,8.992256151142355,0.2570298769771529
6,27,2,18433,12206,6227,18433,0,6060,1035,5108,8.10920858594134,8.98654586882222,0.27711170183909295
6,28,1,18221,10790,7431,18221,0,5251,831,4704,8.074050046339202,8.940178914439382,0.2581636573184787
6,28,2,18229,12158,6071,18229,0,6020,1015,5120,8.020973844382299,8.888968127708596,0.28087113939327446
6,29,1,18168,10769,7399,18168,0,5326,807,4631,8.069272912990993,8.925858652575958,0.2548987230295024
6,29,2,18311,12063,6248,18311,0,5824,1057,5181,8.012683412086545,8.896346458412976,0.2829446780623669
6,30,1,18315,10964,7351,18315,0,5441,808,4707,8.168642831083545,9.044389844389844,0.257002457002457
6,30,2,18339,12104,6235,18339,0,5940,1064,5099,8.166391275611367,9.05703691586237,0.2780413326789901
6,31,1,18485,11063,7422,18485,0,5462,894,4703,8.197595588899937,9.073410873681363,0.25442250473356776
6,31,2,18090,11957,6133,18090,0,5891,992,5072,8.144936020740989,9.040298507462687,0.28037589828634607
6,32,1,18350,11038,7312,18350,0,5460,860,4713,8.20529081355318,9.092697547683924,0.2568392370572207
6,32,2,18400,12222,6178,18400,0,6123,1064,5033,8.218049419080346,9.110163043478261,0.27353260869565216
6,33,1,18243,10835,7408,18243,0,5331,873,4627,8.14803876326719,9.008770487310201,0.25363152990188015
6,33,2,18231,12003,6228,18231,0,5837,1049,5113,8.067233191702075,8.960068016016676,0.280456365531238
6,34,1,18271,10945,7326,18271,0,5366,832,4743,8.165555047967109,9.022056811340375,0.25959170269826504
6,34,2,18240,12128,6112,18240,0,6036,1017,5073,8.116754617414248,8.993475877192983,0.278125
6,35,1,18339,10882,7457,18339,0,5379,858,4638,8.048796177173314,8.93898249631932,0.2529036479633568
6,35,2,18105,12037,6068,18105,0,5854,1048,5127,8.10326493312287,8.955150510908588,0.2831814415907208
6,36,1,18384,10975,7409,18384,0,5375,838,4757,7.9445102505694765,8.829906440382942,0.25875761531766756
6,36,2,18155,12214,5941,18155,0,6139,1026,5041,8.029883739970526,8.872266593225007,0.27766455521894795
6,37,1,18191,10968,7223,18191,0,5382,876,4709,8.105488694383661,8.977681270958167,0.25886427354186137
6,37,2,18269,12191,6078,18269,0,6096,976,5116,8.0970387991141,8.980130275329794,0.2800372215227982
6,38,1,18151,10714,7437,18151,0,5222,833,4654,8.091749113309689,8.956421133821827,0.2564046058068426
6,38,2,18451,12226,6225,18451,0,6021,1015,5183,8.045231473908064,8.922118042382527,0.28090618394666955
6,39,1,18457,11052,7405,18457,0,5419,856,4765,8.16558089033659,9.049141247223275,0.2581676328764155
6,39,2,18285,12003,6282,18285,0,5933,994,5070,8.13638257102391,9.054197429587093,0.27727645611156687
6,40,1,18061,10875,7186,18061,0,5354,830,4689,8.061333333333334,8.936659099717623,0.25962017606998505
6,40,2,18134,12099,6035,18134,0,5960,999,5137,8.084056533597819,8.963438844160141,0.2832800264696151
6,41,1,18209,10794,7415,18209,0,5220,836,4734,7.893922549564573,8.77950464056236,0.2599813279147674
6,41,2,18190,12029,6161,18190,0,5922,1014,5082,7.963006068667387,8.81588785046729,0.2793842770753161
6,42,1,18356,10885,7471,18356,0,5350,838,4691,8.059163987138264,8.922913488777512,0.2555567661799956
6,42,2,18063,11977,6086,18063,0,5841,1003,5129,7.983885781080404,8.868737197586226,0.2839506172839506
6,43,1,18279,10995,7284,18279,0,5492,825,4672,8.073578899499772,8.947426007987309,0.2555938508671153
6,43,2,18375,12199,6176,18375,0,6018,1024,5149,8.010820559062218,8.911836734693878,0.2802176870748299
6,44,1,18192,10797,7395,18192,0,5368,853,4571,8.150134296563861,8.998900615655232,0.251264291996482
6,44,2,18509,12272,6237,18509,0,6011,1009,5243,8.039846805736635,8.93608514776595,0.2832675995461667
6,45,1,18213,10821,7392,18213,0,5337,860,4618,8.164864615100267,9.050293746225224,0.2535551529127546
6,45,2,18593,12245,6348,18593,0,6042,1005,5192,8.19011841567987,9.081858764050986,0.2792448771042866
6,46,1,18418,10933,7485,18418,0,5314,834,4784,8.07024604408671,8.960039092192421,0.259745900749267
6,46,2,18363,12141,6222,18363,0,6080,941,5114,8.032452022073965,8.928279692860643,0.2784947993247291
6,47,1,18282,10845,7437,18282,0,5325,826,4692,8.106592899953895,8.979542719614921,0.2566458811946177
6,47,2,18294,12110,6184,18294,0,5959,1025,5123,8.077291494632535,8.955941838854269,0.28003717065704603
6,48,1,18169,10904,7265,18169,0,5323,844,4735,8.11124358033749,8.977268974627112,0.2606087291540536
6,48,2,18243,11992,6251,18243,0,5895,977,5118,8.129169446297531,9.013703886422189,0.28054596283506
6,49,1,18079,10860,7219,18079,0,5248,887,4724,7.934622467771639,8.798495492007302,0.26129763814370266
6,49,2,18145,11987,6158,18145,0,5916,985,5084,7.971802786351881,8.837090107467622,0.28018737944337285
6,50,1,18236,10906,7330,18236,0,5359,866,4680,8.10847240051348,8.965946479491116,0.2566352270234701
6,50,2,18343,12104,6239,18343,0,5966,1008,5125,8.030485789821547,8.921986588889494,0.2793981355285395
6,51,1,18178,10858,7320,18178,0,5316,811,4724,8.09062442438755,8.97199911981516,0.2598745736604687
6,51,2,18367,12124,6243,18367,0,5975,1046,5099,8.053447707027384,8.95410246637992,0.27761746610769317
6,52,1,18110,10799,7311,18110,0,5270,835,4693,7.954069821279748,8.795692987299834,0.25913859745996687
6,52,2,18265,12132,6133,18265,0,5980,1006,5142,7.944444444444445,8.79835751437175,0.281522036682179
6,53,1,18354,10908,7446,18354,0,5358,869,4680,8.101851851851851,8.95428789364716,0.2549852893102321
6,53,2,18264,12038,6226,18264,0,5910,1021,5106,8.003405881375643,8.897777047744196,0.2795663600525624
6,54,1,18395,10997,7398,18395,0,5351,856,4788,8.057924888605983,8.950203859744496,0.2602881217722207
6,54,2,18085,11956,6129,18085,0,5931,976,5047,8.124038139846103,8.996848216754216,0.2790710533591374
6,55,1,18495,11045,7450,18495,0,5450,858,4737,8.19275690357628,9.05271695052717,0.2561232765612328
6,55,2,18315,12079,6236,18315,0,6003,1031,5045,8.123189005712394,9.02899262899263,0.27545727545727544
6,56,1,18042,10822,7220,18042,0,5324,816,4676,8.094344853077065,8.958984591508703,0.25917304068285113
6,56,2,18473,12204,6269,18473,0,6018,1020,5157,8.063012127171419,8.948844259189087,0.27916418556812644
6,57,1,18084,10801,7283,18084,0,5314,801,4686,7.974169058420516,8.857940721079407,0.2591240875912409
6,57,2,18266,12181,6085,18266,0,5968,1000,5213,7.998768574008702,8.86702069418592,0.28539362750465347
6,58,1,18061,10794,7267,18061,0,5237,841,4714,7.977024272744117,8.82653230718122,0.26100437406566634
6,58,2,18138,12019,6119,18138,0,5886,998,5134,7.975538730343622,8.83261660602051,0.2830521556952255
6,59,1,18183,10792,7391,18183,0,5177,857,4757,7.915492957746479,8.792773469724468,0.26161799483033604
6,59,2,18068,12033,6035,18068,0,5947,1030,5053,7.949804703731405,8.801970334292673,0.2796657073278725
6,60,1,18084,10911,7173,18084,0,5336,852,4715,8.115846393547796,8.981143552311435,0.26072771510727716
6,60,2,18343,12268,6075,18343,0,6158,1027,5075,8.087137267688295,8.968979992367661,0.2766723000599684
6,61,1,18239,10815,7424,18239,0,5247,857,4706,8.018307905686546,8.895937277263007,0.2580185317177477
6,61,2,18132,11982,6150,18132,0,5868,1030,5083,8.01352028042063,8.893006838738142,0.2803331127288771
6,62,1,18294,10914,7380,18294,0,5420,884,4606,8.077789994502474,8.947578441018914,0.25177653875587624
6,62,2,18346,12225,6121,18346,0,6020,1018,5182,8.019222903885481,8.90733674915513,0.2824593916930121
6,63,1,18076,10696,7380,18076,0,5246,840,4606,8.053945400149589,8.935217968577119,0.2548130117282585
6,63,2,18334,12118,6216,18334,0,5876,1095,5140,8.122462452549925,8.974910003272608,0.28035344169302934
6,64,1,18239,10835,7404,18239,0,5267,862,4704,7.936317489616982,8.82943143812709,0.257908876583146
6,64,2,18047,11885,6162,18047,0,5778,1112,4994,8.029785443836769,8.887571341497202,0.2767218928353743
6,65,1,18117,10821,7296,18117,0,5439,802,4571,8.225025413547732,9.075509190263288,0.2523044654192195
6,65,2,18578,12392,6186,18578,0,6087,1026,5274,8.087959974176888,8.97814619442351,0.28388416406502315
6,66,1,18047,10695,7352,18047,0,5242,827,4619,8.070874240299204,8.940710367374079,0.2559428159804954
6,66,2,18194,12126,6068,18194,0,5898,958,5268,8.03142008906482,8.892876772562383,0.2895460041772013
6,67,1,18318,10811,7507,18318,0,5308,832,4670,7.969013042271761,8.850038213778797,0.2549404956873021
6,67,2,18195,12083,6112,18195,0,5900,1043,5140,7.958205743606721,8.815553723550426,0.28249519098653475
6,68,1,18096,10639,7457,18096,0,5213,821,4604,8.027634176144375,8.900972590627763,0.25442086648983203
6,68,2,18505,12253,6252,18505,0,5995,1068,5188,7.9634375255039584,8.837071061875168,0.2803566603620643
6,69,1,18340,11074,7266,18340,0,5475,834,4765,8.055625790139064,8.902071973827699,0.25981461286804797
6,69,2,18148,11923,6225,18148,0,5840,1016,5065,8.039671223685314,8.9320035265594,0.27909411505400045
6,70,1,18330,10900,7430,18330,0,5344,833,4719,8.012660550458715,8.898908892525913,0.2574468085106383
6,70,2,18318,12182,6136,18318,0,6073,964,5145,7.964866196026925,8.850092804891364,0.2808712741565673
6,71,1,18322,10820,7502,18322,0,5303,826,4690,8.037892791127542,8.92146053924244,0.2559764217880144
6,71,2,18149,11986,6163,18149,0,5836,1027,5122,7.941348239612882,8.836795415725385,0.2822194060278803
6,72,1,18424,10905,7519,18424,0,5424,826,4653,8.084089867033471,8.952290490664351,0.25255102040816324
6,72,2,18380,12148,6232,18380,0,5949,1051,5146,8.039677313137965,8.93411316648531,0.27997823721436343
6,73,1,18058,10754,7304,18058,0,5246,844,4660,7.9635484470894555,8.815760327832539,0.2580573706944291
6,73,2,18174,12064,6110,18174,0,5904,1003,5157,7.927304376657825,8.784637394079454,0.28375701551667215
6,74,1,18144,10971,7173,18144,0,5409,818,4740,8.10299881505788,8.943783068783068,0.2612433862433862
6,74,2,18157,12109,6048,18157,0,5990,1027,5089,8.084317449830705,8.95616015861651,0.28027757889519195
6,75,1,18044,10697,7347,18044,0,5150,786,4759,7.918949238104141,8.780758146752383,0.263744180891155
6,75,2,18213,12159,6054,18213,0,6008,1035,5114,7.922937741590592,8.757975072750233,0.2807884478120024
6,76,1,18061,10798,7263,18061,0,5308,827,4653,8.118355250972403,8.970876474170865,0.257626930956204
6,76,2,18395,12157,6238,18395,0,5947,1074,5122,8.06448959447232,8.94982332155477,0.2784452296819788
6,77,1,18204,10856,7348,18204,0,5340,843,4673,8.08382461311717,8.942155570204351,0.2567018237749945
6,77,2,18096,12122,5974,18096,0,5946,1007,5167,7.974344167629104,8.85422192749779,0.28553271441202477
6,78,1,18196,10741,7455,18196,0,5142,845,4751,7.90270924494926,8.812156517916026,0.26110134095405585
6,78,2,18187,12115,6072,18187,0,6059,1023,5031,7.969872059430458,8.82960356298455,0.27662616154395997
6,79,1,18427,11016,7411,18427,0,5421,821,4770,8.036129266521423,8.948933629999457,0.2588592825744831
6,79,2,18097,12116,5981,18097,0,6013,1019,5082,8.149554308352592,8.997071337790794,0.28082002541857765
6,80,1,18112,10882,7230,18112,0,5353,855,4670,8.117349751883845,8.979350706713781,0.25784010600706714
6,80,2,18178,12101,6077,18178,0,5938,1032,5126,8.074952483265847,8.957421058422268,0.2819892177357245
6,81,1,18209,10868,7341,18209,0,5341,869,4656,8.110967979389033,9.000659014772914,0.25569773189082323
6,81,2,18305,12207,6098,18305,0,6049,1002,5154,8.146227574342591,9.012400983337885,0.2815624146408085
6,82,1,18529,10920,7609,18529,0,5388,827,4701,7.9844322344322345,8.869987587025744,0.25371039991364885
6,82,2,18084,12016,6068,18084,0,5866,998,5145,8.005492676431425,8.866235346162354,0.2845056403450564
6,83,1,18262,10847,7415,18262,0,5329,803,4713,8.193970683138195,9.080275982915344,0.2580768809549885
6,83,2,18518,12232,6286,18518,0,6083,1015,5130,8.15238718116416,9.043795226266335,0.27702775677718977
6,84,1,18203,10874,7329,18203,0,5340,883,4648,8.085249218318927,8.972641872218865,0.2553425259572598
6,84,2,18202,12102,6100,18202,0,5933,1024,5140,8.058750619732276,8.94407207999121,0.2823865509284694
6,85,1,18218,11011,7207,18218,0,5395,861,4752,8.036236490781945,8.915523109013064,0.26084092655615326
6,85,2,18234,11977,6257,18234,0,5913,993,5066,8.07547799949904,8.964078095864869,0.2778326203795108
6,86,1,18538,11059,7479,18538,0,5455,850,4744,8.091690026222986,8.947405329593268,0.25590678606106376
6,86,2,18166,11975,6191,18166,0,5883,1003,5084,8.029060542797495,8.921887041726302,0.27986348122866894
6,87,1,18140,10777,7363,18140,0,5223,853,4700,7.979678945903313,8.863506063947078,0.25909592061742004
6,87,2,18275,12108,6167,18275,0,5993,1016,5097,8.025107367030063,8.889630642954856,0.27890560875513
6,88,1,18356,11018,7338,18356,0,5440,821,4755,8.078417135596297,8.963336238831989,0.25904336456744387
6,88,2,18405,12255,6150,18405,0,6134,991,5126,8.096368829049368,8.981418092909536,0.27851127411029614
6,89,1,17967,10688,7279,17967,0,5194,846,4646,7.991205089820359,8.87677408582401,0.25858518394834973
6,89,2,18505,12328,6177,18505,0,6144,1048,5133,8.009409474367294,8.875330991623885,0.2773844906781951
6,90,1,18258,10893,7365,18258,0,5370,819,4704,8.142017809602496,8.987402782341986,0.2576404863621426
6,90,2,18196,11975,6221,18196,0,5836,951,5188,8.027974947807934,8.931963068806331,0.2851176082655529
6,91,1,18069,10763,7306,18069,0,5244,838,4677,8.022763170119855,8.889921965797775,0.25884110908185287
6,91,2,18284,12159,6125,18284,0,6000,1032,5121,8.014063656550704,8.886129949682783,0.28008094508860204
6,92,1,18467,11006,7461,18467,0,5485,828,4691,8.123205524259495,9.004115449179618,0.2540206855471923
6,92,2,18342,12193,6149,18342,0,6047,1018,5126,8.138276060034446,9.020553919965108,0.27946788790753463
6,93,1,18111,10762,7349,18111,0,5227,872,4662,7.9351421668834785,8.80089448401524,0.25741262216332617
6,93,2,18017,11977,6040,18017,0,5843,1059,5074,8.012106537530267,8.847754898151745,0.28162291169451076
6,94,1,18229,10937,7292,18229,0,5335,886,4716,8.011246228399013,8.85731526688244,0.2587086510505239
6,94,2,18182,11887,6295,18182,0,5792,1032,5062,7.975603600572054,8.873171268287317,0.27840721592784073
6,95,1,18212,10881,7331,18212,0,5234,849,4797,8.095119933829611,8.973808477926642,0.2633977597188667
6,95,2,18242,12052,6190,18242,0,6009,995,5048,8.09459010952539,8.983225523517158,0.2767240434162921
6,96,1,18250,10905,7345,18250,0,5327,802,4773,8.011737734983953,8.904657534246576,0.26153424657534247
6,96,2,18111,12091,6020,18111,0,5982,1007,5102,8.098751137209495,8.950140798409807,0.2817072497377284
6,97,1,18046,10739,7307,18046,0,5231,859,4649,8.096657044417544,8.969633159702981,0.2576194170453286
6,97,2,18256,12129,6127,18256,0,5942,1083,5103,8.104130596092011,8.97299517966696,0.27952453987730064
6,98,1,18171,10797,7374,18171,0,5335,813,4647,8.020098175419099,8.902592042265148,0.2557371636123493
6,98,2,18072,12061,6011,18072,0,5840,1061,5152,8.08697454605754,8.93680832226649,0.28508189464364764
6,99,1,18038,10584,7454,18038,0,5110,821,4652,7.907123960695389,8.795542743097904,0.25789998891229626
6,99,2,18161,12125,6036,18161,0,5904,1053,5164,7.9651134020618555,8.813116017840427,0.28434557568415836
6,100,1,18297,10856,7441,18297,0,5248,871,4734,7.983695652173913,8.877466251298028,0.2587309394982784
6,100,2,18151,12081,6070,18151,0,5993,993,5091,8.029964406919957,8.881989973004242,0.2804804143022423
7,1,1,18002,11060,6942,18002,0,5434,833,4789,8.048010849909584,8.977169203421843,0.26602599711143204
7,1,2,18197,11932,6265,18197,0,5885,996,5050,8.09755279919544,8.993625322855415,0.2775182722426774
7,2,1,18337,11326,7011,18337,0,5666,874,4777,8.203955500618047,9.101543327698097,0.260511534056825
7,2,2,18274,11949,6325,18274,0,5923,952,5069,8.157335341869613,9.076392689066433,0.27738863959724197
7,3,1,18142,11155,6987,18142,0,5541,868,4737,8.181891528462574,9.097729026568185,0.2611068239444383
7,3,2,18468,12221,6247,18468,0,6152,989,5075,8.213321332133214,9.104667533030106,0.2747996534546242
7,4,1,18294,11265,7029,18294,0,5636,901,4726,8.289924545051043,9.206679785722095,0.25833606646988083
7,4,2,18422,12191,6231,18422,0,6141,982,5068,8.299729308506276,9.200901096515036,0.2751058516990555
7,5,1,18459,11270,7189,18459,0,5626,901,4743,8.122981366459628,9.03710926919118,0.2569478303266699
7,5,2,18159,11814,6345,18159,0,5778,936,5097,8.03927543592348,8.97703618040641,0.28068726251445564
7,6,1,18097,11054,7043,18097,0,5475,877,4697,8.27239008503709,9.197933359120297,0.2595457810686854
7,6,2,18580,12269,6311,18580,0,6165,1012,5087,8.269948651071807,9.173842841765339,0.273789020452099
7,7,1,18315,11248,7067,18315,0,5621,876,4748,8.247599573257467,9.185094185094185,0.2592410592410592
7,7,2,18334,11986,6348,18334,0,5943,959,5079,8.225846821291507,9.170230173448239,0.27702628995309264
7,8,1,18076,11012,7064,18076,0,5400,874,4723,8.271976026153288,9.199601681788007,0.26128568267315777
7,8,2,18625,12146,6479,18625,0,6049,968,5121,8.258768318788078,9.179328859060403,0.2749530201342282
7,9,1,18226,11195,7031,18226,0,5558,837,4797,8.107994640464494,9.042521672336223,0.2631954350927247
7,9,2,18361,12018,6343,18361,0,5976,981,5051,8.164170411050092,9.065464843962747,0.2750939491313109
7,10,1,18191,11125,7066,18191,0,5395,862,4864,8.008898876404494,8.940410092903084,0.2673849705898521
7,10,2,18035,11849,6186,18035,0,5887,948,5005,8.066925478943372,8.95431106182423,0.2775159412253951
