hypothesis,background_id,stage1_classification,selection_reason,source_scenario_ids,scenario_type,rho,demand_regime,class1_share,slots_per_day,horizon_class1,horizon_class2,cancel_class2_background,n_paired_seeds,delta_class1_served_rate,delta_class1_served_rate_ci_low,delta_class1_served_rate_ci_high,class1_served_component,delta_class2_served_rate,delta_class2_served_rate_ci_low,delta_class2_served_rate_ci_high,delta_mean_offered_delay,delta_mean_offered_delay_ci_low,delta_mean_offered_delay_ci_high,offered_delay_component,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,class1_served_monotonic_fraction,offered_delay_monotonic_fraction,cancel_class1,cancel_class2,n_supported_targets,n_reversed_targets,n_inconclusive_targets,n_inactive_targets,n_loss_matched_targets,failure_component,lambda_total,lambda_class1,lambda_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,valid_h5_steps,n_active_primary_comparisons,n_supported_primary_comparisons,n_reversed_primary_comparisons,n_strong_selection_primary_comparisons,valid_h6_thresholds,n_transitions,n_exposed_transitions,spearman_bucket_mass_vs_jump,median_bucket_mass,largest_jump_lower_threshold,largest_jump_higher_threshold,largest_jump_bucket_delay,largest_jump_bucket_mass,largest_absolute_served_rate_jump,largest_jump_material,largest_jump_in_upper_mass_half,valid_h7_gaps,n_active_gaps,n_supported_gap_comparisons,n_reversed_gap_comparisons,n_inconclusive_gap_comparisons,n_complete_paired_seeds,average_pre_minus_post_absolute_served_gap,average_pre_minus_post_absolute_served_gap_ci_low,average_pre_minus_post_absolute_served_gap_ci_high,start_within_step,start_post_gap,baseline_class1_low,baseline_class1_high,baseline_class2_low,baseline_class2_high,mean_class1_low_regime_offer_share,mean_class1_high_regime_offer_share,mean_class2_high_regime_offer_share,exposure_active,delta_step_effect,delta_step_effect_ci_low,delta_step_effect_ci_high,absolute_step_effect,delta_gap_effect,delta_gap_effect_ci_low,delta_gap_effect_ci_high,absolute_gap_effect,absolute_effect_difference,absolute_effect_difference_ci_low,absolute_effect_difference_ci_high,share_seeds_gap_effect_larger,baseline_equal_noshow_high,mean_class1_arrivals,mean_class2_arrivals,estimated_class1_post_threshold_accepted_share,estimated_class2_post_threshold_accepted_share,mean_absolute_common_utilization_effect,mean_absolute_gap_utilization_effect,common_minus_gap_utilization_effect,common_minus_gap_utilization_effect_ci_low,common_minus_gap_utilization_effect_ci_high,mean_absolute_common_served_gap_effect,mean_absolute_between_gap_effect,gap_minus_common_served_gap_effect,gap_minus_common_served_gap_effect_ci_low,gap_minus_common_served_gap_effect_ci_high,utilization_component,served_gap_component
H7,H7B0133,reversed,stage1_reversed,S101,sobol_symmetric,3.1,,0.1,64.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,198.4,19.840000000000003,178.56,4.0,4.0,0.1,0.1,0.7,0.7,4.0,4.0,0.3,0.3,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,5.0,0.0,20.0,-0.0481378854650384,-0.0491964463274262,-0.0470793246026506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0164,reversed,stage1_reversed,S132,sobol_symmetric,4.0,,0.7,64.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,256.0,179.2,76.80000000000001,6.0,6.0,0.1,0.1,0.7,0.7,9.0,9.0,0.0,0.0,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,1.0,4.0,0.0,20.0,-0.0158100073912221,-0.0167768676932412,-0.014843147089203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0165,reversed,stage1_reversed,S133,sobol_symmetric,3.1,,0.5,32.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,99.2,49.6,49.6,4.0,4.0,0.1,0.1,0.3,0.3,4.0,4.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0090449255409055,-0.0105782113016011,-0.0075116397802099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0184,reversed,stage1_reversed,S152,sobol_symmetric,2.0,,0.7,16.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,32.0,22.4,9.6,4.0,4.0,0.0,0.0,0.5,0.5,4.0,4.0,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,2.0,3.0,20.0,-0.0057660183735381,-0.0085960143783967,-0.0029360223686795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0275,reversed,stage1_reversed,X023,asymmetric_stress,3.1,,0.9,32.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,99.2,89.28,9.919999999999998,4.0,6.0,0.3,0.3,0.5,0.5,9.0,9.0,0.5,0.5,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0153605233850512,-0.0173545806767453,-0.0133664660933571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0277,reversed,stage1_reversed,X025,asymmetric_stress,1.25,,0.1,32.0,14.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,40.0,4.0,36.0,4.0,6.0,0.0,0.0,0.7,0.7,12.0,12.0,0.5,0.3,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,3.0,2.0,20.0,-0.2121616887950433,-0.2176605097133962,-0.2066628678766904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0278,reversed,stage1_reversed,X026,asymmetric_stress,3.1,,0.7,32.0,28.0,14.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,99.2,69.44,29.760000000000005,6.0,6.0,0.5,0.5,0.7,0.7,6.0,6.0,0.0,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0498273778358036,-0.0526026618289002,-0.0470520938427071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0281,reversed,stage1_reversed,X030,asymmetric_stress,4.0,,0.9,64.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,256.0,230.4,25.599999999999994,9.0,9.0,0.0,0.0,0.5,0.5,6.0,6.0,0.3,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,5.0,0.0,20.0,-0.0450263590976605,-0.0459479269376697,-0.0441047912576513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0310,reversed,stage1_reversed,X064,asymmetric_stress,4.0,,0.7,16.0,7.0,7.0,,,,,,,,,,,,,,,,,,,0.3,0.5,,,,,,average_pre_minus_post_effect_reversed,64.0,44.8,19.200000000000003,4.0,4.0,0.3,0.3,0.5,0.5,4.0,4.0,0.7,0.3,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0183078560579446,-0.0200038325030483,-0.0166118796128408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0317,reversed,stage1_reversed,X071,asymmetric_stress,1.25,,0.3,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,20.0,6.0,14.0,6.0,6.0,0.1,0.1,0.3,0.3,6.0,6.0,0.7,0.5,0.7,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0753477308772721,-0.0799061878658147,-0.0707892738887295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0329,reversed,stage1_reversed,X085,asymmetric_stress,2.0,,0.3,16.0,14.0,21.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,32.0,9.6,22.4,4.0,9.0,0.0,0.0,0.1,0.1,6.0,6.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,0.05;0.10,2.0,0.0,2.0,0.0,20.0,-0.0110941234484229,-0.0148743210229191,-0.0073139258739268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0332,reversed,stage1_reversed,X089,asymmetric_stress,4.0,,0.3,64.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,256.0,76.8,179.2,4.0,4.0,0.0,0.0,0.7,0.7,12.0,12.0,0.3,0.3,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,5.0,0.0,20.0,-0.0283401582031084,-0.0291091682925995,-0.0275711481136174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0344,reversed,stage1_reversed,X101,asymmetric_stress,3.1,,0.9,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,49.6,44.64,4.959999999999999,12.0,12.0,0.1,0.1,0.7,0.7,12.0,12.0,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,5.0,0.0,20.0,-0.060617380411339,-0.0627445688908785,-0.0584901919317995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0353,reversed,stage1_reversed,X111,asymmetric_stress,4.0,,0.5,32.0,14.0,14.0,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,average_pre_minus_post_effect_reversed,128.0,64.0,64.0,4.0,6.0,0.0,0.0,0.7,0.7,6.0,12.0,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,1.0,4.0,0.0,20.0,-0.0039878567401979,-0.0049222448517635,-0.0030534686286322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0362,reversed,stage1_reversed,X120,asymmetric_stress,3.1,,0.5,32.0,14.0,21.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,average_pre_minus_post_effect_reversed,99.2,49.6,49.6,4.0,4.0,0.5,0.5,0.7,0.7,4.0,4.0,0.3,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.05;0.10;0.20,3.0,0.0,3.0,0.0,20.0,-0.0606872857992019,-0.0626709066056009,-0.0587036649928029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0364,reversed,stage1_reversed,X122,asymmetric_stress,2.0,,0.7,64.0,28.0,28.0,,,,,,,,,,,,,,,,,,,0.1,0.0,,,,,,average_pre_minus_post_effect_reversed,128.0,89.6,38.400000000000006,9.0,9.0,0.0,0.0,0.5,0.5,9.0,12.0,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10;0.20;0.30;0.50,5.0,0.0,5.0,0.0,20.0,-0.0824854702849591,-0.0837297573375387,-0.0812411832323794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7,H7B0366,reversed,stage1_reversed,X124,asymmetric_stress,3.1,,0.9,64.0,14.0,28.0,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,average_pre_minus_post_effect_reversed,198.4,178.56,19.84,12.0,12.0,0.0,0.0,0.1,0.1,9.0,9.0,0.0,0.0,0.7,0.7,,,,,,,,,,,,,,,,,,0.05;0.10,2.0,0.0,2.0,0.0,20.0,-0.0157929169968482,-0.0182374757324313,-0.013348358261265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H8,H8B0007,reversed,stage1_reversed,A007,anchor,2.0,,0.3,16.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,within_class_effect_larger,32.0,9.6,22.4,9.0,9.0,0.4,0.0,0.5,0.4,6.0,6.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.4,0.5,0.0,0.4,0.944090248817842,0.0559097511821579,0.0429519144542659,True,0.0359496197610657,0.031717362957412,0.0401818765647195,0.0359496197610657,-0.0014347705051647,-0.0065182089803256,0.0036486679699962,0.0084070199349354,-0.0275425998261303,-0.0327663257136549,-0.0223188739386057,0.0,,,,,,,,,,,,,,,,,
H8,H8B0012,reversed,stage1_reversed,A012,anchor,3.1,,0.3,64.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,within_class_effect_larger,198.4,59.52,138.88,9.0,9.0,0.3,0.0,0.5,0.4,6.0,6.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.3,0.5,0.0,0.4,0.3144036006554658,0.6855963993445343,0.6750511602720866,True,0.0152907272622912,0.0137167501557871,0.0168647043687953,0.0152907272622912,-0.0078430629743179,-0.0094082743868582,-0.0062778515617776,0.0078430629743179,-0.0074476642879733,-0.0101722447925114,-0.0047230837834351,0.15,,,,,,,,,,,,,,,,,
H8,H8B0013,reversed,stage1_reversed,A013,anchor,4.0,,0.5,16.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,within_class_effect_larger,64.0,32.0,32.0,9.0,9.0,0.3,0.0,0.5,0.3,6.0,6.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.3,0.5,0.0,0.3,0.3216717858727745,0.6783282141272254,0.6606248398543949,True,0.009980600344768,0.0079753462532757,0.0119858544362602,0.009980600344768,-0.0045637621625299,-0.0068413324074264,-0.0022861919176334,0.0054765833281582,-0.0045040170166097,-0.0079444593726195,-0.0010635746605998,0.25,,,,,,,,,,,,,,,,,
H8,H8B0014,reversed,stage1_reversed,A014,anchor,4.0,,0.7,32.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,within_class_effect_larger,128.0,89.6,38.400000000000006,9.0,9.0,0.3,0.0,0.5,0.2,6.0,6.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.3,0.5,0.0,0.2,0.3313647659357596,0.6686352340642404,0.6525385994798134,True,0.0063552302704003,0.0052619696316432,0.0074484909091575,0.0063552302704003,-0.00236725334591,-0.0034068974686952,-0.0013276092231248,0.0028173661930392,-0.0035378640773611,-0.0049719278346849,-0.0021038003200372,0.15,,,,,,,,,,,,,,,,,
H8,H8B0041,reversed,stage1_reversed,S009,sobol_symmetric,2.0,,0.3,32.0,28.0,28.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,within_class_effect_larger,64.0,19.2,44.8,9.0,9.0,0.2,0.0,0.5,0.5,4.0,4.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.0,0.2,0.5,0.0,0.5,0.8794690899409054,0.1205309100590945,0.1020942449231005,True,0.0166446244583005,0.0138871621821802,0.0194020867344208,0.0166446244583005,-0.0030287295832489,-0.0057701477188222,-0.0002873114476755,0.0055068444270779,-0.0111377800312226,-0.0149798404289688,-0.0072957196334763,0.1,,,,,,,,,,,,,,,,,
H8,H8B0049,reversed,stage1_reversed,S017,sobol_symmetric,3.1,,0.1,32.0,7.0,7.0,,20.0,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,within_class_effect_larger,99.2,9.920000000000002,89.28,4.0,4.0,0.1,0.0,0.5,0.2,4.0,4.0,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.3,0.1,0.5,0.0,0.2,0.422697248244946,0.577302751755054,0.5652319941655485,True,0.0187894781762559,0.0149741362413826,0.0226048201111292,0.0187894781762559,-0.0031160610172961,-0.0069126522382352,0.0006805302036429,0.006927457911344,-0.0118620202649118,-0.0167817840841342,-0.0069422564456894,0.15,,,,,,,,,,,,,,,,,
H8,H8B0052,reversed,stage1_reversed,S020,sobol_symmetric,4.0,,0.5,64.0,28.0,28.0,,20.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,within_class_effect_larger,256.0,128.0,128.0,4.0,4.0,0.5,0.0,0.5,0.4,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1,0.5,0.5,0.0,0.4,0.7033531717758302,0.2966468282241697,0.2695605190256743,True,0.0206723175182089,0.0195202476996254,0.0218243873367925,0.0206723175182089,0.0001213638491717,-0.0010660571471562,0.0013087848454996,0.0018351558231703,-0.0188371616950386,-0.0201361281084602,-0.0175381952816169,0.0,,,,,,,,,,,,,,,,,
H8,H8B0053,reversed,stage1_reversed,S021,sobol_symmetric,4.0,,0.3,32.0,28.0,28.0,,20.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,within_class_effect_larger,128.0,38.4,89.6,6.0,6.0,0.5,0.0,0.5,0.3,12.0,12.0,0.3,0.3,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,0.5,0.5,0.0,0.3,0.9628918138415988,0.0371081861584012,0.0253565426179992,True,0.0167464783257755,0.0149331297805772,0.0185598268709738,0.0167464783257755,0.0006175612100557,-0.0008551586981409,0.0020902811182524,0.0027734663468767,-0.0139730119788987,-0.0159932081910215,-0.0119528157667759,0.0,,,,,,,,,,,,,,,,,
H8,H8B0064,reversed,stage1_reversed,S033,sobol_symmetric,3.1,,0.1,64.0,7.0,7.0,,20.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,within_class_effect_larger,198.4,19.840000000000003,178.56,4.0,4.0,0.3,0.0,0.5,0.2,4.0,4.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.3,0.5,0.0,0.2,0.7150759917042807,0.2849240082957192,0.2889858433384498,True,0.015061027836355,0.0123107389770588,0.0178113166956513,0.015061027836355,-0.0035644750414223,-0.0068060693137636,-0.000322880769081,0.0061621349344355,-0.0088988929019195,-0.0130367122987093,-0.0047610735051296,0.1,,,,,,,,,,,,,,,,,
H8,H8B0066,reversed,stage1_reversed,S035,sobol_symmetric,1.25,,0.3,32.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,within_class_effect_larger,40.0,12.0,28.0,12.0,12.0,0.2,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.0,0.2,0.5,0.0,0.5,0.6877740057050905,0.3122259942949094,0.3152620672020614,True,0.0533499922833764,0.0492502291803645,0.0574497553863883,0.0533499922833764,-0.0166499407990492,-0.0212427283886507,-0.0120571532094477,0.016721186827517,-0.0366288054558594,-0.0438672833120151,-0.0293903275997036,0.0,,,,,,,,,,,,,,,,,
H8,H8B0067,reversed,stage1_reversed,S036,sobol_symmetric,4.0,,0.7,32.0,28.0,28.0,,20.0,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,within_class_effect_larger,128.0,89.6,38.400000000000006,4.0,4.0,0.2,0.0,0.5,0.4,4.0,4.0,0.3,0.3,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.1,0.2,0.5,0.0,0.4,0.335896872753936,0.6641031272460639,0.6514950127861632,True,0.0049445852805762,0.0037856926687812,0.0061034778923712,0.0049445852805762,-0.0013250242679652,-0.002520470688429,-0.0001295778475014,0.0022040947361499,-0.0027404905444263,-0.0045947450887922,-0.0008862360000605,0.15,,,,,,,,,,,,,,,,,
H8,H8B0068,reversed,stage1_reversed,S037,sobol_symmetric,3.1,,0.5,16.0,28.0,28.0,,20.0,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,within_class_effect_larger,49.6,24.8,24.8,6.0,6.0,0.2,0.0,0.5,0.3,9.0,9.0,0.0,0.0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.2,0.5,0.0,0.3,0.7618678278479616,0.2381321721520382,0.2138715686251732,True,0.0182540311288103,0.0152905444209476,0.021217517836673,0.0182540311288103,-0.000887781469161,-0.0034906373188726,0.0017150743805506,0.0042623355632623,-0.013991695565548,-0.0178665371195443,-0.0101168540115517,0.1,,,,,,,,,,,,,,,,,
H8,H8B0069,inconclusive,uncertainty_limited_inconclusive,S038,sobol_symmetric,1.25,,0.5,64.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,absolute_effect_difference_inconclusive,80.0,40.0,40.0,9.0,9.0,0.2,0.0,0.5,0.2,4.0,4.0,0.3,0.3,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.2,0.5,0.0,0.2,0.5906221893144138,0.4093778106855861,0.3988041346323649,True,-0.0016231547305671,-0.0048830710322435,0.0016367615711092,0.0049191466965627,-0.0081199736194494,-0.0108086860753027,-0.0054312611635961,0.0083864861911597,0.003467339494597,-6.4094239803423e-05,0.0069987732289974,0.85,,,,,,,,,,,,,,,,,
H8,H8B0082,inconclusive,uncertainty_limited_inconclusive,S051,sobol_symmetric,2.0,,0.1,64.0,28.0,28.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,absolute_effect_difference_inconclusive,128.0,12.8,115.2,6.0,6.0,0.4,0.0,0.5,0.4,6.0,6.0,0.0,0.0,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.4,0.5,0.0,0.4,0.5079237010142948,0.492076298985705,0.5425857268768792,True,0.028770970696269,0.023729594092788,0.03381234729975,0.028770970696269,-0.0348770188367977,-0.0390924958053795,-0.0306615418682159,0.0348770188367977,0.0061060481405287,-0.0018212781189816,0.0140333744000391,0.6,,,,,,,,,,,,,,,,,
H8,H8B0096,inconclusive,uncertainty_limited_inconclusive,S065,sobol_symmetric,3.1,,0.1,64.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,absolute_effect_difference_inconclusive,198.4,19.840000000000003,178.56,9.0,9.0,0.1,0.0,0.5,0.5,12.0,12.0,0.3,0.3,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.1,0.5,0.0,0.5,0.2921317618085304,0.7078682381914696,0.7048728430271587,True,0.0150557166287311,0.0099243398665167,0.0201870933909455,0.0158618400840415,-0.0218798553228922,-0.0253356461896398,-0.0184240644561447,0.0218798553228922,0.0060180152388507,-0.0011940736790672,0.0132301041567686,0.65,,,,,,,,,,,,,,,,,
H8,H8B0098,reversed,stage1_reversed,S067,sobol_symmetric,2.0,,0.5,64.0,7.0,7.0,,20.0,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,within_class_effect_larger,128.0,64.0,64.0,4.0,4.0,0.1,0.0,0.5,0.3,4.0,4.0,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,0.1,0.5,0.0,0.3,0.9337867577293448,0.0662132422706552,0.0382586590429759,True,0.0197912101786746,0.0178274908248841,0.0217549295324651,0.0197912101786746,-0.0024105483733325,-0.0045274421562479,-0.0002936545904171,0.0041403696996218,-0.0156508404790528,-0.0181971030467339,-0.0131045779113717,0.0,,,,,,,,,,,,,,,,,
H8,H8B0106,reversed,stage1_reversed,S075,sobol_symmetric,1.25,,0.1,32.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,within_class_effect_larger,40.0,4.0,36.0,6.0,6.0,0.4,0.0,0.5,0.5,12.0,12.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.4,0.5,0.0,0.5,0.6456876585549958,0.3543123414450043,0.3917527722280338,True,0.0410510350193801,0.0326102805274291,0.0494917895113312,0.0410510350193801,0.0001014076224726,-0.0084916203455516,0.0086944355904968,0.0137980940845758,-0.0272529409348043,-0.0381202958557526,-0.0163855860138561,0.05,,,,,,,,,,,,,,,,,
H8,H8B0111,reversed,stage1_reversed,S080,sobol_symmetric,3.1,,0.7,32.0,7.0,7.0,,20.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,within_class_effect_larger,99.2,69.44,29.760000000000005,4.0,4.0,0.3,0.0,0.5,0.5,4.0,4.0,0.5,0.5,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.3,0.5,0.0,0.5,0.9311400422843846,0.0688599577156153,0.0345947800348922,True,0.0079876131351361,0.0067268237183289,0.0092484025519433,0.0079876131351361,0.0005049996729555,-0.0004674079821843,0.0014774073280955,0.001677414791689,-0.0063101983434471,-0.0076028802471657,-0.0050175164397285,0.0,,,,,,,,,,,,,,,,,
H8,H8B0123,reversed,stage1_reversed,S092,sobol_symmetric,3.1,,0.7,64.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,within_class_effect_larger,198.4,138.88,59.52000000000001,4.0,4.0,0.1,0.0,0.5,0.3,9.0,9.0,0.0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,0.1,0.5,0.0,0.3,0.7710104455075928,0.2289895544924072,0.192261148954755,True,0.0099009203915112,0.0085713651066062,0.0112304756764163,0.0099009203915112,-0.0006994537488439,-0.0018438602821599,0.0004449527844719,0.0019592809346918,-0.0079416394568194,-0.0095309844437122,-0.0063522944699266,0.0,,,,,,,,,,,,,,,,,
H8,H8B0124,reversed,stage1_reversed,S093,sobol_symmetric,4.0,,0.3,32.0,14.0,14.0,,20.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,within_class_effect_larger,128.0,38.4,89.6,6.0,6.0,0.1,0.0,0.5,0.2,4.0,4.0,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.3,0.1,0.5,0.0,0.2,0.826530592346448,0.173469407653552,0.1576201415507652,True,0.0064258543603808,0.0051488157527352,0.0077028929680263,0.0064291746609986,0.0007673150399963,-0.0008180976802598,0.0023527277602525,0.0030600791701711,-0.0033690954908275,-0.0047559398134891,-0.0019822511681658,0.2,,,,,,,,,,,,,,,,,
H8,H8B0125,inconclusive,uncertainty_limited_inconclusive,S094,sobol_symmetric,2.0,,0.5,32.0,28.0,28.0,,20.0,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,absolute_effect_difference_inconclusive,64.0,32.0,32.0,9.0,9.0,0.1,0.0,0.5,0.1,9.0,9.0,0.0,0.0,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.1,0.5,0.0,0.1,0.7846695801876469,0.2153304198123531,0.1788326512572612,True,-0.0017654214908308,-0.0069768089877962,0.0034459660061344,0.0088289231449207,-0.0125156536457242,-0.0166074688225866,-0.0084238384688618,0.0130784199174068,0.0042494967724861,-0.0009382209661725,0.0094372145111448,0.6,,,,,,,,,,,,,,,,,
