lambda_total,noshow_scale,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked,class_1_served_rate,class_2_served_rate,access_gap
24,0.0,8,0.9369863013698602,0.7953391785879096,6894,8521.0,10.949655663737829,10.958237194277803,0.028380249192431935,8668,8422,8668,246,0,1062,466,0,0.8821568627450981,0.6712443946188341,0.21091246812626396
24,0.0,9,0.9328767123287648,0.7833906071019473,6839,8510.0,11.238157117542823,11.259450171821307,0.030355097365406643,8730,8465,8730,265,0,1132,494,0,0.8736066878980892,0.6610901241230437,0.21251656377504546
24,0.0,10,0.9394520547945173,0.7847300655071154,6948,8538.0,11.452032329858264,11.483849107747911,0.03580302688050599,8854,8537,8854,317,0,1142,447,0,0.8793969849246231,0.6516304347826087,0.2277665501420144
24,0.0,11,0.9350684931506819,0.7851051733939739,6905,8489.0,11.284157487696273,11.284820920977829,0.02967595224559409,8795,8534,8795,261,0,1149,480,0,0.8708357685563998,0.6649371927908246,0.20589857576557513
24,0.0,12,0.9372602739726003,0.7823734926180548,6942,8512.0,11.395466290815127,11.434689507494646,0.040459821931702916,8873,8514,8873,359,0,1113,459,0,0.8767598842815815,0.6496746203904555,0.22708526389112593
24,0.0,13,0.9310958904109563,0.7878753151501261,6875,8495.0,10.869349699044022,10.87061654824662,0.02899381159752464,8726,8473,8726,253,0,1090,508,0,0.8846613545816733,0.6567728008634647,0.2278885537182086
24,0.0,14,0.9363013698630104,0.8018780431254348,6917,8517.0,9.968107978977544,9.96522142360306,0.029445861349408763,8626,8372,8626,254,0,984,471,0,0.8858750251155314,0.6873115922170457,0.19856343289848566
24,0.0,15,0.9360273972602705,0.7841359773371105,6920,8511.0,11.09394081728511,11.132351274787535,0.03501416430594901,8825,8516,8825,309,0,1119,477,0,0.8818713450292398,0.6484438430311231,0.23342750199811668
24,0.0,16,0.9349315068493127,0.7914670317134382,6938,8515.0,10.834922877663958,10.858544375998175,0.031143052703627654,8766,8493,8766,273,0,1079,476,0,0.8857699805068227,0.6584158415841584,0.2273541389226642
24,0.0,17,0.933013698630135,0.7898975952134392,6865,8480.0,10.41632170313424,10.412380623633643,0.027154527672304682,8691,8455,8691,236,0,1094,496,0,0.8758222045046841,0.6725639629831247,0.20325824152155936
24,0.0,18,0.9358904109589021,0.79252443933295,6891,8524.0,10.65159386068477,10.645773433007475,0.025876940770557792,8695,8470,8695,225,0,1102,477,0,0.8724271844660194,0.6764456981664316,0.19598148629958778
24,0.0,19,0.9326027397260251,0.790901835594573,6937,8490.0,10.73452157598499,10.731273514992589,0.02770493672329267,8771,8528,8771,243,0,1095,496,0,0.8839127872716559,0.6622282608695652,0.2216845264020907
24,0.0,20,0.9339726027397235,0.7796781816135929,6929,8444.0,10.941369221767115,10.978958028581074,0.03848317767525599,8887,8545,8887,342,0,1124,492,0,0.8760856977417487,0.6449001618996222,0.23118553584212653
24,0.0,21,0.9339726027397243,0.8032977241058987,6918,8501.0,9.85171466124985,9.849744542498838,0.028216442173711102,8612,8369,8612,243,0,962,489,0,0.8860784704242183,0.6875522138680034,0.19852625655621492
24,0.0,22,0.9368493150684915,0.7811274235122717,6970,8521.0,11.627264282396656,11.652247002129329,0.03485374873921327,8923,8612,8923,311,0,1177,465,0,0.8748787584869059,0.6528662420382165,0.22201251644868936
24,0.0,23,0.9389041095890389,0.7930797433547204,6922,8538.0,11.103798065581506,11.106668194317141,0.028643446379468376,8728,8478,8728,250,0,1107,449,0,0.8786586547780577,0.669375175119081,0.20928347965897676
24,0.0,24,0.9347945205479427,0.7997443049744305,6881,8497.0,10.247966507177033,10.24907019990702,0.028358902835890282,8604,8360,8604,244,0,999,480,0,0.8874172185430463,0.6790941728804197,0.2083230456626266
24,0.0,25,0.9317808219178058,0.8000234301780693,6829,8477.0,9.698299770891113,9.700328022492972,0.028467666354264294,8536,8293,8536,243,0,965,499,0,0.8877122877122877,0.6757292551685075,0.21198303254378026
24,0.0,26,0.9295890410958879,0.7955152782618798,6847,8477.0,9.782702702702704,9.782502614151273,0.03276402927849425,8607,8325,8607,282,0,964,514,0,0.8773584905660378,0.6830344827586207,0.1943240078074171
24,0.0,27,0.9368493150684912,0.7996079787847342,6935,8552.0,10.035879767137935,10.042199930819786,0.029516891502363658,8673,8417,8673,256,0,1022,460,0,0.8820624259186093,0.68402104680144,0.19804137911716924
24,0.0,28,0.9368493150684912,0.7919356665534035,6992,8518.0,10.810025767158585,10.839279646619095,0.03295956506965681,8829,8538,8829,291,0,1087,459,0,0.8811229428848015,0.6662117903930131,0.21491115249178838
24,0.0,29,0.9319178082191749,0.7828156880525958,6906,8474.0,10.706833899894502,10.729426433915211,0.03298571752437089,8822,8531,8822,291,0,1121,504,0,0.8731270675228644,0.6568015204995927,0.21632554702327167
24,0.0,30,0.9368493150684903,0.7941580756013745,6933,8532.0,10.76761725194438,10.770561282932418,0.027949599083619703,8730,8486,8730,244,0,1087,466,0,0.8766640563821456,0.6778023191606847,0.19886173722146094
24,0.5,1,0.9382191780821897,0.7861390667886551,6874,8513.0,10.985064095025285,10.986505032021958,0.027561756633119855,8744,8503,8744,241,0,1161,468,0,0.8758442590385379,0.6644204851752021,0.21142377386333577
24,0.5,2,0.9383561643835595,0.7953605879650896,6926,8527.0,10.742440412664532,10.750114836931557,0.03158015617822692,8708,8433,8708,275,0,1047,460,0,0.883054892601432,0.6755434782608696,0.20751141434056242
24,0.5,3,0.9347945205479422,0.7959671907040328,6987,8501.0,10.206197714151054,10.230690362269309,0.03315105946684894,8778,8487,8778,291,0,1011,489,0,0.8903465831212062,0.6646690275129392,0.22567755560826697
24,0.5,4,0.9369863013698609,0.791286496350365,6938,8533.0,10.933238636363637,10.95529197080292,0.0364963503649635,8768,8448,8768,320,0,1040,470,0,0.8781003653143626,0.664704233249229,0.21339613206513364
24,0.5,5,0.9321917808219154,0.7970166379804934,6946,8480.0,9.94306049822064,9.944922547332187,0.03270223752151463,8715,8430,8715,285,0,985,499,0,0.8755980861244019,0.6904568802379021,0.18514120588649985
24,0.5,6,0.9382191780821892,0.7888233960553163,6959,8531.0,11.019284712482468,11.03094536386307,0.030151892994785764,8822,8556,8822,266,0,1132,465,0,0.8722415795586528,0.6709518599562363,0.20128971960241648
24,0.5,7,0.9397260273972572,0.7814428363065186,6965,8545.0,11.88204410220511,11.922248401211712,0.038370918882531135,8913,8571,8913,342,0,1160,446,0,0.8692160611854685,0.6568015204995927,0.21241454068587573
24,0.5,8,0.9369863013698602,0.7953391785879096,6894,8521.0,10.949655663737829,10.958237194277803,0.028380249192431935,8668,8422,8668,246,0,1062,466,0,0.8821568627450981,0.6712443946188341,0.21091246812626396
24,0.5,9,0.9327397260273949,0.7832760595647194,6838,8509.0,11.238157117542823,11.259450171821307,0.030355097365406643,8730,8465,8730,265,0,1132,495,0,0.8736066878980892,0.66082029141932,0.21278639647876918
24,0.5,10,0.9390410958904077,0.7843912355997289,6945,8535.0,11.452032329858264,11.483849107747911,0.03580302688050599,8854,8537,8854,317,0,1142,450,0,0.8793969849246231,0.6508152173913043,0.22858176753331882
24,0.5,11,0.9347945205479421,0.7848777714610574,6903,8487.0,11.284157487696273,11.284820920977829,0.02967595224559409,8795,8534,8795,261,0,1149,482,0,0.8708357685563998,0.664391043145822,0.2064447254105778
24,0.5,12,0.936301369863011,0.7815845824411135,6935,8504.0,11.395466290815127,11.434689507494646,0.040459821931702916,8873,8514,8873,359,0,1113,466,0,0.8767598842815815,0.6477765726681128,0.22898331161346863
24,0.5,13,0.9309589041095864,0.787760715104286,6874,8494.0,10.869349699044022,10.87061654824662,0.02899381159752464,8726,8473,8726,253,0,1090,509,0,0.8846613545816733,0.656502968159741,0.2281583864219323
24,0.5,14,0.9363013698630104,0.8018780431254348,6917,8517.0,9.968107978977544,9.96522142360306,0.029445861349408763,8626,8372,8626,254,0,984,471,0,0.8858750251155314,0.6873115922170457,0.19856343289848566
24,0.5,15,0.9350684931506815,0.783342776203966,6913,8504.0,11.09394081728511,11.132351274787535,0.03501416430594901,8825,8516,8825,309,0,1119,484,0,0.8818713450292398,0.6465493910690122,0.2353219539602276
24,0.5,16,0.9347945205479429,0.7913529545973078,6937,8514.0,10.834922877663958,10.858544375998175,0.031143052703627654,8766,8493,8766,273,0,1079,477,0,0.8857699805068227,0.6581408140814081,0.22762916642541453
24,0.5,17,0.933013698630135,0.7898975952134392,6865,8480.0,10.41632170313424,10.412380623633643,0.027154527672304682,8691,8455,8691,236,0,1094,496,0,0.8758222045046841,0.6725639629831247,0.20325824152155936
24,0.5,18,0.9358904109589021,0.79252443933295,6891,8524.0,10.65159386068477,10.645773433007475,0.025876940770557792,8695,8470,8695,225,0,1102,477,0,0.8724271844660194,0.6764456981664316,0.19598148629958778
24,0.5,19,0.9326027397260251,0.790901835594573,6937,8490.0,10.73452157598499,10.731273514992589,0.02770493672329267,8771,8528,8771,243,0,1095,496,0,0.8839127872716559,0.6622282608695652,0.2216845264020907
24,0.5,20,0.9334246575342441,0.7792280859682682,6925,8440.0,10.941369221767115,10.978958028581074,0.03848317767525599,8887,8545,8887,342,0,1124,496,0,0.8760856977417487,0.6438208310847274,0.23226486665702128
24,0.5,21,0.9339726027397243,0.8032977241058987,6918,8501.0,9.85171466124985,9.849744542498838,0.028216442173711102,8612,8369,8612,243,0,962,489,0,0.8860784704242183,0.6875522138680034,0.19852625655621492
24,0.5,22,0.9364383561643821,0.7807912137173596,6967,8518.0,11.627264282396656,11.652247002129329,0.03485374873921327,8923,8612,8923,311,0,1177,468,0,0.8748787584869059,0.6520700636942676,0.22280869479263832
24,0.5,23,0.9389041095890389,0.7930797433547204,6922,8538.0,11.103798065581506,11.106668194317141,0.028643446379468376,8728,8478,8728,250,0,1107,449,0,0.8786586547780577,0.669375175119081,0.20928347965897676
24,0.5,24,0.9347945205479427,0.7997443049744305,6881,8497.0,10.247966507177033,10.24907019990702,0.028358902835890282,8604,8360,8604,244,0,999,480,0,0.8874172185430463,0.6790941728804197,0.2083230456626266
24,0.5,25,0.9317808219178058,0.8000234301780693,6829,8477.0,9.698299770891113,9.700328022492972,0.028467666354264294,8536,8293,8536,243,0,965,499,0,0.8877122877122877,0.6757292551685075,0.21198303254378026
24,0.5,26,0.9295890410958879,0.7955152782618798,6847,8477.0,9.782702702702704,9.782502614151273,0.03276402927849425,8607,8325,8607,282,0,964,514,0,0.8773584905660378,0.6830344827586207,0.1943240078074171
24,0.5,27,0.9368493150684912,0.7996079787847342,6935,8552.0,10.035879767137935,10.042199930819786,0.029516891502363658,8673,8417,8673,256,0,1022,460,0,0.8820624259186093,0.68402104680144,0.19804137911716924
24,0.5,28,0.9363013698630119,0.7913693510023785,6987,8513.0,10.810025767158585,10.839279646619095,0.03295956506965681,8829,8538,8829,291,0,1087,464,0,0.8811229428848015,0.6648471615720524,0.21627578131274916
24,0.5,29,0.9315068493150653,0.7822489231466787,6901,8469.0,10.706833899894502,10.729426433915211,0.03298571752437089,8822,8531,8822,291,0,1121,509,0,0.8731270675228644,0.6554439315775183,0.21768313594534605
24,0.5,30,0.9368493150684903,0.7941580756013745,6933,8532.0,10.76761725194438,10.770561282932418,0.027949599083619703,8730,8486,8730,244,0,1087,466,0,0.8766640563821456,0.6778023191606847,0.19886173722146094
24,1.0,1,0.9380821917808199,0.786024702653248,6873,8512.0,10.985064095025285,10.986505032021958,0.027561756633119855,8744,8503,8744,241,0,1161,469,0,0.8758442590385379,0.6641509433962264,0.21169331564231153
24,1.0,2,0.9379452054794499,0.795016077170418,6923,8524.0,10.742440412664532,10.750114836931557,0.03158015617822692,8708,8433,8708,275,0,1047,463,0,0.883054892601432,0.6747282608695652,0.20832663173186683
24,1.0,3,0.9342465753424628,0.7952836637047164,6981,8494.0,10.206197714151054,10.230690362269309,0.03315105946684894,8778,8487,8778,291,0,1011,495,0,0.8903465831212062,0.6630345954780714,0.22731198764313476
24,1.0,4,0.9367123287671212,0.791058394160584,6936,8531.0,10.933238636363637,10.95529197080292,0.0364963503649635,8768,8448,8768,320,0,1040,472,0,0.8781003653143626,0.664143537987104,0.21395682732725863
24,1.0,5,0.9320547945205456,0.7969018932874354,6945,8479.0,9.94306049822064,9.944922547332187,0.03270223752151463,8715,8430,8715,285,0,985,500,0,0.8755980861244019,0.6901865369018654,0.18541154922253655
24,1.0,6,0.9382191780821892,0.7887100430741328,6958,8530.0,11.019284712482468,11.03094536386307,0.030151892994785764,8822,8556,8822,266,0,1132,466,0,0.8722415795586528,0.6706783369803063,0.20156324257834646
24,1.0,7,0.9373972602739693,0.7795355099293168,6948,8528.0,11.88204410220511,11.922248401211712,0.038370918882531135,8913,8571,8913,342,0,1160,463,0,0.8692160611854685,0.6521857181645397,0.21703034302092872
24,1.0,8,0.9369863013698602,0.7953391785879096,6894,8521.0,10.949655663737829,10.958237194277803,0.028380249192431935,8668,8422,8668,246,0,1062,466,0,0.8821568627450981,0.6712443946188341,0.21091246812626396
24,1.0,9,0.9319178082191756,0.7825887743413517,6832,8503.0,11.238157117542823,11.259450171821307,0.030355097365406643,8730,8465,8730,265,0,1132,501,0,0.8736066878980892,0.6592012951969779,0.21440539270111125
24,1.0,10,0.938630136986298,0.7840524056923425,6942,8532.0,11.452032329858264,11.483849107747911,0.03580302688050599,8854,8537,8854,317,0,1142,453,0,0.8793969849246231,0.65,0.22939698492462313
24,1.0,11,0.9347945205479421,0.7848777714610574,6903,8487.0,11.284157487696273,11.284820920977829,0.02967595224559409,8795,8534,8795,261,0,1149,482,0,0.8708357685563998,0.664391043145822,0.2064447254105778
24,1.0,12,0.9346575342465726,0.7802321649949284,6923,8492.0,11.395466290815127,11.434689507494646,0.040459821931702916,8873,8514,8873,359,0,1113,478,0,0.8767598842815815,0.6445227765726681,0.23223710770891337
24,1.0,13,0.9308219178082165,0.7876461150584461,6873,8493.0,10.869349699044022,10.87061654824662,0.02899381159752464,8726,8473,8726,253,0,1090,510,0,0.8846613545816733,0.6562331354560172,0.22842821912565603
24,1.0,14,0.9363013698630104,0.8018780431254348,6917,8517.0,9.968107978977544,9.96522142360306,0.029445861349408763,8626,8372,8626,254,0,984,471,0,0.8858750251155314,0.6873115922170457,0.19856343289848566
24,1.0,15,0.9341095890410925,0.7825495750708216,6906,8497.0,11.09394081728511,11.132351274787535,0.03501416430594901,8825,8516,8825,309,0,1119,491,0,0.8818713450292398,0.6446549391069012,0.2372164059223386
24,1.0,16,0.9343835616438333,0.7910107232489163,6934,8511.0,10.834922877663958,10.858544375998175,0.031143052703627654,8766,8493,8766,273,0,1079,480,0,0.8857699805068227,0.6573157315731574,0.22845424893366528
24,1.0,17,0.933013698630135,0.7898975952134392,6865,8480.0,10.41632170313424,10.412380623633643,0.027154527672304682,8691,8455,8691,236,0,1094,496,0,0.8758222045046841,0.6725639629831247,0.20325824152155936
24,1.0,18,0.9358904109589021,0.79252443933295,6891,8524.0,10.65159386068477,10.645773433007475,0.025876940770557792,8695,8470,8695,225,0,1102,477,0,0.8724271844660194,0.6764456981664316,0.19598148629958778
24,1.0,19,0.9326027397260251,0.790901835594573,6937,8490.0,10.73452157598499,10.731273514992589,0.02770493672329267,8771,8528,8771,243,0,1095,496,0,0.8839127872716559,0.6622282608695652,0.2216845264020907
24,1.0,20,0.9328767123287648,0.7787779903229436,6921,8436.0,10.941369221767115,10.978958028581074,0.03848317767525599,8887,8545,8887,342,0,1124,500,0,0.8760856977417487,0.6427415002698327,0.23334419747191604
24,1.0,21,0.9339726027397243,0.8032977241058987,6918,8501.0,9.85171466124985,9.849744542498838,0.028216442173711102,8612,8369,8612,243,0,962,489,0,0.8860784704242183,0.6875522138680034,0.19852625655621492
24,1.0,22,0.9357534246575328,0.7800067241958982,6960,8511.0,11.627264282396656,11.652247002129329,0.03485374873921327,8923,8612,8923,311,0,1177,475,0,0.8748787584869059,0.6502123142250531,0.22466644426185278
24,1.0,23,0.9389041095890389,0.7930797433547204,6922,8538.0,11.103798065581506,11.106668194317141,0.028643446379468376,8728,8478,8728,250,0,1107,449,0,0.8786586547780577,0.669375175119081,0.20928347965897676
24,1.0,24,0.9347945205479427,0.7997443049744305,6881,8497.0,10.247966507177033,10.24907019990702,0.028358902835890282,8604,8360,8604,244,0,999,480,0,0.8874172185430463,0.6790941728804197,0.2083230456626266
24,1.0,25,0.9317808219178058,0.8000234301780693,6829,8477.0,9.698299770891113,9.700328022492972,0.028467666354264294,8536,8293,8536,243,0,965,499,0,0.8877122877122877,0.6757292551685075,0.21198303254378026
24,1.0,26,0.9295890410958879,0.7955152782618798,6847,8477.0,9.782702702702704,9.782502614151273,0.03276402927849425,8607,8325,8607,282,0,964,514,0,0.8773584905660378,0.6830344827586207,0.1943240078074171
24,1.0,27,0.9368493150684912,0.7996079787847342,6935,8552.0,10.035879767137935,10.042199930819786,0.029516891502363658,8673,8417,8673,256,0,1022,460,0,0.8820624259186093,0.68402104680144,0.19804137911716924
24,1.0,28,0.9360273972602724,0.7910295616717635,6984,8510.0,10.810025767158585,10.839279646619095,0.03295956506965681,8829,8538,8829,291,0,1087,467,0,0.8811229428848015,0.664028384279476,0.21709455860532556
24,1.0,29,0.9308219178082161,0.7815688052595783,6895,8463.0,10.706833899894502,10.729426433915211,0.03298571752437089,8822,8531,8822,291,0,1121,515,0,0.8731270675228644,0.653814824871029,0.21931224265183535
24,1.0,30,0.9368493150684903,0.7941580756013745,6933,8532.0,10.76761725194438,10.770561282932418,0.027949599083619703,8730,8486,8730,244,0,1087,466,0,0.8766640563821456,0.6778023191606847,0.19886173722146094
24,1.5,1,0.9380821917808199,0.786024702653248,6873,8512.0,10.985064095025285,10.986505032021958,0.027561756633119855,8744,8503,8744,241,0,1161,469,0,0.8758442590385379,0.6641509433962264,0.21169331564231153
24,1.5,2,0.9378082191780802,0.7949012402388608,6922,8523.0,10.742440412664532,10.750114836931557,0.03158015617822692,8708,8433,8708,275,0,1047,464,0,0.883054892601432,0.6744565217391304,0.2085983708623016
24,1.5,3,0.9342465753424628,0.7949419002050581,6978,8486.0,10.206197714151054,10.230690362269309,0.03315105946684894,8778,8487,8778,291,0,1011,498,0,0.8903465831212062,0.6622173794606374,0.22812920366056877
24,1.5,4,0.9361643835616417,0.7906021897810219,6932,8527.0,10.933238636363637,10.95529197080292,0.0364963503649635,8768,8448,8768,320,0,1040,476,0,0.8781003653143626,0.6630221474628539,0.2150782178515087
24,1.5,5,0.9320547945205456,0.7967871485943775,6944,8478.0,9.94306049822064,9.944922547332187,0.03270223752151463,8715,8430,8715,285,0,985,501,0,0.8755980861244019,0.6899161935658286,0.18568189255857337
24,1.5,6,0.9380821917808194,0.788483337111766,6956,8528.0,11.019284712482468,11.03094536386307,0.030151892994785764,8822,8556,8822,266,0,1132,468,0,0.8722415795586528,0.6701312910284464,0.2021102885302064
24,1.5,7,0.9361643835616407,0.7785257489060923,6939,8519.0,11.88204410220511,11.922248401211712,0.038370918882531135,8913,8571,8913,342,0,1160,472,0,0.8692160611854685,0.6497420581048059,0.21947400308066256
24,1.5,8,0.9369863013698602,0.7953391785879096,6894,8521.0,10.949655663737829,10.958237194277803,0.028380249192431935,8668,8422,8668,246,0,1062,466,0,0.8821568627450981,0.6712443946188341,0.21091246812626396
24,1.5,9,0.9304109589041072,0.7813287514318442,6821,8492.0,11.238157117542823,11.259450171821307,0.030355097365406643,8730,8465,8730,265,0,1132,512,0,0.8736066878980892,0.6562331354560172,0.2173735524420719
24,1.5,10,0.9379452054794485,0.7834876891800316,6937,8527.0,11.452032329858264,11.483849107747911,0.03580302688050599,8854,8537,8854,317,0,1142,458,0,0.8793969849246231,0.6486413043478261,0.23075568057679707
24,1.5,11,0.9345205479452022,0.7846503695281409,6901,8485.0,11.284157487696273,11.284820920977829,0.02967595224559409,8795,8534,8795,261,0,1149,484,0,0.8708357685563998,0.6638448935008192,0.20699087505558056
24,1.5,12,0.9336986301369835,0.7794432548179872,6916,8485.0,11.395466290815127,11.434689507494646,0.040459821931702916,8873,8514,8873,359,0,1113,485,0,0.8767598842815815,0.6426247288503254,0.23413515543125607
24,1.5,13,0.9306849315068466,0.787531515012606,6872,8492.0,10.869349699044022,10.87061654824662,0.02899381159752464,8726,8473,8726,253,0,1090,511,0,0.8846613545816733,0.6559633027522935,0.22869805182937974
24,1.5,14,0.9363013698630104,0.8018780431254348,6917,8517.0,9.968107978977544,9.96522142360306,0.029445861349408763,8626,8372,8626,254,0,984,471,0,0.8858750251155314,0.6873115922170457,0.19856343289848566
24,1.5,15,0.9336986301369831,0.7822096317280454,6903,8494.0,11.09394081728511,11.132351274787535,0.03501416430594901,8825,8516,8825,309,0,1119,494,0,0.8818713450292398,0.6438430311231393,0.23802831390610046
24,1.5,16,0.9343835616438333,0.7910107232489163,6934,8511.0,10.834922877663958,10.858544375998175,0.031143052703627654,8766,8493,8766,273,0,1079,480,0,0.8857699805068227,0.6573157315731574,0.22845424893366528
24,1.5,17,0.933013698630135,0.7898975952134392,6865,8480.0,10.41632170313424,10.412380623633643,0.027154527672304682,8691,8455,8691,236,0,1094,496,0,0.8758222045046841,0.6725639629831247,0.20325824152155936
24,1.5,18,0.9358904109589021,0.79252443933295,6891,8524.0,10.65159386068477,10.645773433007475,0.025876940770557792,8695,8470,8695,225,0,1102,477,0,0.8724271844660194,0.6764456981664316,0.19598148629958778
24,1.5,19,0.9326027397260251,0.790901835594573,6937,8490.0,10.73452157598499,10.731273514992589,0.02770493672329267,8771,8528,8771,243,0,1095,496,0,0.8839127872716559,0.6622282608695652,0.2216845264020907
24,1.5,20,0.931780821917806,0.7778777990322944,6913,8428.0,10.941369221767115,10.978958028581074,0.03848317767525599,8887,8545,8887,342,0,1124,508,0,0.8760856977417487,0.6405828386400432,0.23550285910170554
24,1.5,21,0.9339726027397243,0.8032977241058987,6918,8501.0,9.85171466124985,9.849744542498838,0.028216442173711102,8612,8369,8612,243,0,962,489,0,0.8860784704242183,0.6875522138680034,0.19852625655621492
24,1.5,22,0.9353424657534232,0.7796705144009862,6957,8508.0,11.627264282396656,11.652247002129329,0.03485374873921327,8923,8612,8923,311,0,1177,478,0,0.8748787584869059,0.649416135881104,0.22546262260580185
24,1.5,23,0.9389041095890389,0.7930797433547204,6922,8538.0,11.103798065581506,11.106668194317141,0.028643446379468376,8728,8478,8728,250,0,1107,449,0,0.8786586547780577,0.669375175119081,0.20928347965897676
24,1.5,24,0.9347945205479427,0.7997443049744305,6881,8497.0,10.247966507177033,10.24907019990702,0.028358902835890282,8604,8360,8604,244,0,999,480,0,0.8874172185430463,0.6790941728804197,0.2083230456626266
24,1.5,25,0.9317808219178058,0.8000234301780693,6829,8477.0,9.698299770891113,9.700328022492972,0.028467666354264294,8536,8293,8536,243,0,965,499,0,0.8877122877122877,0.6757292551685075,0.21198303254378026
24,1.5,26,0.9295890410958879,0.7955152782618798,6847,8477.0,9.782702702702704,9.782502614151273,0.03276402927849425,8607,8325,8607,282,0,964,514,0,0.8773584905660378,0.6830344827586207,0.1943240078074171
24,1.5,27,0.9368493150684912,0.7996079787847342,6935,8552.0,10.035879767137935,10.042199930819786,0.029516891502363658,8673,8417,8673,256,0,1022,460,0,0.8820624259186093,0.68402104680144,0.19804137911716924
24,1.5,28,0.9358904109589025,0.7908030354513534,6982,8508.0,10.810025767158585,10.839279646619095,0.03295956506965681,8829,8538,8829,291,0,1087,469,0,0.8811229428848015,0.6634825327510917,0.21764041013370983
24,1.5,29,0.9305479452054765,0.7812287463160281,6892,8460.0,10.706833899894502,10.729426433915211,0.03298571752437089,8822,8531,8822,291,0,1121,518,0,0.8731270675228644,0.6530002715177844,0.22012679600508
24,1.5,30,0.9368493150684903,0.7941580756013745,6933,8532.0,10.76761725194438,10.770561282932418,0.027949599083619703,8730,8486,8730,244,0,1087,466,0,0.8766640563821456,0.6778023191606847,0.19886173722146094
24,2.0,1,0.9380821917808199,0.786024702653248,6873,8512.0,10.985064095025285,10.986505032021958,0.027561756633119855,8744,8503,8744,241,0,1161,469,0,0.8758442590385379,0.6641509433962264,0.21169331564231153
24,2.0,2,0.9376712328767105,0.7947864033073037,6921,8522.0,10.742440412664532,10.750114836931557,0.03158015617822692,8708,8433,8708,275,0,1047,465,0,0.883054892601432,0.6741847826086956,0.20887010999273636
24,2.0,3,0.9342465753424628,0.7948279790385053,6977,8484.0,10.206197714151054,10.230690362269309,0.03315105946684894,8778,8487,8778,291,0,1011,499,0,0.8903465831212062,0.6619449741214928,0.2284016089997134
24,2.0,4,0.9356164383561624,0.7901459854014599,6928,8523.0,10.933238636363637,10.95529197080292,0.0364963503649635,8768,8448,8768,320,0,1040,480,0,0.8781003653143626,0.6619007569386038,0.2161996083757588
24,2.0,5,0.9317808219178058,0.7965576592082616,6942,8476.0,9.94306049822064,9.944922547332187,0.03270223752151463,8715,8430,8715,285,0,985,503,0,0.8755980861244019,0.689375506893755,0.1862225792306469
24,2.0,6,0.9380821917808194,0.788483337111766,6956,8528.0,11.019284712482468,11.03094536386307,0.030151892994785764,8822,8556,8822,266,0,1132,468,0,0.8722415795586528,0.6701312910284464,0.2021102885302064
24,2.0,7,0.9353424657534215,0.7778525748906092,6933,8513.0,11.88204410220511,11.922248401211712,0.038370918882531135,8913,8571,8913,342,0,1160,478,0,0.8692160611854685,0.6481129513983166,0.22110310978715186
24,2.0,8,0.9369863013698602,0.7953391785879096,6894,8521.0,10.949655663737829,10.958237194277803,0.028380249192431935,8668,8422,8668,246,0,1062,466,0,0.8821568627450981,0.6712443946188341,0.21091246812626396
24,2.0,9,0.9301369863013675,0.7810996563573883,6819,8490.0,11.238157117542823,11.259450171821307,0.030355097365406643,8730,8465,8730,265,0,1132,514,0,0.8736066878980892,0.6556934700485699,0.21791321784951923
24,2.0,10,0.9373972602739691,0.783035915970183,6933,8523.0,11.452032329858264,11.483849107747911,0.03580302688050599,8854,8537,8854,317,0,1142,462,0,0.8793969849246231,0.647554347826087,0.23184263709853614
24,2.0,11,0.9345205479452022,0.7846503695281409,6901,8485.0,11.284157487696273,11.284820920977829,0.02967595224559409,8795,8534,8795,261,0,1149,484,0,0.8708357685563998,0.6638448935008192,0.20699087505558056
24,2.0,12,0.9321917808219151,0.7782035388256509,6905,8471.0,11.395466290815127,11.434689507494646,0.040459821931702916,8873,8514,8873,359,0,1113,496,0,0.8767598842815815,0.639642082429501,0.23711780185208042
24,2.0,13,0.9306849315068466,0.787531515012606,6872,8492.0,10.869349699044022,10.87061654824662,0.02899381159752464,8726,8473,8726,253,0,1090,511,0,0.8846613545816733,0.6559633027522935,0.22869805182937974
24,2.0,14,0.9363013698630104,0.8018780431254348,6917,8517.0,9.968107978977544,9.96522142360306,0.029445861349408763,8626,8372,8626,254,0,984,471,0,0.8858750251155314,0.6873115922170457,0.19856343289848566
24,2.0,15,0.9327397260273939,0.7814164305949008,6896,8487.0,11.09394081728511,11.132351274787535,0.03501416430594901,8825,8516,8825,309,0,1119,501,0,0.8818713450292398,0.6419485791610284,0.23992276586821137
24,2.0,16,0.9342465753424635,0.7908966461327858,6933,8510.0,10.834922877663958,10.858544375998175,0.031143052703627654,8766,8493,8766,273,0,1079,481,0,0.8857699805068227,0.657040704070407,0.2287292764364156
24,2.0,17,0.933013698630135,0.7898975952134392,6865,8480.0,10.41632170313424,10.412380623633643,0.027154527672304682,8691,8455,8691,236,0,1094,496,0,0.8758222045046841,0.6725639629831247,0.20325824152155936
24,2.0,18,0.9358904109589021,0.79252443933295,6891,8524.0,10.65159386068477,10.645773433007475,0.025876940770557792,8695,8470,8695,225,0,1102,477,0,0.8724271844660194,0.6764456981664316,0.19598148629958778
