background_id,source_scenario_ids,scenario_type,demand_regime,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,exposure_active,n_complete_seeds,curve_shape,peak_level,trough_level,spearman_level_vs_delay,delay_range,max_exposure_increase,mean_delay_level_0_0,mean_delay_level_0_1,mean_delay_level_0_3,mean_delay_level_0_5,mean_delay_level_0_7,max_exposure_increase_ci_low,max_exposure_increase_ci_high,n_exposure_paired_seeds,high_minus_low_delay,high_minus_low_delay_ci_low,high_minus_low_delay_ci_high,endpoint_n_paired_seeds,failure_component,classification,hump_rise_from_low,hump_rise_from_low_ci_low,hump_rise_from_low_ci_high,hump_fall_to_high,hump_fall_to_high_ci_low,hump_fall_to_high_ci_high,hump_n_paired_seeds,u_drop_from_low,u_drop_from_low_ci_low,u_drop_from_low_ci_high,u_rebound_to_high,u_rebound_to_high_ci_low,u_rebound_to_high_ci_high,u_n_paired_seeds
H4B0313,X073,asymmetric_stress,high,4.0,0.7,32,128.0,89.6,38.400000000000006,28,7,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,8.537870123872283,0.6233649322543251,13.868924933570401,12.618391003398354,9.990550419005707,7.018199938931039,5.331054809698118,0.6220211117182249,0.6247087527904253,20,-8.537870123872283,-8.595262007590078,-8.480478240154488,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0315,X075,asymmetric_stress,high,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.5,0.5,0.5,True,20,flat,0.0,0.7,-0.7071067811865475,0.039452894638097646,0.6628391588285641,13.0,13.0,13.0,13.0,12.960547105361902,0.6618962238627241,0.6637820937944042,20,-0.03945289463809809,-0.040351469973246505,-0.038554319302949676,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0318,X079,asymmetric_stress,high,3.1,0.5,64,198.4,99.2,99.2,28,7,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.3,True,20,decreasing,0.1,0.7,-0.8999999999999998,0.5698563515276156,0.34235843913783526,4.471441550596874,4.477721274497198,4.463933776492384,4.037548691033921,3.9078649229695825,0.3412703714445797,0.3434465068310908,20,-0.5635766276272917,-0.5685418099378515,-0.5586114453167318,20.0,active_but_decreasing_curve,inconclusive,0.006279723900324452,0.0008471793373640499,0.011712268463284855,0.5698563515276163,0.5645171286890766,0.575195574366156,20.0,,,,,,,
H4B0324,X088,asymmetric_stress,high,4.0,0.7,32,128.0,89.6,38.400000000000006,21,14,0.1,0.5,9,12,0.0,0.0,0.0,0.0,12,12,0.0,0.0,0.5,0.5,True,20,decreasing,0.0,0.7,-0.9999999999999999,4.005299462320023,0.2873684916507918,12.524779557578197,12.243548163236511,10.665000212582338,9.698279512305634,8.519480095258174,0.2859760805984525,0.28876090270313115,20,-4.00529946232002,-4.027306625537586,-3.9832922991024553,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0332,X097,asymmetric_stress,high,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,4,9,0.0,0.0,0.0,0.0,9,9,0.7,0.7,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,0.8890823466521844,0.2138335631062037,5.3438462558163895,5.207221991215482,4.975555366564477,4.718613295476237,4.454763909164205,0.21257635405493933,0.21509077215746805,20,-0.889082346652185,-0.9074529163176436,-0.8707117769867264,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0336,X102,asymmetric_stress,high,4.0,0.3,32,128.0,38.4,89.6,28,14,0.1,0.5,4,6,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,2.576234961962874,0.25102052777630834,7.447851183463284,6.924967512502876,5.96847808423418,5.249611043902818,4.8716162215004095,0.24908422096129773,0.25295683459131896,20,-2.576234961962875,-2.6012151174867717,-2.5512548064389784,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0337,X103,asymmetric_stress,high,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.1,0.5,4,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.5,0.7,True,20,decreasing,0.1,0.7,-0.8999999999999998,4.796215827073481,0.46241099540544245,9.122170646539981,9.126839181738953,7.273649258983646,5.199112664959258,4.330623354665472,0.4614955974310607,0.4633263933798242,20,-4.791547291874506,-4.796821437192698,-4.786273146556315,20.0,active_but_decreasing_curve,inconclusive,0.004668535198972812,-0.009105147904605945,0.01844221830255157,4.79621582707348,4.784592820553908,4.807838833593052,20.0,,,,,,,
H4B0339,X105,asymmetric_stress,high,4.0,0.1,16,64.0,6.4,57.6,14,21,0.1,0.1,4,4,0.0,0.0,0.0,0.0,4,12,0.0,0.3,0.3,0.3,True,20,decreasing,0.1,0.7,-0.8999999999999998,8.105795461424734,0.6282626816860061,13.443762608946045,13.562025481728861,13.063164351470434,9.980286294304035,5.456230020304128,0.6267803496944362,0.629745013677576,20,-7.987532588641919,-8.030055772132709,-7.945009405151129,20.0,active_but_decreasing_curve,inconclusive,0.11826287278281375,0.09942575234408049,0.137099993221547,8.105795461424734,8.064180064059114,8.147410858790353,20.0,,,,,,,
H4B0344,X111,asymmetric_stress,high,4.0,0.5,32,128.0,64.0,64.0,14,14,0.3,0.3,4,6,0.0,0.0,0.0,0.0,6,12,0.7,0.7,0.7,0.7,True,20,decreasing,0.0,0.7,-0.9999999999999999,1.777301163422039,0.3475285715537414,6.902626032615092,6.6014912267472,6.01355981431619,5.413140311658504,5.125324869193053,0.3460003857237316,0.3490567573837512,20,-1.7773011634220406,-1.7920483732301247,-1.7625539536139565,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0350,X118,asymmetric_stress,high,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.0,0.0,0.0,0.0,12,12,0.7,0.3,0.7,0.7,True,20,flat,0.0,0.7,-0.8944271909999157,0.07799634996407256,0.5840195411378227,13.0,13.0,13.0,12.999885056610305,12.922003650035927,0.5798486621630389,0.5881904201126066,20,-0.0779963499640762,-0.09283438222536441,-0.06315831770278799,20.0,active_but_flat_curve,inconclusive,,,,,,,,,,,,,,
H4B0352,X120,asymmetric_stress,high,3.1,0.5,32,99.2,49.6,49.6,14,21,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.3,0.5,0.5,0.5,True,20,decreasing,0.0,0.7,-0.9999999999999999,14.923827616146019,0.6773206793578399,19.999820205479452,19.998433091602347,19.545303589383,13.552336361483572,5.075992589333433,0.6764000467297114,0.6782413119859684,20,-14.923827616146019,-14.935362925847738,-14.9122923064443,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
H4B0355,X123,asymmetric_stress,high,3.1,0.3,32,99.2,29.76,69.44,14,14,0.5,0.0,9,9,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,True,20,irregular,0.5,0.7,0.0,2.804334977024114,0.5419284821287212,12.16457983455528,12.201652617333771,12.284311042358084,12.322112102855046,9.517777125830932,0.5404147883740373,0.5434421758834052,20,-2.6468027087243446,-2.660081036173003,-2.633524381275686,20.0,active_but_irregular_curve,inconclusive,0.1575322682997668,0.14285529026130594,0.17220924633822765,2.8043349770241113,2.791054525212514,2.8176154288357087,20.0,,,,,,,
H4B0356,X124,asymmetric_stress,high,3.1,0.9,64,198.4,178.56,19.84,14,28,0.1,0.1,12,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.7,0.7,True,20,increasing,0.5,0.0,0.8999999999999998,0.8907189707248264,0.30887801677057014,9.513983344030233,9.668920732182444,10.05898107132374,10.40470231475506,10.313293152895795,0.3075757774478511,0.3101802560932892,20,0.7993098088655605,0.7898541358808159,0.8087654818503051,20.0,active_but_increasing_curve,inconclusive,0.8907189707248246,0.8834132113622594,0.8980247300873899,0.0914091618592642,0.08227067214065023,0.10054765157787818,20.0,,,,,,,
H4B0358,X126,asymmetric_stress,high,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.1,0.1,9,12,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.1,0.1,True,20,decreasing,0.0,0.7,-0.9999999999999999,4.2673380438508275,0.3104937483788312,14.542788566548401,13.782065225947992,12.147410389881712,10.54819328932047,10.275450522697573,0.30760091108438115,0.31338658567328126,20,-4.267338043850827,-4.361145447964724,-4.17353063973693,20.0,active_but_decreasing_curve,inconclusive,,,,,,,,,,,,,,
