selection_objective,comparison,factor,contrast,fixed_other_level,rho,effect_average_utilization,effect_priority_weighted_utilization,effect_class_1_percent_serviced,effect_class_2_percent_serviced,effect_class_1_slot_utilization,effect_class_2_slot_utilization,n_rows
average_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,low,2.0,0.00039817351598170234,-0.01884420091324201,-0.0436729479624602,0.04276853028457502,-0.03822520547945206,0.0387620091324201,10
average_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,medium,2.0,1.0958904109592548e-05,1.8264840182680153e-06,-9.331731999799865e-06,3.421623841172172e-05,-2.739726027395362e-06,9.132420091324116e-06,10
average_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,high,2.0,9.132420091326754e-06,2.7397260273975823e-06,-8.80997241163195e-06,3.421623841172172e-05,-1.8264840182646847e-06,9.132420091324116e-06,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_high,low,2.0,0.00023013698630134472,-0.014734337899543381,-0.01903684214145727,0.011685083990696597,-0.02978776255707762,0.030106849315068508,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_high,medium,2.0,7.305936073060959e-06,1.5068493150686147e-05,4.055345667602295e-05,-3.486721203147747e-05,2.0091324200915972e-05,-1.0045662100457014e-05,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_high,high,2.0,3.561643835616302e-05,4.611872146118801e-05,5.655932430070565e-05,-3.486721203147747e-05,5.114155251141561e-05,-1.0045662100457014e-05,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,2.0,0.00016438356164382605,-0.004096621004566216,-0.02458622063232711,0.031014362843435228,-0.008414611872146116,0.008635981735159809,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,2.0,-0.0003872146118721098,0.01884602739726028,0.0436636162304604,-0.042734314046163305,0.03822246575342466,-0.03875287671232878,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,2.0,-0.00022283105022828377,0.014749406392694068,0.019077395598133297,-0.011719951202728073,0.029807853881278535,-0.030116894977168962,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,2.0,3.0136986301367853e-05,3.0136986301372294e-05,1.548410803651479e-05,0.0,3.013698630136896e-05,0.0,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,2.0,-1.826484018265795e-06,9.132420091295668e-07,5.217595881679138e-07,0.0,9.132420091306769e-07,0.0,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,2.0,2.831050228310206e-05,3.105022831050186e-05,1.60058676246827e-05,0.0,3.105022831049964e-05,0.0,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,2.0,0.00019452054794519389,-0.004066484018264845,-0.024570736524290596,0.031014362843435228,-0.008384474885844748,0.008635981735159809,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,2.0,-0.00038904109589037563,0.01884694063926941,0.04366413799004857,-0.042734314046163305,0.03822337899543379,-0.03875287671232878,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,2.0,-0.0001945205479451817,0.01478045662100457,0.019093401465757977,-0.011719951202728073,0.02983890410958904,-0.030116894977168962,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_medium,low,2.0,0.01978776255707725,0.020095159817351597,0.02049413186631212,-0.00042909345463275247,0.020535890410958907,-0.0008814611872146148,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_medium,medium,2.0,0.01985936073059335,0.020140091324200908,0.02012020287964606,-0.0005475445638899225,0.020516712328767124,-0.0007532420091324237,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_medium,high,2.0,0.019915251141552064,0.0201986301369863,0.020111776039854333,-8.699879777698482e-05,0.020574429223744282,-0.0007515981735159831,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,medium_to_high,low,2.0,0.019903013698629655,0.019891324200913246,0.0197888244291275,0.0,0.01989132420091324,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,medium_to_high,medium,2.0,0.01979159817351553,0.019804931506849317,0.01989849492111143,0.0,0.019804931506849307,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,medium_to_high,high,2.0,0.01986447488584427,0.019854977168949777,0.019849902159367418,0.0,0.019854977168949784,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_high,low,2.0,0.039690776255706904,0.03998648401826484,0.04028295629543962,-0.00042909345463275247,0.040427214611872146,-0.0008814611872146148,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_high,medium,2.0,0.03965095890410887,0.03994502283105023,0.04001869780075749,-0.0005475445638899225,0.04032164383561643,-0.0007532420091324237,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_high,high,2.0,0.03977972602739634,0.04005360730593608,0.03996167819922175,-8.699879777698482e-05,0.04042940639269406,-0.0007515981735159831,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_medium,low,2.0,-0.00010392694063936613,-0.00021442922374429133,0.00015157780825173829,0.0007094330491773604,-0.00027251141552509975,0.00011616438356165288,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_medium,medium,2.0,-3.232876712326749e-05,-0.0001694977168949796,-0.00022235117841432227,0.0005909819399201904,-0.0002916894977168855,0.00024438356164384404,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_medium,high,2.0,-0.00014374429223739329,-0.0002558904109589055,-0.00011268068643039528,0.0005909819399201904,-0.00037808219178081916,0.00024438356164384404,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,medium_to_high,low,2.0,-0.0002310502283103777,-0.00025251141552511515,0.0003368486993798076,-0.0009753430012148312,-0.0004385388127853936,0.00037205479452054297,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,medium_to_high,medium,2.0,-0.00017515981735165997,-0.00019397260273972485,0.00032842185958808286,-0.0005147972351018937,-0.0003808219178082349,0.00037369863013698355,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,medium_to_high,high,2.0,-0.00010228310502292002,-0.00014392694063926624,0.0002798290978440721,-0.0005147972351018937,-0.0003307762557077604,0.00037369863013698355,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_high,low,2.0,-0.0003349771689497438,-0.0004669406392694064,0.0004884265076315459,-0.0002659099520374708,-0.0007110502283104935,0.00048821917808219577,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_high,medium,2.0,-0.00020748858447492747,-0.00036347031963470446,0.00010607068117376051,7.618470481829683e-05,-0.0006725114155251204,0.0006180821917808275,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_high,high,2.0,-0.0002460273972603133,-0.0003998173515981717,0.00016714841141367672,7.618470481829683e-05,-0.0007088584474885795,0.0006180821917808275,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,2.0,7.159817351609865e-05,4.4931506849311694e-05,-0.0003739289866660606,-0.00011845110925716996,-1.9178082191785714e-05,0.0001282191780821912,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,2.0,5.589041095871773e-05,5.8538812785390296e-05,-8.426839791724774e-06,0.00046054576611293755,5.7716894977158804e-05,1.643835616440539e-06,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,2.0,0.00012748858447481635,0.00010347031963470199,-0.0003823558264577853,0.0003420946568557676,3.853881278537308e-05,0.00012986301369863172,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,2.0,-0.00011141552511412578,-8.63926940639259e-05,0.00010967049198392699,0.0,-8.639269406393368e-05,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,2.0,7.287671232873994e-05,5.004566210045859e-05,-4.859276174401075e-05,0.0,5.004566210047454e-05,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,2.0,-3.8538812785385846e-05,-3.634703196346733e-05,6.107773023991626e-05,0.0,-3.634703196345915e-05,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,2.0,-3.9817351598027116e-05,-4.1461187214614235e-05,-0.00026425849468213354,-0.00011845110925716996,-0.00010557077625571939,0.0001282191780821912,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,2.0,0.00012876712328745767,0.00010858447488584885,-5.701960153573553e-05,0.00046054576611293755,0.00010776255707763333,1.643835616440539e-06,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,2.0,8.89497716894305e-05,6.712328767123463e-05,-0.000321278096217869,0.0003420946568557676,2.191780821913917e-06,0.00012986301369863172,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,low,2.0,0.014807853881278263,0.014770228310502282,0.01714201174699264,0.0,0.014770228310502292,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,medium,2.0,0.014807305936072887,0.014822465753424649,0.017203140809120332,0.0,0.014822465753424666,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,high,2.0,0.014903926940638954,0.01489607305936073,0.017195065220815535,0.0,0.01489607305936073,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,low,2.0,0.014778264840182334,0.01476968036529681,0.016949773881328723,0.0,0.014769680365296804,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,medium,2.0,0.014696986301369574,0.014713424657534257,0.017074928481349165,0.0,0.014713424657534238,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,high,2.0,0.014768036529680052,0.014764383561643845,0.017026857479193323,0.0,0.014764383561643843,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,low,2.0,0.029586118721460598,0.029539908675799087,0.03409178562832137,0.0,0.029539908675799094,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,medium,2.0,0.029504292237442463,0.029535890410958904,0.03427806929046949,0.0,0.029535890410958904,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,high,2.0,0.029671963470319,0.029660456621004576,0.03422192270000886,0.0,0.029660456621004572,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,low,2.0,-3.5433789954423257e-05,-0.0002084931506849308,-0.0002335950518661917,0.0005218984894769902,-0.0003210958904109469,0.00022520547945206388,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,medium,2.0,-3.5981735159799085e-05,-0.00015625570776256148,-0.00017246598973849945,0.0005218984894769902,-0.00026885844748857416,0.00022520547945206388,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,high,2.0,-0.00011726027397255703,-0.00021251141552511513,-4.731138971805769e-05,0.0005218984894769902,-0.00032511415525113887,0.00022520547945206388,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,low,2.0,-0.0002608219178081339,-0.0002657534246575377,0.00032716571589307966,-0.0004805809966901697,-0.00045716894977169547,0.0003828310502283068,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,medium,2.0,-0.00016420091324206742,-0.00019214611872145682,0.00031909012758828294,-0.0004805809966901697,-0.00038356164383563025,0.0003828310502283068,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,high,2.0,-9.315068493159328e-05,-0.00014118721461186867,0.00027101912543244015,-0.0004805809966901697,-0.0003326027397260251,0.0003828310502283068,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,low,2.0,-0.0002962557077625572,-0.0004742465753424685,9.357066402688803e-05,4.131749278682029e-05,-0.0007782648401826424,0.0006080365296803707,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,medium,2.0,-0.0002001826484018665,-0.0003484018264840183,0.00014662413784978347,4.131749278682029e-05,-0.0006524200913242044,0.0006080365296803707,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,high,2.0,-0.0002104109589041503,-0.0003536986301369837,0.00022370773571438237,4.131749278682029e-05,-0.0006577168949771639,0.0006080365296803707,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,2.0,-5.479452053758216e-07,5.223744292236932e-05,6.11290621276922e-05,0.0,5.223744292237279e-05,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,2.0,9.662100456606649e-05,7.360730593608089e-05,-8.075588304796717e-06,0.0,7.360730593606522e-05,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,2.0,9.607305936069067e-05,0.0001258447488584502,5.305347382289549e-05,0.0,0.000125844748858438,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,2.0,-8.127853881275794e-05,-5.625570776255362e-05,0.00012515460002044177,0.0,-5.6255707762564724e-05,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,2.0,7.105022831047414e-05,5.095890410958814e-05,-4.8071002155842834e-05,0.0,5.095890410960522e-05,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,2.0,-1.0228310502283798e-05,-5.296803652965476e-06,7.708359786459897e-05,0.0,-5.296803652959524e-06,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,2.0,-8.182648401813375e-05,-4.018264840184313e-06,0.000186283662148134,0.0,-4.018264840191946e-06,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,2.0,0.00016767123287654063,0.00012456621004566906,-5.6146590460639524e-05,0.0,0.00012456621004567045,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,2.0,8.584474885840687e-05,0.00012054794520548473,0.00013013707168749443,0.0,0.00012054794520547849,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,low,2.0,0.01995452054794485,0.020015525114155254,0.019701625535529562,-0.000514418855231954,0.020070319634703206,-0.00010958904109589022,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,medium,2.0,0.01988547945205455,0.019992420091324202,0.019753916543409775,-0.00045913094602701815,0.02004310502283106,-0.00010136986301369875,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,high,2.0,0.020001278538812377,0.020084292237442927,0.019755847028472218,-0.0004591309460270176,0.02013497716894977,-0.00010136986301369847,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,low,2.0,0.019899360730593122,0.019887671232876717,0.019786228087008778,0.0,0.019887671232876714,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,medium,2.0,0.019787945205478996,0.019801278538812788,0.019895898578992703,0.0,0.019801278538812778,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,high,2.0,0.019860821917807737,0.019851324200913248,0.019847305817248695,0.0,0.019851324200913255,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,low,2.0,0.03985388127853797,0.039903196347031974,0.03948785362253834,-0.000514418855231954,0.039957990867579916,-0.00010958904109589022,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,medium,2.0,0.03967342465753355,0.039793698630136994,0.039649815122402475,-0.00045913094602701815,0.03984438356164384,-0.00010136986301369875,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,high,2.0,0.039862100456620114,0.03993561643835618,0.03960315284572091,-0.0004591309460270176,0.03998630136986302,-0.00010136986301369847,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,low,2.0,3.6712328767032346e-05,-0.0001463926940639282,-0.00027464218629453423,0.0005356940307152558,-0.00026447488584473725,0.000236164383561651,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,medium,2.0,-3.232876712326749e-05,-0.0001694977168949796,-0.00022235117841432227,0.0005909819399201915,-0.0002916894977168855,0.0002443835616438425,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,high,2.0,-0.00014374429223739329,-0.0002558904109589055,-0.00011268068643039528,0.0005909819399201915,-0.00037808219178081916,0.0002443835616438425,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,low,2.0,-0.00029095890410948955,-0.0002858447488584481,0.00032649137452564036,-0.0005147972351018937,-0.0004726940639269447,0.0003736986301369842,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,medium,2.0,-0.00017515981735165997,-0.00019397260273972485,0.00032842185958808286,-0.0005147972351018931,-0.0003808219178082349,0.00037369863013698453,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,high,2.0,-0.00010228310502292002,-0.00014392694063926624,0.0002798290978440721,-0.0005147972351018931,-0.0003307762557077604,0.00037369863013698453,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,low,2.0,-0.00025424657534245723,-0.00043223744292237627,5.184918823110625e-05,2.0896795613362062e-05,-0.0007371689497716819,0.0006098630136986352,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,medium,2.0,-0.00020748858447492747,-0.00036347031963470446,0.00010607068117376051,7.618470481829838e-05,-0.0006725114155251204,0.000618082191780827,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,high,2.0,-0.0002460273972603133,-0.0003998173515981717,0.00016714841141367672,7.618470481829838e-05,-0.0007088584474885795,0.000618082191780827,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,2.0,-6.904109589029984e-05,-2.3105022831051418e-05,5.22910078802119e-05,5.528790920493575e-05,-2.7214611872148198e-05,8.219178082191497e-06,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,2.0,0.00011579908675782959,9.18721461187233e-05,1.930485062442413e-06,5.551115123125783e-19,9.187214611870984e-05,2.775557561562891e-19,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,2.0,4.675799086752974e-05,6.876712328767187e-05,5.422149294265433e-05,5.5287909204936316e-05,6.465753424656162e-05,8.219178082191775e-06,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,2.0,-0.00011141552511412578,-8.63926940639259e-05,0.00010967049198392699,0.0,-8.639269406393368e-05,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,2.0,7.287671232873994e-05,5.004566210045859e-05,-4.859276174401075e-05,0.0,5.004566210047454e-05,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,2.0,-3.8538812785385846e-05,-3.634703196346733e-05,6.107773023991626e-05,0.0,-3.634703196345915e-05,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,2.0,-0.0001804566210044256,-0.00010949771689497734,0.0001619614998641389,5.528790920493575e-05,-0.0001136073059360819,8.219178082191497e-06,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,2.0,0.00018867579908656953,0.00014191780821918185,-4.666227668156832e-05,5.551115123125783e-19,0.00014191780821918443,2.775557561562891e-19,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,2.0,8.219178082143904e-06,3.242009132420453e-05,0.00011529922318257056,5.5287909204936316e-05,2.831050228310248e-05,8.219178082191775e-06,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,low,2.0,0.00016675799086760093,-7.963470319634296e-05,-0.0007925063307825586,-8.532540059920102e-05,-0.00046557077625570056,0.0007718721461187239,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,medium,2.0,2.611872146120243e-05,-0.00014767123287670605,-0.00036628633623628616,8.841361786290471e-05,-0.00047360730593606307,0.0006518721461187254,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,high,2.0,8.602739726031429e-05,-0.00011433789954337304,-0.00035592901138211893,-0.00037213214825003286,-0.00043945205479451203,0.0006502283105022848,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,low,2.0,-3.6529680365327e-06,-3.6529680365293694e-06,-2.5963421187236157e-06,0.0,-3.6529680365293694e-06,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,medium,2.0,-3.6529680365327e-06,-3.6529680365293694e-06,-2.5963421187236157e-06,0.0,-3.6529680365293694e-06,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,high,2.0,-3.6529680365327e-06,-3.6529680365293694e-06,-2.5963421187236157e-06,0.0,-3.6529680365293694e-06,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,low,2.0,0.00016310502283106823,-8.328767123287231e-05,-0.0007951026729012822,-8.532540059920102e-05,-0.0004692237442922299,0.0007718721461187239,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,medium,2.0,2.246575342466973e-05,-0.00015132420091323542,-0.00036888267835500976,8.841361786290471e-05,-0.00047726027397259246,0.0006518721461187254,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,high,2.0,8.237442922378159e-05,-0.00011799086757990241,-0.0003585253535008426,-0.00037213214825003286,-0.00044310502283104137,0.0006502283105022848,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,low,2.0,0.0001406392694063985,6.803652968036311e-05,-0.0004262199945462724,-0.00017373901846210572,8.036529680362507e-06,0.00011999999999999858,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,medium,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,high,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,low,2.0,-5.990867579911185e-05,-3.3333333333332996e-05,-1.0357324854167186e-05,0.00046054576611293755,-3.4155251141551044e-05,1.6438356164405497e-06,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,medium,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,high,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,low,2.0,8.073059360728662e-05,3.4703196347030116e-05,-0.00043657731940043964,0.00028680674765083183,-2.611872146118853e-05,0.00012164383561643912,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,medium,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,high,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,2.0,-0.0001406392694063985,-6.803652968036311e-05,0.0004262199945462724,0.00017373901846210572,-8.036529680362507e-06,-0.00011999999999999858,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,2.0,5.990867579911185e-05,3.3333333333332996e-05,1.0357324854167186e-05,-0.00046054576611293755,3.4155251141551044e-05,-1.6438356164405497e-06,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,2.0,-8.073059360728662e-05,-3.4703196347030116e-05,0.00043657731940043964,-0.00028680674765083183,2.611872146118853e-05,-0.00012164383561643912,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,2.0,-0.0001406392694063985,-6.803652968036311e-05,0.0004262199945462724,0.00017373901846210572,-8.036529680362507e-06,-0.00011999999999999858,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,2.0,5.990867579911185e-05,3.3333333333332996e-05,1.0357324854167186e-05,-0.00046054576611293755,3.4155251141551044e-05,-1.6438356164405497e-06,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,2.0,-8.073059360728662e-05,-3.4703196347030116e-05,0.00043657731940043964,-0.00028680674765083183,2.611872146118853e-05,-0.00012164383561643912,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,low,2.0,0.005146666666666586,0.005245296803652975,0.002559613788536923,-0.0005144188552319536,0.005300091324200914,-0.0001095890410958901,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,medium,2.0,0.005078173515981662,0.005169954337899555,0.0025507757342894425,-0.0004591309460270176,0.005220639269406393,-0.00010136986301369811,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,high,2.0,0.005097351598173426,0.0051882191780821965,0.002560781807656682,-0.0004591309460270176,0.0052389041095890375,-0.00010136986301369811,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,low,2.0,0.005121095890410788,0.005117990867579906,0.0028364542056800546,0.0,0.005117990867579911,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,medium,2.0,0.00509095890410942,0.005087853881278534,0.00282097009764354,0.0,0.005087853881278541,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,high,2.0,0.005092785388127685,0.005086940639269404,0.002820448338055372,0.0,0.005086940639269411,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,low,2.0,0.010267762557077374,0.010363287671232879,0.005396067994216978,-0.0005144188552319536,0.010418082191780826,-0.0001095890410958901,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,medium,2.0,0.01016913242009108,0.010257808219178087,0.005371745831932982,-0.0004591309460270176,0.010308493150684935,-0.00010136986301369811,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,high,2.0,0.01019013698630111,0.010275159817351599,0.005381230145712054,-0.0004591309460270176,0.010325844748858448,-0.00010136986301369811,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,low,2.0,7.21461187214556e-05,6.210045662100261e-05,-4.104713442834252e-05,1.3795541238262876e-05,5.6621004566209666e-05,1.0958904109589043e-05,10
