selection_objective,policy,noshow_level,balk_level,rho,average_utilization,priority_weighted_utilization,class_1_percent_serviced,class_2_percent_serviced,class_1_slot_utilization,class_2_slot_utilization,n_rows
priority_weighted_utilization,both_flexible,medium,low,1.4,0.9492299543378981,0.7513877625570776,0.8117932075508433,0.471015682747283,0.5534854794520548,0.39580456621004567,10
average_utilization,baseline,medium,low,1.7,0.9455760730593594,0.7082803652968036,0.5539123824031951,0.5581032068181812,0.47088968036529677,0.47478136986301367,10
average_utilization,horizon_only,medium,low,1.7,0.9493780821917795,0.7118305022831051,0.5574676914299568,0.5585664859808718,0.47432621004566206,0.4750085844748858,10
average_utilization,reservation_only,medium,low,1.7,0.9494178995433776,0.764275890410959,0.7275934383094004,0.36963342173957986,0.579129497716895,0.3702927853881278,10
average_utilization,both_flexible,medium,low,1.7,0.9499316894977156,0.7616853881278539,0.7145569755346802,0.3624783463352525,0.5733713242009133,0.3766281278538813,10
priority_weighted_utilization,baseline,medium,low,1.7,0.9455760730593594,0.7082803652968036,0.5539123824031951,0.5581032068181812,0.47088968036529677,0.47478136986301367,10
priority_weighted_utilization,horizon_only,medium,low,1.7,0.9497523287671219,0.7123405479452054,0.5592533300083348,0.5589416000441005,0.4749687671232876,0.4747435616438356,10
priority_weighted_utilization,reservation_only,medium,low,1.7,0.9493276712328754,0.7775025570776256,0.7530309437491847,0.3137227170152319,0.6056261187214611,0.3437528767123287,10
priority_weighted_utilization,both_flexible,medium,low,1.7,0.9495861187214597,0.7773056621004566,0.7531761075878192,0.31439074639149855,0.6050423744292237,0.3445265753424657,10
average_utilization,baseline,medium,low,2.0,0.9298420091324191,0.6922328767123288,0.45507499733293955,0.475148064209859,0.4544867579908676,0.47549223744292235,10
average_utilization,horizon_only,medium,low,2.0,0.9498728767123275,0.7125229223744293,0.47560992200073837,0.47528110118416816,0.47513936073059354,0.47476712328767123,10
average_utilization,reservation_only,medium,low,2.0,0.9443503196347021,0.7858011872146118,0.6870458695135759,0.246278875245799,0.62719799086758,0.3172063926940639,10
average_utilization,both_flexible,medium,low,2.0,0.9499210958904097,0.7714289497716895,0.659322988216114,0.34863066115126745,0.5929510502283105,0.35695579908675795,10
priority_weighted_utilization,baseline,medium,low,2.0,0.9298420091324191,0.6922328767123288,0.45507499733293955,0.475148064209859,0.4544867579908676,0.47549223744292235,10
priority_weighted_utilization,horizon_only,medium,low,2.0,0.9496600913241995,0.7126553424657535,0.4757117112856545,0.47452090020555493,0.47558648401826487,0.47413771689497713,10
priority_weighted_utilization,reservation_only,medium,low,2.0,0.9443486757990854,0.7910932420091324,0.6981568675393235,0.23200250596052827,0.6378505936073059,0.30648529680365294,10
priority_weighted_utilization,both_flexible,medium,low,2.0,0.9496337899543364,0.7967077625570776,0.7014835864588163,0.2312364239334236,0.6437344292237442,0.30594666666666664,10
average_utilization,baseline,medium,low,2.5,0.9300591780821907,0.6915881278538814,0.3618402891114526,0.38309155610978884,0.45308255707762557,0.4770111415525114,10
average_utilization,horizon_only,medium,low,2.5,0.9500860273972588,0.7125895890410958,0.3792562543593616,0.3795985037871901,0.4750283105022831,0.4751225570776255,10
average_utilization,reservation_only,medium,low,2.5,0.9380750684931496,0.7762770776255709,0.5848883545873356,0.26364088272363756,0.6145349771689498,0.323484200913242,10
average_utilization,both_flexible,medium,low,2.5,0.9499846575342452,0.7852427397260274,0.5747788937579053,0.25306361516674225,0.6203799086757991,0.3297256621004566,10
priority_weighted_utilization,baseline,medium,low,2.5,0.9300591780821907,0.6915881278538814,0.3618402891114526,0.38309155610978884,0.45308255707762557,0.4770111415525114,10
priority_weighted_utilization,horizon_only,medium,low,2.5,0.9500635616438341,0.7124902283105022,0.379416238060486,0.3802550443133123,0.47485388127853884,0.47527269406392686,10
priority_weighted_utilization,reservation_only,medium,low,2.5,0.9363884931506838,0.8055772602739726,0.6234638916179365,0.15802459011661416,0.6746321461187215,0.2618902283105023,10
priority_weighted_utilization,both_flexible,medium,low,2.5,0.9497042922374417,0.8193641095890412,0.631177444997572,0.1554494119308141,0.6889886757990868,0.2607508675799086,10
average_utilization,baseline,medium,low,3.0,0.9298261187214601,0.6916260273972602,0.30197720536678874,0.3189932022999749,0.45336328767123285,0.4765254794520547,10
average_utilization,horizon_only,medium,low,3.0,0.9499499543378983,0.7128802739726028,0.31730738540917347,0.3160706941341483,0.47588474885844745,0.4739910502283105,10
average_utilization,reservation_only,medium,low,3.0,0.9383121461187203,0.7917404566210046,0.5292702968107579,0.20021246714783686,0.6451981735159817,0.29308456621004564,10
average_utilization,both_flexible,medium,low,3.0,0.9499150684931493,0.8002310502283105,0.5243031069870854,0.1950721258916366,0.6504666666666667,0.2995287671232877,10
priority_weighted_utilization,baseline,medium,low,3.0,0.9298261187214601,0.6916260273972602,0.30197720536678874,0.3189932022999749,0.45336328767123285,0.4765254794520547,10
priority_weighted_utilization,horizon_only,medium,low,3.0,0.9499442922374415,0.712460091324201,0.3169233362721682,0.316782050855699,0.47500420091324197,0.47491178082191776,10
priority_weighted_utilization,reservation_only,medium,low,3.0,0.933296803652967,0.8155099543378995,0.5619855912639014,0.11944070530239956,0.6977315068493151,0.23555689497716892,10
priority_weighted_utilization,both_flexible,medium,low,3.0,0.9496272146118707,0.833141095890411,0.5715827807580522,0.11730560623585765,0.7166299543378996,0.23302228310502282,10
average_utilization,baseline,medium,medium,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
average_utilization,horizon_only,medium,medium,1.2,0.9489033789954323,0.7115640182648402,0.7899122663427257,0.7901676292600889,0.47432785388127846,0.4744723287671232,10
average_utilization,reservation_only,medium,medium,1.2,0.9487576255707749,0.7162437442922374,0.8137063978568913,0.7498567815862012,0.48375872146118715,0.46497004566210043,10
average_utilization,both_flexible,medium,medium,1.2,0.9487378995433777,0.7166541552511415,0.8100196374020305,0.750129097987504,0.4847148858447488,0.4638785388127854,10
priority_weighted_utilization,baseline,medium,medium,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
priority_weighted_utilization,horizon_only,medium,medium,1.2,0.9489483105022817,0.7116044748858448,0.7894785291425073,0.7890950816896702,0.47429716894977164,0.47461461187214604,10
priority_weighted_utilization,reservation_only,medium,medium,1.2,0.9456432876712315,0.7254415525114155,0.849277150030157,0.6824265449788265,0.5052096803652968,0.44046374429223745,10
priority_weighted_utilization,both_flexible,medium,medium,1.2,0.9459353424657522,0.7254992694063926,0.8475081161966692,0.6815566949273617,0.5049881278538813,0.4410222831050228,10
average_utilization,baseline,medium,medium,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
average_utilization,horizon_only,medium,medium,1.4,0.9497388127853867,0.7120524200913242,0.6774481829302202,0.6773821751559361,0.4743037442922374,0.4754973515981735,10
average_utilization,reservation_only,medium,medium,1.4,0.9497168949771677,0.7392841095890411,0.7736907487277648,0.5220646606714471,0.5288604566210046,0.420847305936073,10
average_utilization,both_flexible,medium,medium,1.4,0.9496688584474873,0.740912602739726,0.7795114602839558,0.5424873185127763,0.5321972602739725,0.41743068493150687,10
priority_weighted_utilization,baseline,medium,medium,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
priority_weighted_utilization,horizon_only,medium,medium,1.4,0.9496831050228296,0.7122796347031963,0.6782279270956095,0.6772356084903637,0.4748286757990868,0.4749019178082191,10
priority_weighted_utilization,reservation_only,medium,medium,1.4,0.9492200913241996,0.7513211872146119,0.8120876678497121,0.47127524545987337,0.553369497716895,0.39590337899543376,10
priority_weighted_utilization,both_flexible,medium,medium,1.4,0.9492299543378981,0.7513877625570776,0.8117932075508433,0.471015682747283,0.5534854794520548,0.39580456621004567,10
average_utilization,baseline,medium,medium,1.7,0.9455760730593594,0.7082803652968036,0.5539123824031951,0.5581032068181812,0.47088968036529677,0.47478136986301367,10
average_utilization,horizon_only,medium,medium,1.7,0.9493780821917795,0.7118305022831051,0.5574676914299568,0.5585664859808718,0.47432621004566206,0.4750085844748858,10
average_utilization,reservation_only,medium,medium,1.7,0.9494178995433776,0.764275890410959,0.7275934383094004,0.36963342173957986,0.579129497716895,0.3702927853881278,10
average_utilization,both_flexible,medium,medium,1.7,0.9499316894977156,0.7616853881278539,0.7145569755346802,0.3624783463352525,0.5733713242009133,0.3766281278538813,10
priority_weighted_utilization,baseline,medium,medium,1.7,0.9455760730593594,0.7082803652968036,0.5539123824031951,0.5581032068181812,0.47088968036529677,0.47478136986301367,10
priority_weighted_utilization,horizon_only,medium,medium,1.7,0.9497523287671219,0.7123405479452054,0.5592533300083348,0.5589416000441005,0.4749687671232876,0.4747435616438356,10
priority_weighted_utilization,reservation_only,medium,medium,1.7,0.9493276712328754,0.7775025570776256,0.7530309437491847,0.3137227170152319,0.6056261187214611,0.3437528767123287,10
priority_weighted_utilization,both_flexible,medium,medium,1.7,0.9495861187214597,0.7773056621004566,0.7531761075878192,0.31439074639149855,0.6050423744292237,0.3445265753424657,10
average_utilization,baseline,medium,medium,2.0,0.9298743378995423,0.6924023744292237,0.45529734851135384,0.47455708226993887,0.4547784474885844,0.47524785388127855,10
average_utilization,horizon_only,medium,medium,2.0,0.9498728767123275,0.7125229223744293,0.47560992200073837,0.47528110118416816,0.47513936073059354,0.47476712328767123,10
average_utilization,reservation_only,medium,medium,2.0,0.9443466666666653,0.7858144292237442,0.6870957547022518,0.24620979179535576,0.6272208219178083,0.3171872146118721,10
average_utilization,both_flexible,medium,medium,2.0,0.9499210958904097,0.7714289497716895,0.659322988216114,0.34863066115126745,0.5929510502283105,0.35695579908675795,10
priority_weighted_utilization,baseline,medium,medium,2.0,0.9298743378995423,0.6924023744292237,0.45529734851135384,0.47455708226993887,0.4547784474885844,0.47524785388127855,10
priority_weighted_utilization,horizon_only,medium,medium,2.0,0.9496600913241995,0.7126553424657535,0.4757117112856545,0.47452090020555493,0.47558648401826487,0.47413771689497713,10
priority_weighted_utilization,reservation_only,medium,medium,2.0,0.9443450228310489,0.7911064840182649,0.6982067527279993,0.23193342251008503,0.6378734246575342,0.3064661187214611,10
priority_weighted_utilization,both_flexible,medium,medium,2.0,0.9496337899543364,0.7967077625570776,0.7014835864588163,0.2312364239334236,0.6437344292237442,0.30594666666666664,10
average_utilization,baseline,medium,medium,2.5,0.9300496803652957,0.6891934246575342,0.3566398506725589,0.3881871548320518,0.4482332420091324,0.4819203652968036,10
average_utilization,horizon_only,medium,medium,2.5,0.9500860273972588,0.7125895890410958,0.3792562543593616,0.3795985037871901,0.4750283105022831,0.4751225570776255,10
average_utilization,reservation_only,medium,medium,2.5,0.9387238356164372,0.7725338812785388,0.5620490492614834,0.27225117403842214,0.6063117808219178,0.33244420091324195,10
average_utilization,both_flexible,medium,medium,2.5,0.949941735159816,0.7852162557077625,0.5747276480763839,0.25303354293718155,0.6203853881278538,0.32966173515981734,10
priority_weighted_utilization,baseline,medium,medium,2.5,0.9300496803652957,0.6891934246575342,0.3566398506725589,0.3881871548320518,0.4482332420091324,0.4819203652968036,10
priority_weighted_utilization,horizon_only,medium,medium,2.5,0.9500635616438341,0.7124902283105022,0.379416238060486,0.3802550443133123,0.47485388127853884,0.47527269406392686,10
priority_weighted_utilization,reservation_only,medium,medium,2.5,0.936379908675798,0.805651506849315,0.6236032164064014,0.15768393261193975,0.6747446575342465,0.261813698630137,10
priority_weighted_utilization,both_flexible,medium,medium,2.5,0.9497042922374417,0.8193641095890412,0.631177444997572,0.1554494119308141,0.6889886757990868,0.2607508675799086,10
average_utilization,baseline,medium,medium,3.0,0.9301499543378986,0.6890779908675799,0.29623688551218186,0.3236557929280144,0.4478560730593607,0.48244383561643833,10
average_utilization,horizon_only,medium,medium,3.0,0.9499499543378983,0.7128802739726028,0.31730738540917347,0.3160706941341483,0.47588474885844745,0.4739910502283105,10
average_utilization,reservation_only,medium,medium,3.0,0.9382109589041084,0.7887090410958904,0.5239292190187779,0.21430291258862882,0.6392754337899544,0.2988672146118721,10
average_utilization,both_flexible,medium,medium,3.0,0.9499150684931493,0.8002310502283105,0.5243031069870854,0.1950721258916366,0.6504666666666667,0.2995287671232877,10
priority_weighted_utilization,baseline,medium,medium,3.0,0.9301499543378986,0.6890779908675799,0.29623688551218186,0.3236557929280144,0.4478560730593607,0.48244383561643833,10
priority_weighted_utilization,horizon_only,medium,medium,3.0,0.9499442922374415,0.712460091324201,0.3169233362721682,0.316782050855699,0.47500420091324197,0.47491178082191776,10
priority_weighted_utilization,reservation_only,medium,medium,3.0,0.9332062100456611,0.8151486757990869,0.5617045590579414,0.12055457706524364,0.6971024657534246,0.2360924200913242,10
priority_weighted_utilization,both_flexible,medium,medium,3.0,0.9496272146118707,0.833141095890411,0.5715827807580522,0.11730560623585765,0.7166299543378996,0.23302228310502282,10
