class1_high_balk,class_id,mean,std,n,se,ci95,metric
0.5,1,18275.19,140.98367947669647,100,14.098367947669647,27.63280117743251,offered
0.5,2,18246.37,130.20338829397824,100,13.020338829397824,25.519864105619735,offered
0.6,1,18239.41,129.60733978155926,100,12.960733978155925,25.403038597185613,offered
0.6,2,18253.05,145.6624973399576,100,14.566249733995761,28.549849478631693,offered
0.7,1,18240.86,136.17316812489867,100,13.617316812489866,26.689940952480136,offered
0.7,2,18236.35,143.95849394807482,100,14.395849394807481,28.215864813822662,offered
0.8,1,18248.43,152.31368847536214,100,15.231368847536213,29.853482941170977,offered
0.8,2,18265.25,134.40165756252983,100,13.440165756252984,26.342724882255848,offered
0.9,1,18232.67,129.4711117889962,100,12.947111178899622,25.376337910643258,offered
0.9,2,18247.11,137.89469668459853,100,13.789469668459853,27.02736055018131,offered
0.0,1,2880.78,116.8016171881955,100,11.68016171881955,22.893116968886318,no_offer
0.0,2,2895.16,124.3823300971807,100,12.43823300971807,24.37893669904742,no_offer
0.1,1,2222.13,123.83718987428468,100,12.383718987428468,24.272089215359795,no_offer
0.1,2,2218.64,115.59818250292604,100,11.559818250292604,22.657243770573505,no_offer
0.2,1,1396.91,120.43314881432494,100,12.043314881432494,23.60489716760769,no_offer
0.2,2,1399.71,133.79845350980767,100,13.379845350980768,26.224496887922303,no_offer
0.3,1,612.22,90.36095742223311,100,9.036095742223312,17.71074765475769,no_offer
0.3,2,612.41,94.99262012802829,100,9.499262012802829,18.618553545093544,no_offer
0.4,1,74.6,37.895923396864326,100,3.7895923396864326,7.427600985785408,no_offer
0.4,2,75.16,41.03428475375837,100,4.103428475375837,8.04271981173664,no_offer
0.5,1,0.05,0.41132945334843124,100,0.04113294533484312,0.08062057285629252,no_offer
0.5,2,0.03,0.22270150335361366,100,0.022270150335361366,0.043649494657308274,no_offer
0.6,1,0.0,0.0,100,0.0,0.0,no_offer
0.6,2,0.0,0.0,100,0.0,0.0,no_offer
0.7,1,0.0,0.0,100,0.0,0.0,no_offer
0.7,2,0.0,0.0,100,0.0,0.0,no_offer
0.8,1,0.0,0.0,100,0.0,0.0,no_offer
0.8,2,0.0,0.0,100,0.0,0.0,no_offer
0.9,1,0.0,0.0,100,0.0,0.0,no_offer
0.9,2,0.0,0.0,100,0.0,0.0,no_offer
