seed,step_index,gap_index,within_step,post_gap,class_1_low,class_1_high,class_2_low,class_2_high,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,booked_slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
72,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18101,9988,7490,17478,623,5344,748,3886,9.148778534241089,9.733207460807872,0.21468427158720513,0.3327054794520548,0.39674657534246577,0.4285387344089713,91378.0,170117.0
72,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18497,15534,2297,17831,666,8509,1138,5867,9.387086391142011,9.765128147608099,0.3171865707952641,0.5023116438356164,0.5997431506849316,0.12882059334866244,145819.0,174122.0
73,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18345,10133,7536,17669,676,5452,686,3990,9.191058916411723,9.744580904408851,0.21749795584627965,0.3416095890410959,0.40034246575342464,0.42650970626521023,93133.0,172177.0
73,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18372,15449,2280,17729,643,8443,1141,5842,9.343582108874362,9.734333577753963,0.31798388852601783,0.5001712328767123,0.5978595890410959,0.12860285408088443,144349.0,172580.0
74,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18107,10108,7454,17562,545,5398,726,3969,9.18757419865453,9.750996469650381,0.21919699563704645,0.33981164383561646,0.4019691780821918,0.4244391299396424,92868.0,171247.0
74,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18046,15316,2186,17502,544,8322,1085,5892,9.286106032906764,9.658153353902412,0.3264989471350992,0.5044520547945206,0.5973458904109589,0.12490001142726545,142226.0,169037.0
75,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18419,10095,7719,17814,605,5379,739,3967,9.12768697374938,9.7325137532278,0.21537542754764102,0.3396404109589041,0.4029109589041096,0.4333108790838666,92144.0,173375.0
75,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18174,15273,2289,17562,612,8326,1148,5785,9.374713546781903,9.760676460539802,0.31831187410586553,0.495291095890411,0.5935787671232877,0.13033823026990093,143180.0,171417.0
76,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18191,10019,7543,17562,629,5287,783,3938,9.163988421998203,9.771666097255437,0.21648067725798473,0.33715753424657535,0.40419520547945204,0.4295068898758683,91814.0,171610.0
76,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18201,15244,2280,17524,677,8298,1165,5758,9.449881920755708,9.829262725405158,0.31635624416240865,0.49297945205479454,0.592722602739726,0.130107281442593,144054.0,172248.0
77,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18142,9950,7527,17477,665,5330,745,3868,9.211959798994975,9.77547634033301,0.21320692316172418,0.33116438356164385,0.3949486301369863,0.43068032270984724,91659.0,170846.0
77,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18354,15283,2370,17653,701,8221,1107,5934,9.366420205457043,9.766668554919844,0.3233082706766917,0.5080479452054795,0.6028253424657535,0.13425480088370248,143147.0,172411.0
78,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18156,10036,7561,17597,559,5357,720,3954,9.16669988043045,9.747115985679377,0.2177792465300727,0.338527397260274,0.4001712328767123,0.4296755128715122,91997.0,171520.0
78,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18262,15338,2337,17675,587,8354,1123,5852,9.35813013430695,9.745120226308345,0.32044682948198444,0.501027397260274,0.5971746575342466,0.13222065063649222,143535.0,172245.0
79,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18279,10115,7463,17578,701,5321,725,4052,9.13969352446861,9.67766526339743,0.22167514634279775,0.34691780821917806,0.40898972602739725,0.4245647969052224,92448.0,170114.0
79,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18271,15289,2325,17614,657,8396,1151,5722,9.395186081496501,9.78619280118088,0.31317388210825897,0.4898972602739726,0.5884417808219178,0.1319972748949699,143643.0,172374.0
80,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18443,10214,7478,17692,751,5458,745,4003,9.27374192285099,9.837384128419625,0.21704711814780675,0.34272260273972605,0.4065068493150685,0.42267691612028035,94722.0,174043.0
80,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18159,15070,2285,17355,804,8137,1105,5809,9.403251493032515,9.79348890809565,0.31989647006993777,0.4973458904109589,0.5919520547945205,0.13166234514549122,141707.0,169966.0
81,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18385,10189,7441,17630,755,5447,739,3990,9.182255373441947,9.748440158820193,0.21702474843622518,0.3416095890410959,0.4048801369863014,0.4220646625070902,93558.0,171865.0
81,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18121,15175,2208,17383,738,8241,1124,5793,9.366985172981877,9.741471552666399,0.31968434413111857,0.49597602739726027,0.592208904109589,0.12702065236150262,142144.0,169336.0
82,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18301,9976,7688,17664,637,5283,672,4010,9.147052927024859,9.789175724637682,0.21911370963335336,0.3433219178082192,0.40085616438356164,0.43523550724637683,91251.0,172916.0
82,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18392,15406,2361,17767,625,8404,1149,5832,9.38251330650396,9.778634547194237,0.3170943888647238,0.49931506849315066,0.5976883561643835,0.13288681263015703,144547.0,173737.0
83,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18348,10043,7635,17678,670,5390,716,3923,9.232500248929602,9.841893879398121,0.21381076956616524,0.33587328767123287,0.3971746575342466,0.43189274804842176,92722.0,173985.0
83,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18323,15388,2310,17698,625,8367,1140,5866,9.431829997400571,9.810769578483445,0.32014408120940896,0.5022260273972603,0.5998287671232877,0.13052322296304666,145137.0,173631.0
84,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18197,9977,7539,17516,681,5326,683,3956,9.130099228224918,9.7248230189541,0.21739847227564985,0.3386986301369863,0.3971746575342466,0.43040648549897237,91091.0,170340.0
84,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18408,15490,2255,17745,663,8426,1155,5888,9.419367333763718,9.782079459002535,0.31986093003042154,0.5041095890410959,0.6029965753424658,0.12707805015497323,145906.0,173583.0
85,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18104,10115,7562,17677,427,5483,694,3924,9.14028670291646,9.73027097358149,0.2167476800707026,0.33595890410958906,0.39537671232876714,0.42778752050687335,92454.0,172002.0
85,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18108,15338,2352,17690,418,8270,1095,5960,9.33980962315817,9.727473148671566,0.3291362933510051,0.5102739726027398,0.6040239726027398,0.13295647258338045,143254.0,172079.0
86,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18122,10008,7488,17496,626,5276,721,4000,9.123101518784972,9.710105166895291,0.2207261891623441,0.3424657534246575,0.40419520547945204,0.4279835390946502,91304.0,169888.0
86,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18305,15349,2316,17665,640,8401,1109,5820,9.353834126001694,9.744636286442118,0.31794591641627973,0.4982876712328767,0.593236301369863,0.131106708180017,143572.0,172139.0
87,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18339,9953,7637,17590,749,5322,675,3945,9.179644328343214,9.761398521887436,0.2151153279895305,0.3377568493150685,0.3955479452054795,0.4341671404206936,91365.0,171703.0
87,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18358,15413,2261,17674,684,8351,1180,5866,9.337247777849868,9.713760325902456,0.3195337182699641,0.5022260273972603,0.6032534246575343,0.12792802987439175,143915.0,171681.0
88,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18013,10087,7317,17404,609,5430,726,3924,9.15901655596312,9.705987129395542,0.21784266918336756,0.33595890410958906,0.3981164383561644,0.42042059296713397,92387.0,168923.0
88,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18190,15358,2235,17593,597,8312,1119,5914,9.28864435473369,9.667936110953221,0.3251236943375481,0.5063356164383561,0.6021404109589041,0.12703916330358667,142655.0,170088.0
89,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18364,10131,7624,17755,609,5409,722,3990,9.104431941565492,9.69811320754717,0.21727292528860814,0.3416095890410959,0.40342465753424656,0.4294001689664883,92237.0,172190.0
89,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18203,15334,2244,17578,625,8400,1098,5814,9.355093256814921,9.724940266241893,0.3193979014448168,0.4977739726027397,0.5917808219178082,0.1276595744680851,143451.0,170945.0
90,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18132,9888,7509,17397,735,5280,733,3862,9.237156148867314,9.817497269644191,0.2129936024707699,0.33065068493150684,0.3934075342465753,0.43162614243835146,91337.0,170795.0
90,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18267,15370,2226,17596,671,8290,1155,5908,9.416916070266753,9.791486701523073,0.32342475502271856,0.5058219178082192,0.604708904109589,0.12650602409638553,144738.0,172291.0
91,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18215,10009,7504,17513,702,5307,767,3923,9.18363472874413,9.784731342431337,0.2153719461981883,0.33587328767123287,0.401541095890411,0.4284816993090847,91919.0,171360.0
91,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18216,15220,2307,17527,689,8228,1113,5862,9.385545335085414,9.778912534946084,0.3218050065876153,0.5018835616438356,0.5971746575342466,0.13162549209790608,142848.0,171395.0
92,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18214,10062,7468,17530,684,5363,725,3963,9.184754521963825,9.772675413576726,0.21757988360601735,0.33929794520547946,0.40136986301369865,0.4260125499144324,92417.0,171315.0
92,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18259,15322,2338,17660,599,8326,1125,5847,9.376386894661271,9.768516421291054,0.32022564214907717,0.5005993150684932,0.5969178082191781,0.13238958097395243,143665.0,172512.0
93,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18455,10044,7674,17718,737,5375,707,3951,9.200119474313023,9.76707303307371,0.21408832294771066,0.3382705479452055,0.3988013698630137,0.43311886217406026,92406.0,173053.0
93,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18455,15369,2344,17713,742,8345,1142,5863,9.409850998763746,9.802743747530062,0.3176916824708751,0.5019691780821918,0.5997431506849316,0.13233218540055328,144620.0,173636.0
94,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18287,10078,7599,17677,610,5400,750,3919,9.152609644770788,9.753464954460599,0.2143052441625198,0.3355308219178082,0.3997431506849315,0.4298806358545002,92240.0,172412.0
94,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18361,15485,2289,17774,587,8476,1116,5874,9.405424604455925,9.787161021717115,0.3199172158379173,0.5029109589041096,0.598458904109589,0.1287836165185102,145643.0,173957.0
95,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18027,9936,7387,17323,704,5305,718,3907,9.140197262479871,9.70663280032327,0.21673045986575692,0.33450342465753424,0.3959760273972603,0.4264272931940195,90817.0,168148.0
95,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18244,15294,2301,17595,649,8256,1131,5891,9.39845691120701,9.782438192668371,0.3229006796755098,0.5043664383561643,0.6011986301369863,0.1307757885763001,143740.0,172122.0
96,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18284,10087,7577,17664,620,5366,738,3971,9.155844155844155,9.751811594202898,0.21718442353970685,0.33998287671232874,0.4031678082191781,0.42895153985507245,92355.0,172256.0
96,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18378,15389,2352,17741,637,8448,1106,5812,9.367145363571382,9.7651767093174,0.31624768745238874,0.4976027397260274,0.5922945205479452,0.1325742630065949,144151.0,173244.0
97,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18296,10004,7568,17572,724,5337,680,3973,9.234306277489004,9.81464830412019,0.21715128989943158,0.3401541095890411,0.39837328767123287,0.4306851809697246,92380.0,172463.0
97,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18265,15313,2251,17564,701,8274,1144,5874,9.355972049892248,9.738499202915053,0.3215986860114974,0.5029109589041096,0.6008561643835616,0.12815987246640856,143268.0,171047.0
98,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18070,9928,7409,17337,733,5330,756,3828,9.168815471394037,9.759762357962739,0.21184283342556723,0.32773972602739726,0.39246575342465756,0.42735190632750764,91028.0,169205.0
98,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18300,15304,2280,17584,716,8213,1173,5895,9.421981181390485,9.799647406733394,0.3221311475409836,0.504708904109589,0.6051369863013699,0.12966333030027297,144194.0,172317.0
99,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18092,10032,7471,17503,589,5332,721,3963,9.080841307814993,9.64960292521282,0.2190470926376299,0.33929794520547946,0.401027397260274,0.42684111295206534,91099.0,168897.0
99,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18236,15299,2299,17598,638,8316,1058,5910,9.350937969801947,9.736333674281168,0.3240842289975872,0.5059931506849316,0.5965753424657534,0.13063984543698148,143060.0,171340.0
100,2,3,0.2,0.3,0.3,0.5,0.0,0.2,1,18354,10046,7580,17626,728,5432,715,3881,9.251941071073064,9.812776580052196,0.2114525444044895,0.332277397260274,0.3934931506849315,0.43004652218313855,92945.0,172960.0
100,2,3,0.2,0.3,0.3,0.5,0.0,0.2,2,18324,15375,2239,17614,710,8311,1159,5888,9.378731707317073,9.763029408425117,0.32132722113075746,0.5041095890410959,0.6033390410958904,0.12711479504939252,144198.0,171966.0
1,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18285,9730,7251,16981,1304,5225,697,3790,9.165262076053443,9.765738177963607,0.20727372162975116,0.324486301369863,0.38416095890410956,0.4270066544962016,89178.0,165832.0
1,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18266,15889,1091,16980,1286,8697,1188,5980,9.53917804770596,9.7301531213192,0.32738421110259497,0.511986301369863,0.6136986301369863,0.06425206124852768,151568.0,165218.0
2,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18332,9791,7242,17033,1299,5137,681,3960,9.117761209273823,9.738507602888511,0.21601571023347152,0.339041095890411,0.3973458904109589,0.42517466095226913,89272.0,165876.0
2,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18236,15767,1103,16870,1366,8740,1199,5813,9.565358026257373,9.752400711321874,0.31876508006141696,0.49768835616438356,0.6003424657534246,0.06538233550681684,150817.0,164523.0
3,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18375,9621,7220,16841,1534,5092,706,3815,9.162872882236774,9.768719197197315,0.20761904761904762,0.3266267123287671,0.3870719178082192,0.4287156344635117,88156.0,164515.0
3,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18477,15823,1089,16912,1565,8678,1157,5964,9.550148517980155,9.735099337748345,0.32277967202467933,0.5106164383561644,0.6096746575342465,0.06439214758751183,151112.0,164640.0
4,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18109,9728,7240,16968,1141,5121,662,3934,9.074629934210526,9.672677982083922,0.21724004638577502,0.3368150684931507,0.3934931506849315,0.42668552569542667,88278.0,164126.0
4,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18147,15858,1117,16975,1172,8796,1161,5884,9.531908185143145,9.722533136966126,0.32424092136441285,0.5037671232876713,0.603167808219178,0.06580265095729013,151157.0,165040.0
5,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18207,9617,7307,16924,1283,5088,692,3830,9.10502235624415,9.759335854407942,0.21035865326522765,0.3279109589041096,0.38715753424657534,0.43175372252422595,87563.0,165167.0
5,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18326,15882,1123,17005,1321,8732,1163,5961,9.592116861856189,9.780946780358718,0.3252755647713631,0.5103595890410959,0.6099315068493151,0.0660394001764187,152342.0,166325.0
6,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18229,9691,7122,16813,1416,5204,710,3761,9.156846558662677,9.750728602866829,0.2063196006363487,0.32200342465753423,0.38279109589041094,0.42360078510676263,88739.0,163939.0
6,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18414,15821,1146,16967,1447,8628,1162,6006,9.549143543391695,9.744798726940532,0.32616487455197135,0.5142123287671233,0.6136986301369863,0.06754287735015028,151077.0,165340.0
7,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18392,9723,7188,16911,1481,5090,682,3937,9.080942096060886,9.72934776181184,0.21406046107003046,0.33707191780821916,0.3954623287671233,0.4250487848146177,88294.0,164533.0
7,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18188,15731,1028,16759,1429,8680,1165,5868,9.578793465132541,9.757622769855002,0.3226303056960633,0.5023972602739726,0.6021404109589041,0.06134017542812817,150684.0,163528.0
8,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18350,9596,7336,16932,1418,5070,722,3790,9.174864526886203,9.791400897708481,0.20653950953678474,0.324486301369863,0.3863013698630137,0.4332624616111505,88042.0,165788.0
8,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18223,15752,1068,16820,1403,8582,1138,6008,9.571419502285424,9.75719381688466,0.3296932448005268,0.5143835616438356,0.6118150684931507,0.06349583828775268,150769.0,164116.0
9,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,17946,9625,7268,16893,1053,5101,720,3794,9.076675324675325,9.698395785236489,0.2114120138192355,0.3248287671232877,0.386472602739726,0.43023737642810633,87363.0,163835.0
9,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18163,15969,1088,17057,1106,8818,1179,5949,9.519757029244161,9.705282288796388,0.32753399768760666,0.5093321917808219,0.6102739726027397,0.06378612886205078,152021.0,165543.0
10,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18170,9570,7347,16917,1253,5077,722,3758,9.067293625914315,9.67080451616717,0.20682443588332416,0.32174657534246576,0.3835616438356164,0.4342968611455932,86774.0,163601.0
10,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18157,15871,1090,16961,1196,8676,1204,5965,9.536135089156323,9.722775779729968,0.32852343448807625,0.5107020547945206,0.6137842465753425,0.06426507870998173,151348.0,164908.0
11,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18314,9654,7271,16925,1389,5107,665,3877,9.150714729645742,9.759763663220088,0.21169597029594844,0.33193493150684933,0.38886986301369864,0.42960118168389955,88341.0,165184.0
11,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18280,15753,1053,16806,1474,8648,1184,5902,9.56224211261347,9.744377008211353,0.3228665207877462,0.5053082191780822,0.6066780821917809,0.0626561942163513,150634.0,163764.0
12,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18122,9650,7277,16927,1195,5144,695,3801,9.15440414507772,9.754120635670821,0.20974506125151748,0.3254280821917808,0.38493150684931504,0.42990488568559104,88340.0,165108.0
12,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18267,15886,1136,17022,1245,8724,1127,6014,9.471610222837718,9.66948654682176,0.32922756883998466,0.5148972602739726,0.6113869863013699,0.066737163670544,150466.0,164594.0
13,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18288,9673,7404,17077,1211,5168,663,3834,9.13325752093456,9.774082098729284,0.20964566929133857,0.32825342465753427,0.38501712328767124,0.43356561456930376,88346.0,166912.0
13,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18266,15973,1063,17036,1230,8783,1124,6045,9.525762223752583,9.70844094857948,0.33094273513631883,0.5175513698630136,0.6137842465753425,0.0623972763559521,152155.0,165393.0
14,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18318,9775,7247,17022,1296,5112,727,3917,9.112225063938618,9.716719539419575,0.2138333879244459,0.3353595890410959,0.3976027397260274,0.4257431559158736,89072.0,165398.0
14,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18128,15773,1065,16838,1290,8755,1171,5826,9.565333164268052,9.747891673595438,0.3213812886142983,0.4988013698630137,0.5990582191780822,0.06324979213683335,150874.0,164135.0
15,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18409,9853,7359,17212,1197,5303,677,3864,9.127575357759058,9.754996514059957,0.20989733282633494,0.3308219178082192,0.38878424657534244,0.42755054613060656,89934.0,167903.0
15,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18120,15828,1118,16946,1174,8695,1160,5947,9.5381602223907,9.729965773633896,0.3282008830022075,0.5091609589041096,0.6084760273972603,0.06597427121444589,150970.0,164884.0
16,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18184,9808,7096,16904,1280,5198,715,3880,9.122858890701469,9.69468764789399,0.2133743950725913,0.3321917808219178,0.3934075342465753,0.4197823000473261,89477.0,163879.0
16,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18161,15793,1063,16856,1305,8716,1157,5899,9.471348065598683,9.659409112482201,0.3248169153680965,0.5050513698630137,0.6041095890410959,0.06306359753203607,149581.0,162819.0
17,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18285,9735,7397,17132,1153,5158,643,3927,9.102722136620441,9.700093392481905,0.214766201804758,0.33621575342465754,0.3912671232876712,0.4317651179080084,88615.0,166182.0
17,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18182,15892,1116,17008,1174,8787,1121,5963,9.502076516486282,9.69043979303857,0.3279617203827962,0.5105308219178082,0.6065068493150685,0.06561618062088428,151007.0,164815.0
18,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18176,9638,7281,16919,1257,5109,686,3831,9.08590993982154,9.708020568591524,0.2107724471830986,0.32799657534246573,0.38672945205479453,0.43034458301318046,87570.0,164250.0
18,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18287,15887,1193,17080,1207,8737,1193,5938,9.5268458488072,9.730971896955504,0.3247115437195822,0.5083904109589041,0.6105308219178082,0.06984777517564403,151353.0,166205.0
19,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18425,9750,7174,16924,1501,5220,674,3843,9.155897435897437,9.764062869298039,0.2085753052917232,0.32902397260273974,0.38672945205479453,0.42389506026943985,89270.0,165247.0
19,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18379,15823,1045,16868,1511,8668,1166,5970,9.562219553814067,9.742885937870524,0.3248272484901246,0.5111301369863014,0.6109589041095891,0.06195162437751956,151303.0,164343.0
20,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18076,9587,7097,16684,1392,5055,737,3786,9.12308334202566,9.722788300167826,0.20944899314007523,0.32414383561643834,0.3872431506849315,0.42537760728842006,87463.0,162215.0
20,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18464,15936,1081,17017,1447,8819,1219,5876,9.57605421686747,9.758476817300346,0.31824090121317156,0.5030821917808219,0.6074486301369864,0.06352471058353411,152604.0,166060.0
21,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18496,9822,7435,17257,1239,5263,724,3822,9.135104866625941,9.685866604856,0.2066392733564014,0.32722602739726026,0.3892123287671233,0.43083965926870255,89725.0,167149.0
21,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18052,15746,1077,16823,1229,8637,1072,6015,9.44373174139464,9.634072400879749,0.3332040771105695,0.5149828767123288,0.606763698630137,0.06401949711704215,148701.0,162074.0
22,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,17957,9729,7198,16927,1030,5138,717,3863,9.091684654126837,9.63632067111715,0.21512502088322102,0.33073630136986304,0.3921232876712329,0.42523778578602234,88453.0,163114.0
22,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18122,15986,1073,17059,1063,8902,1106,5962,9.466783435506068,9.650741544052993,0.3289923849464739,0.510445205479452,0.6051369863013699,0.06289934931707603,151336.0,164632.0
23,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,17857,9691,7145,16836,1021,5173,649,3860,9.081622123619853,9.650273224043715,0.21616172929383434,0.3304794520547945,0.3860445205479452,0.42438821572820146,88010.0,162472.0
23,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18020,15939,1078,17017,1003,8772,1200,5942,9.505489679402723,9.68989833695716,0.32974472807991123,0.5087328767123288,0.611472602739726,0.06334841628959276,151508.0,164893.0
24,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18287,9636,7230,16866,1421,5158,684,3785,9.188252386882525,9.75192695363453,0.2069776343850823,0.3240582191780822,0.38261986301369866,0.42867307008182143,88538.0,164476.0
24,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18384,15883,1102,16985,1399,8679,1170,6004,9.547125857835422,9.738946128937298,0.32658833768494344,0.5140410958904109,0.6142123287671233,0.06488077715631439,151637.0,165416.0
25,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18141,9788,7205,16993,1148,5177,699,3904,9.11503882304863,9.715588771847232,0.21520313102916047,0.33424657534246577,0.39409246575342466,0.423998116871653,89218.0,165097.0
25,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,17920,15724,1051,16775,1145,8651,1211,5840,9.560671584838463,9.739314456035768,0.32589285714285715,0.5,0.6036815068493151,0.06265275707898658,150332.0,163377.0
26,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18125,9693,7127,16820,1305,5144,725,3805,9.099143711957083,9.703923900118905,0.20993103448275863,0.3257705479452055,0.3878424657534247,0.4237217598097503,88198.0,163220.0
26,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18363,16016,1031,17047,1316,8853,1136,6008,9.494817682317683,9.675426761306975,0.3271796547405108,0.5143835616438356,0.6116438356164383,0.060479849826949025,152069.0,164937.0
27,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18207,9657,7180,16837,1370,5045,703,3897,9.122398260329295,9.72596068183168,0.21403855659911022,0.3336472602739726,0.3938356164383562,0.42644176516006416,88095.0,163756.0
27,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18198,15699,1055,16754,1444,8617,1153,5902,9.594432766418244,9.774262862599976,0.3243213539949445,0.5053082191780822,0.6040239726027398,0.0629700370060881,150623.0,163758.0
28,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18181,9827,7213,17040,1141,5266,667,3878,9.101251653607408,9.67505868544601,0.2132995984819317,0.33202054794520547,0.3891267123287671,0.4232981220657277,89438.0,164863.0
28,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18054,15839,1102,16941,1113,8722,1180,5917,9.50817602121346,9.69712531727761,0.32773900520660243,0.5065924657534246,0.6076198630136986,0.06504928870786848,150600.0,164279.0
29,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18076,9616,7170,16786,1290,5082,715,3809,9.095777870216306,9.719885618968188,0.2107213985394999,0.32611301369863016,0.3873287671232877,0.42714166567377576,87465.0,163158.0
29,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18412,15972,1036,17008,1404,8810,1189,5949,9.535499624342599,9.713899341486359,0.3231044970671301,0.5093321917808219,0.6111301369863014,0.06091251175917215,152301.0,165214.0
30,2,4,0.2,0.4,0.3,0.5,0.0,0.1,1,18375,9659,7395,17054,1321,5059,648,3945,9.136970700900715,9.748152925999765,0.2146938775510204,0.3377568493150685,0.39323630136986304,0.43362261053125367,88254.0,166245.0
30,2,4,0.2,0.4,0.3,0.5,0.0,0.1,2,18118,15680,1107,16787,1331,8606,1188,5860,9.56326530612245,9.756061237862632,0.32343525775471904,0.5017123287671232,0.6034246575342466,0.06594388514922261,149952.0,163775.0
